HPGDS	ARRDC3
ARRDC3	ITCH
ITCH	TP53
ARRDC3	ARRB2
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	MAPK1
MAPK1	SP1
ARRB2	NFKBIA
NFKBIA	NFKB1
ITCH	JUN
ARRB2	YWHAQ
YWHAQ	FOXO3
ARRB2	AKT1
AKT1	CREB1
CAPN1	FHL2
FHL2	SP2
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	CSNK2A1
CSNK2A1	ATF1
ARRB2	PRMT5
PRMT5	RELA
AKT1	SKI
SKI	GLI2
ARRB2	RALGDS
RALGDS	KRAS
KRAS	GLI3
MAPK1	RXRA
ARRDC3	NEDD4
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
ITCH	GLI1
CREB1	CRH
GLI1	WNT11
GLI1	PTCH2
GLI2	GLI1
GLI2	WNT11
GLI2	PTCH2
GLI3	GLI1
GLI3	WNT11
GLI3	PTCH2
TP53	CDKN1B
CREBBP	CDKN1B
CREBBP	EDN1
EP300	CDKN1B
EP300	EDN1
HIF1A	CDKN1B
HIF1A	EDN1
ARNT	CDKN1B
ARNT	EDN1
TP53	TP53I3
JUN	MMP2
FOXO3	CDKN1B
RXRA	ANGPTL4
RXRB	ANGPTL4
RXRG	ANGPTL4
SP1	APEX1
TP53	CHEK1
ATF1	ERBB2
CREB1	ERBB2
TFAP2A	ERBB2
TP53	ERBB2
JUN	MAT2A
NFKB1	MAT2A
SP1	MAT2A
SP2	MAT2A
SP1	MMP2
TFAP2A	MMP2
TP53	MMP2
CREB1	SLC9A1
