HTR2A	CBL
CBL	CTNNB1
CTNNB1	CREBBP
CBL	GRB2
GRB2	EP300
CTNNB1	HIF1A
EP300	ARNT
CBL	YWHAZ
YWHAZ	TP53
CBL	EGFR
EGFR	STAT3
EP300	ETS1
HTR2C	CALM1
CALM1	ESR1
ESR1	CREBBP
HTR2C	DLG4
DLG4	MDM2
MDM2	EP300
MDM2	HIF1A
CALM1	HSP90AA1
HSP90AA1	ARNT
DLG4	ERBB4
ERBB4	TP53
DLG4	ERBB2
ERBB2	STAT3
DLG4	ACTN2
ACTN2	SP100
SP100	ETS1
SLC6A4	SNCA
SNCA	AKT1
AKT1	CREBBP
SNCA	CLTC
CLTC	EP300
SNCA	MAPK1
MAPK1	HIF1A
SNCA	PTK2
PTK2	TP53
PTK2	STAT3
SNCA	APP
APP	MAPK7
MAPK7	ETS1
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	SRC
SRC	CREBBP
S1PR1	WWP2
WWP2	SMAD3
SMAD3	EP300
SMAD3	HIF1A
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	NCOA1
NCOA1	ARNT
TRIP6	PTK2
GNAI3	GNB2
GNB2	STAT3
YWHAQ	NCOA3
NCOA3	ETS1
SLC6A2	SNCA
SLC6A2	ACTB
ACTB	EP300
SLC6A3	TGFB1I1
TGFB1I1	SMAD3
SMAD3	CREBBP
SMAD3	PML
PML	ARNT
TGFB1I1	NR3C1
NR3C1	TP53
NR3C1	STAT3
ADRA1B	AP2M1
AP2M1	APC
APC	CREBBP
AP2M1	CLTC
EP300	HIF1A
AP2M1	BCR
BCR	TP53
EP300	STAT3
ADRA2A	UCHL1
UCHL1	CTNNB1
CTNNB1	EP300
UCHL1	HSP90AA1
UCHL1	TP53
ADRA2A	GNB1
GNB1	MTOR
MTOR	STAT3
UCHL1	UBE2I
UBE2I	ETS1
STAT3	PIM2
RBPJ	FCER2
CTNNB1	CCND3
NFKB1	TNF
RELA	IL6
CREBBP	SERPINE1
CREBBP	PFKL
EP300	SERPINE1
EP300	PFKL
HIF1A	SERPINE1
HIF1A	PGF
MAPK1	CDK4
ETS2	JUN
BCL3	NFKB1
