HTR2A	CBL
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	SMAD3
SMAD3	JUN
CBL	CTNNB1
CTNNB1	HIF1A
CTNNB1	SP1
SMAD3	FOS
CTNNB1	CREBBP
EP300	ARNT
CBL	EGFR
EGFR	STAT3
EP300	ETS1
ADRA2A	GNAI2
GNAI2	NPM1
NPM1	TFAP2A
ADRA2A	UCHL1
UCHL1	COPS5
COPS5	NFKB1
NPM1	RELA
GNAI2	ITCH
ITCH	JUN
UCHL1	CTNNB1
UCHL1	UBE2I
UBE2I	FOS
CTNNB1	EP300
UCHL1	HSP90AA1
HSP90AA1	ARNT
ADRA2A	GNB1
GNB1	MTOR
MTOR	STAT3
UBE2I	ETS1
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
HTR2C	CALM1
CALM1	DCUN1D1
DCUN1D1	NFKB1
HTR2C	DLG4
DLG4	MDM2
MDM2	RELA
MDM2	JUN
MDM2	HIF1A
CALM1	ESR1
ESR1	SP1
DLG4	KCNA4
KCNA4	SIRT1
SIRT1	FOS
ESR1	CREBBP
MDM2	EP300
CALM1	HSP90AA1
DLG4	ERBB2
ERBB2	STAT3
DLG4	ACTN2
ACTN2	SP100
SP100	ETS1
OPRK1	SIAH1
SIAH1	NPM1
SIAH1	STAT3
STAT3	NFKB1
STAT3	RELA
STAT3	JUN
STAT3	HIF1A
STAT3	SP1
SIAH1	UBE2I
SIAH1	CTNNB1
STAT3	EP300
SIAH1	PIAS2
PIAS2	ARNT
ADRA2C	UCHL1
UCHL1	TP53
TP53	TFAP2A
TP53	RELA
UBE2I	JUN
HSP90AA1	STAT3
HTR7	CUL3
CUL3	NPM1
CUL3	NFKB1
CUL3	KPNA2
KPNA2	RELA
CUL3	ATF2
ATF2	JUN
CUL3	CTNNB1
ATF2	FOS
CUL3	GRB2
CUL3	HSP90AA1
CUL3	RPA2
RPA2	STAT3
CUL3	DAXX
DAXX	ETS1
ADRA1B	AP2M1
AP2M1	EPS15
EPS15	TFAP2A
AP2M1	CLTC
CLTC	EP300
EP300	NFKB1
AP2M1	HSPA8
AP2M1	AP1G1
AP1G1	JUN
EP300	HIF1A
AP2M1	SFPQ
SFPQ	SP1
EP300	FOS
AP2M1	APC
APC	CREBBP
EP300	STAT3
ADRA1D	DTNA
DTNA	ACTB
ACTB	EP300
ADRA1D	GOPC
GOPC	RELA
RELA	NFKB1
RELA	JUN
RELA	HIF1A
DTNA	NUP62
NUP62	SP1
RELA	FOS
ADRA1D	SNTB2
SNTB2	ABCA1
ABCA1	CREBBP
RELA	STAT3
DRD2	FLNA
FLNA	LMNA
LMNA	RB1
RB1	TFAP2A
FLNA	REL
REL	NFKB1
REL	RELA
FLNA	RBM39
RBM39	JUN
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
LMNA	PML
PML	FOS
REL	CREBBP
REL	EP300
DRD2	CALM1
DRD2	PAWR
PAWR	STAT1
STAT1	STAT3
DRD3	GIPC1
GIPC1	SH3BP4
SH3BP4	TFAP2A
DRD3	EPB41L1
GIPC1	OGT
OGT	RELA
COPS5	JUN
GIPC1	MCM7
MCM7	HIF1A
MCM7	RB1
RB1	SP1
HIF1A	CREBBP
DRD3	RDX
RDX	CTTN
CTTN	EP300
RB1	ARNT
RB1	STAT3
GIPC1	ACTN1
ACTN1	PIAS4
PIAS4	ETS1
SLC6A2	ACTB
SLC6A2	SNCA
SNCA	HSPA4
SNCA	HSPA8
SNCA	MAPK8
MAPK8	JUN
SNCA	MAPK1
MAPK1	HIF1A
MAPK8	SP1
SNCA	AKT1
AKT1	CREBBP
SNCA	PTK2
PTK2	STAT3
SLC6A4	SNCA
SNCA	APP
APP	MYC
MYC	TFAP2A
APP	MAPK7
MAPK7	FOS
SNCA	CLTC
MAPK7	ETS1
SLC6A3	EPS15
SLC6A3	TGFB1I1
TGFB1I1	NR3C1
NR3C1	NFKB1
NR3C1	RELA
TGFB1I1	SMAD3
SMAD3	HIF1A
SMAD3	SP1
SMAD3	CREBBP
SMAD3	EP300
SMAD3	PML
PML	ARNT
NR3C1	STAT3
HTR2B	AGTR1
AGTR1	ARRB2
ARRB2	NPM1
