HPGDS	ARRDC3
ARRDC3	NEDD4
NEDD4	SMAD2
SMAD2	RARB
ARRDC3	ARRB2
ARRB2	AKT1
AKT1	RARA
NEDD4	ARID1A
ARID1A	RARG
ARRB2	UBC
UBC	ATF6
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ADRB2
ADRB2	STAT3
AKT1	CREB1
ARRB2	TRIM28
TRIM28	E2F4
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ARRB2	YWHAQ
YWHAQ	E2F1
E2F1	TFDP2
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
HSP90AA1	ARNT
ARRB2	MAPK1
MAPK1	RXRA
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
MAPK1	CEBPB
ARRB2	CDK3
CDK3	PPARA
ARRB2	NFKBIA
NFKBIA	ATF4
ARRDC3	ITCH
ITCH	TP53
ADRB2	REL
MAPK1	ATF2
ITCH	JUN
JUN	CREB3
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ADRB2	PGRMC1
PGRMC1	CREB3L1
NEDD4	KIFC3
KIFC3	CREB5
E2F1	CCNE2
TFDP2	CCNE2
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
CREBBP	NOS3
EP300	NOS3
HIF1A	NOS3
ARNT	NOS3
PPARA	EHHADH
PPARG	CYP27A1
RXRA	CYP27A1
RXRA	EHHADH
RXRB	CYP27A1
RXRB	EHHADH
RXRG	CYP27A1
RXRG	EHHADH
NFIC	C4BPB
RARA	CRABP2
RARB	CRABP2
RARG	CRABP2
CEBPB	CSRP1
REL	CSRP1
STAT3	CSRP1
PPARA	LIPA
PPARG	LIPA
NFIC	MBP
E2F4	PCNA
TP53	PCNA
E2F4	RBL1
CREB1	REN
NFIC	STMN1
ATF6	XBP1
