HTR2A	CBL
CBL	BAG1
BAG1	RARA
CBL	SMAD3
SMAD3	NCOA1
NCOA1	RARB
CBL	YWHAZ
YWHAZ	AJUBA
AJUBA	RARG
HTR2C	CALM1
CALM1	AKT1
AKT1	RARA
HTR2C	DLG4
DLG4	MDM2
MDM2	SMARCE1
SMARCE1	RARB
MDM2	MRPL12
MRPL12	RARG
SLC6A4	SNCA
SNCA	AKT1
SNCA	MAPK8
MAPK8	CEBPA
CEBPA	RARB
MAPK8	NCOA3
NCOA3	RARG
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	AJUBA
AJUBA	RARA
S1PR1	WWP2
WWP2	SMAD2
SMAD2	RARB
SLC6A2	SNCA
SLC6A3	SNCA
SLC6A3	NEDD4
NEDD4	SMAD2
NEDD4	ARID1A
ARID1A	RARG
ADRA1B	AP2M1
AP2M1	CLTC
CLTC	EP300
EP300	RARA
AP2M1	IKZF1
IKZF1	NCOR2
NCOR2	RARB
NCOR2	RARG
ADRA2A	GNAI2
GNAI2	TRIP6
GNAI2	ITCH
ITCH	SMAD2
STAT5A	EGFR
STAT5B	EGFR
TFAP2A	EGFR
