HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	SMAD3
SMAD3	SMAD2
SMAD3	SMAD4
SMAD3	JUN
SMAD3	YAP1
CTNNB1	SOX2
SOX2	TEAD1
CBL	GRB2
GRB2	TRIM27
TRIM27	TEAD4
GRB2	AP4S1
AP4S1	TEAD3
CBL	YWHAZ
YWHAZ	TP53
CTNNB1	HIF1A
CTNNB1	CREBBP
GRB2	EP300
EP300	ARNT
EP300	ETS1
SMAD3	ATF2
EP300	TFAP2A
YWHAZ	WWTR1
CBL	EGFR
EGFR	STAT3
GRB2	HSP90AA1
HSP90AA1	NR3C2
CTNNB1	PPARG
CTNNB1	ESR1
SMAD3	CEBPA
CTNNB1	BRCA1
BRCA1	FLI1
SMAD3	JUND
EP300	SP3
SMAD3	JUNB
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
GRB2	TSG101
TSG101	NFKB2
CTNNB1	PPARD
CBL	SRC
SRC	RXRA
PPARG	RXRB
PPARG	RXRG
CBL	MAPK8
MAPK8	ELK1
HSP90AA1	NFIC
EP300	ATF4
CTNNB1	LEF1
CBL	UBC
UBC	DAZAP2
DAZAP2	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
CBL	STAP2
STAP2	MYD88
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	CALM1
CALM1	ESR1
ESR1	SMAD2
DRD2	PAWR
PAWR	AATF
AATF	SMAD3
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	SMAD4
DRD2	FLNA
FLNA	RBM39
RBM39	JUN
PPP1R9B	PPP1CA
PPP1CA	YAP1
COPS5	NCOA1
NCOA1	TEAD1
FLNA	BSG
BSG	VPS52
VPS52	TEAD4
CDKN2A	E2F1
E2F1	TEAD3
FLNA	RANBP2
RANBP2	TP53
COPS5	HIF1A
FLNA	REL
REL	CREBBP
REL	EP300
CALM1	HSP90AA1
HSP90AA1	ARNT
FLNA	LMNA
LMNA	PML
PML	ATF2
LMNA	RB1
RB1	TFAP2A
PPP1CA	WWTR1
PAWR	STAT1
STAT1	STAT3
PAWR	CAND1
CAND1	NR3C2
FLNA	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
LMNA	KAT5
KAT5	CEBPA
EPB41L1	APP
APP	ELK1
ELK1	FLI1
COPS5	JUND
ESR1	SP3
EP300	JUNB
REL	NFKB1
REL	RELA
REL	NFKB2
HSP90AA1	PPARD
PML	RXRA
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
PAWR	SHMT2
SHMT2	ATF4
LMNA	CTNNB1
REL	ATXN1
ATXN1	DAZAP2
CALM1	AR
AR	TCF7L2
PAWR	SQSTM1
SQSTM1	MYD88
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	SP1
MCM7	FHL2
FHL2	SMAD2
DRD3	SLC9A3
SLC9A3	NEDD4L
NEDD4L	SMAD3
DRD3	EPB41L1
COPS5	JUN
DRD3	RDX
RDX	ENO1
ENO1	YAP1
MCM7	TRIM27
YAP1	TEAD3
COPS5	TP53
MCM7	HIF1A
HIF1A	CREBBP
RDX	CTTN
CTTN	EP300
RB1	ARNT
GIPC1	ACTN1
ACTN1	PIAS4
PIAS4	ETS1
RB1	ATF2
GIPC1	SH3BP4
SH3BP4	TFAP2A
HIF1A	WWTR1
RB1	STAT3
