ACHE	COL1A1
COL1A1	IGFBP3
IGFBP3	CD44
CD44	STAT3
IGFBP3	IGF1R
IGF1R	CSK
CSK	JUN
COL1A1	UBL4A
UBL4A	NCL
NCL	SP1
IGF1R	MDM2
MDM2	JUND
COL1A1	ITGB1
ITGB1	PTK2
PTK2	STAT1
IGF1R	TP53
TP53	ETS1
UBL4A	KPNA2
KPNA2	RELA
UBL4A	RAB1A
RAB1A	CREB1
IGFBP3	FN1
FN1	PRMT1
PRMT1	RUNX1
UBL4A	KPNB1
KPNB1	RUNX1T1
ITGB1	GNB2L1
GNB2L1	HIF1A
UBL4A	HSP90AA1
HSP90AA1	PPARA
UBL4A	NPM1
NPM1	TFAP2A
COL1A1	SPARC
SPARC	XRCC6
XRCC6	CREBBP
CD44	EP300
HSP90AA1	ARNT
IGF1R	RUVBL1
RUVBL1	LEF1
UBL4A	RPS27A
RPS27A	DAZAP2
DAZAP2	TCF7
COL1A1	NID1
NID1	FBLN1
FBLN1	TCF7L2
ITGB1	ILK
ILK	CTNNB1
CTNNB1	TCF7L1
COL1A1	PDGFA
PDGFA	PLCG1
PLCG1	SOS1
PLCG1	SOS2
FN1	RBL1
RBL1	E2F4
FN1	SMAD4
FN1	UBE2L3
UBE2L3	FOS
PTK2	SAE1
SAE1	ETV4
ITGB1	PRKCA
PRKCA	PPARG
FN1	STAT5A
UBL4A	JAK1
JAK1	STAT5B
COL1A1	P4HB
P4HB	UCHL3
UCHL3	YAP1
UBL4A	TXN
TXN	NFKB1
UBL4A	HNRNPK
HNRNPK	CEBPB
HSP90AA1	NFIC
COL1A1	MMP2
MMP2	TGFB1
TGFB1	SMAD3
UBL4A	HSPB1
HSPB1	STAT2
FN1	TRIM28
TRIM28	STAT4
UBL4A	EEF1A1
EEF1A1	STAT6
UBL4A	SMN1
SMN1	RXRA
FN1	RARA
RARA	RXRB
RARA	RXRG
FN1	TRIB3
TRIB3	ATF4
ITGB1	FLNA
FLNA	REL
COL1A1	RNH1
RNH1	RAD51
RAD51	PML
SMN1	ZBTB16
NPM1	JUNB
HSP90AA1	PPARD
SMAD4	ATF2
YAP1	TEAD1
ILK	TRIM27
TRIM27	TEAD4
UBL4A	PHB2
PHB2	TEAD3
UBL4A	APP
APP	ELK1
RNH1	PTGES3
PTGES3	NR3C2
TP53	ETS2
FN1	CSNK2A1
CSNK2A1	ATF1
TGFB1	SMAD2
SMAD2	RARB
XRCC6	POU2F1
UBL4A	PHB
PHB	E2F1
TP53	EGR1
ITGB1	TUBA1A
TUBA1A	MYC
ITGB1	NME1
NME1	GATA1
GATA1	FLI1
CHRNA1	CHRNG
CHRNG	KRT31
KRT31	TSG101
TSG101	EP300
EP300	STAT3
KRT31	PIN1
PIN1	JUN
KRT31	HDAC4
HDAC4	SP1
EP300	JUND
