HPGDS	ARRDC3
ARRDC3	ITCH
ITCH	TP53
ARRDC3	ARRB2
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	AKT1
AKT1	CREB1
ARRB2	MAPK1
MAPK1	ATF2
ARRB2	NFKBIA
NFKBIA	ATF4
ITCH	JUN
JUN	CREB3
ITCH	PTCH1
PTCH1	ATF6B
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	XRCC5
XRCC5	BRCA1
ARRB2	NPM1
NPM1	TFAP2A
MAPK1	SP1
ARRB2	CSNK2A1
CSNK2A1	ATF1
NEDD4	SMAD2
SMAD2	ETV4
ARRB2	HSPA5
HSPA5	EP300
EP300	USF2
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
MAPK1	ELK1
TRIM28	MYB
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
MAPK1	RXRA
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
ARRB2	CSK
CSK	CREBBP
HSP90AA1	ARNT
TCF7	CCND1
TCF7L2	CCND1
TCF7L1	MYC
ESR1	TRPV5
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
NFAT5	TNF
CREB5	IL8
CREBBP	VEGFC
EP300	VEGFC
PAX6	PDX1
NFKB2	TRAF3
PPARA	CYP8B1
PPARG	FABP4
NFKB1	CEBPG
NFKB1	IL18
NFYA	HLA-DOB
NFYA	HLA-DQA1
MAPK3	IL12A
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
MAPK10	IL1B
RFXAP	HLA-DMB
RFXAP	HLA-DOA
RFXANK	HLA-DMA
FLI1	POLR2A
TP53	MKI67
TP53	APAF1
TP53	EPCAM
TP53	HSP90AB1
USF1	XRCC6
USF1	SERPINE1
TFDP1	CAV1
POU2F1	CD79A
POU2F2	CD79A
POU2F1	CD79B
POU2F2	HLA-DRA
ATF2	HLA-E
POU5F1	HMGB2
USF1	HMOX1
ATF4	HPGD
CREB1	HPGD
RELA	ICAM1
SPI1	ICAM1
MYC	ID2
ATF1	ID2
FLI1	ID2
TAL1	ID2
NFKB1	IER3
SP1	ITGA2
TFAP2A	ITGA2
HIF1A	ITGB2
CEBPE	MYB
EGR1	MYB
POU2F1	VWF
SMAD4	ZFP36
