HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAP2K4
MAP2K4	MAPK8
MAPK8	PAX2
ARRDC3	ITCH
ITCH	JUN
ARRB2	MAPK1
MAPK1	SP1
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ARRB2	POLR2E
POLR2E	FOS
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	NFKBIA
NFKBIA	NFKB1
ITCH	TP53
ARRB2	HSPA5
HSPA5	EP300
EP300	USF2
ARRDC3	NEDD4
NEDD4	SMAD7
ARRB2	AKT1
AKT1	CREB1
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	STAT1
ARRDC3	ADRB2
ADRB2	STAT3
TP53	ETS2
ARRB2	PTGES3
PTGES3	NR3C2
ARRB2	ALYREF
ALYREF	LEF1
ARRB2	YWHAQ
YWHAQ	YAP1
ARRB2	CSK
CSK	CREBBP
HSP90AA1	ARNT
TP53	ETS1
NEDD4	ERBB3
ERBB3	EGR1
MAPK1	ATF2
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	MDM2
MDM2	WT1
ARRB2	CDK3
CDK3	PPARA
NFKBIA	ATF4
MAPK1	ELK1
ARRB2	CHUK
CHUK	PAX8
TRIM28	MYB
MAPK1	JUND
CREB3L1	CRH
GLI3	WNT4
GLI3	BMP2
LEF1	MYC
TCF7	BIRC5
TCF7L2	CCND1
TCF7L1	MYC
JUN	CXCL1
CREBBP	FASLG
ATF4	PCNA
NFATC2	TNF
CREBBP	EGF
CREBBP	HK3
CREBBP	LDHA
EP300	EGF
EP300	HK3
EP300	LDHA
HIF1A	EGF
HIF1A	HK3
HIF1A	LDHA
ARNT	CDKN1A
ARNT	FIGF
ARNT	TIMP1
TEAD1	SOX2
TEAD3	CTGF
STAT4	SOCS2
STAT4	CCND3
EPAS1	PDGFB
NFKB1	IL18
NFYA	HLA-DOB
NFYC	HLA-DQA2
RFXAP	HLA-DOA
RFXAP	HLA-DOB
TCF7L2	MMP7
TCF7L2	PPARD
TCF7L2	FOSL1
TCF7L1	JUN
TCF7L1	MMP7
TCF7L1	PPARD
TP53	APCS
TP53	BAK1
ATF1	BCL2
CEBPA	BCL2
MYBL1	BCL2
TP53	BCL2
WT1	BCL2
HIF1A	BNIP3
ATF1	BRCA1
CREB1	BRCA1
E2F4	CAV1
SP1	CAV1
RARB	CRABP2
PPARG	EGFR
RARA	GADD45B
TFAP2A	GH2
USF1	GH2
POU2F2	HLA-DRA
POU5F1	HMGB2
SP1	IL1B
NFKB2	IL8
TP53	IL8
NFKB1	IRF1
STAT1	IRF1
CEBPA	ITGA2
ETS1	MMP3
ETS2	MMP3
ETV4	MMP3
FLI1	MMP3
FOS	MMP3
JUN	MMP3
NFKB1	MMP3
RELA	MMP3
ERG	MMP9
ETV4	MMP9
FLI1	MMP9
PPARA	MMP9
E2F1	MYB
CEBPE	MYB
EGR1	MYB
JUND	PLAT
EGR1	TFPI2
NFKB1	TFPI2
ETS1	VWF
NFIC	VWF
SMAD4	ZFP36
