GABRA1	PRKCD
PRKCD	TP53
PRKCD	EP300
EP300	CREB1
EP300	ATF2
EP300	BRCA1
PRKCD	STAT3
STAT3	PML
PML	E2F4
STAT3	COPS5
COPS5	CREB3
PRKCD	ELAVL1
ELAVL1	CREB3L2
EP300	DDIT3
DDIT3	CREB3L1
BRCA1	CREB5
TP53	NFYA
NFYA	ATF6B
EP300	ATF4
STAT3	NFKB1
EP300	ETS1
PRKCD	HSP90AA1
HSP90AA1	NFIC
PRKCD	STAT1
STAT3	RELA
STAT3	JUN
EP300	PPARG
EP300	RXRA
PRKCD	APP
APP	AKAP13
AKAP13	RXRB
PPARG	RXRG
EP300	CREBBP
STAT3	HIF1A
EP300	ARNT
PRKCD	SP1
EP300	USF2
ELAVL1	HOXA5
EP300	STAT5A
PRKCD	INSR
INSR	STAT5B
EP300	EGR1
EP300	FOS
HSP90AA1	PPARA
EP300	SP3
STAT3	MAPK1
PRKCD	SNCA
SNCA	MAPK3
EP300	MAPK14
PML	MAPK11
PRKCD	VCP
VCP	MAPK13
STAT3	MAPK8
TP53	MAPK9
TP53	MAPK10
STAT3	IL1RAP
IL1RAP	MYD88
ELAVL1	CEBPA
EP300	ARNTL
EP300	NPAS2
EP300	CLOCK
EP300	EPAS1
INSR	IRF7
SP1	POU2F1
EP300	TP63
TP63	ETV4
EP300	SMAD3
EP300	TFAP2A
APP	MYC
EP300	STAT2
STAT3	TRIM28
TRIM28	STAT4
STAT3	STAT6
EP300	RARA
EP300	FOSB
EP300	VDR
NFKB1	IRF8
EP300	IRF1
STAT3	SMAD1
SMAD1	LEF1
ELAVL1	DAZAP2
DAZAP2	TCF7
ELAVL1	TCF7L2
EP300	CTNNB1
CTNNB1	TCF7L1
PML	SPI1
STAT3	NFKB2
EP300	CEBPB
EP300	FOXO1
STAT3	HDAC1
HDAC1	CREM
GRIK1	SDCBP
SDCBP	TRIM32
TRIM32	TP53
GRIK1	GRIP1
GRIP1	CREBBP
CREBBP	CREB1
CREBBP	ATF2
SDCBP	MID2
MID2	BRCA1
GRIP1	HDAC1
HDAC1	E2F4
SDCBP	MBD3
MBD3	JUN
JUN	CREB3
SDCBP	TNFAIP8
TNFAIP8	PTP4A1
PTP4A1	CREB3L2
SDCBP	ULK1
ULK1	PRKAB2
PRKAB2	CREB3L1
SDCBP	QARS
QARS	TRAF2
TRAF2	CREB5
SDCBP	KHDRBS2
KHDRBS2	MOV10
MOV10	ATF6B
CREBBP	ATF4
HDAC1	NFKB1
CREBBP	ETS1
SDCBP	SIAH1
SIAH1	STAT3
SDCBP	TRAF6
TRAF6	SMURF1
SMURF1	NFIC
GRIK1	PICK1
PICK1	ERBB2
ERBB2	STAT1
GRIK1	DLG4
DLG4	MDM2
MDM2	RELA
GRIP1	PPARG
TRIM32	RXRA
PPARG	RXRB
SDCBP	ZBTB8A
ZBTB8A	EP300
TRAF6	HIF1A
SIAH1	PIAS2
PIAS2	ARNT
GRIP1	CTNNB1
CTNNB1	SP1
BRCA1	USF2
SDCBP	TRAF5
TRAF5	ELAVL1
DLG4	ERBB4
ERBB4	STAT5A
SDCBP	EAF1
EAF1	ELP2
ELP2	STAT5B
CREBBP	EGR1
CREBBP	FOS
SIAH1	UBE2I
UBE2I	PPARA
CREBBP	SP3
PICK1	PARK2
PARK2	MAPK1
QARS	UBA1
UBA1	MAPK3
SDCBP	CALCOCO2
CALCOCO2	SQSTM1
SQSTM1	MAPK14
MDM2	PML
TRAF6	VCP
SDCBP	C11orf57
C11orf57	MAPK8
CTNNB1	MAPK9
HDAC1	MAPK10
TRAF6	MYD88
GRIP1	VDR
VDR	CEBPA
RXRA	ARNTL
QARS	TRAF4
TRAF4	NPAS2
SDCBP	DTNBP1
DTNBP1	SRGAP3
SRGAP3	CLOCK
SIAH1	NPM1
NPM1	EPAS1
TRAF6	IRF7
SDCBP	EPRS
EPRS	POU2F1
SDCBP	DMC1
DMC1	RFWD2
RFWD2	ETV4
CREBBP	SMAD3
SDCBP	KCTD1
KCTD1	TFAP2A
PICK1	EFNB1
EFNB1	MYC
CREBBP	STAT2
PIAS2	STAT4
CREBBP	STAT6
TRIM32	RARA
CREBBP	FOSB
TRAF6	IRF8
SDCBP	SET
SET	IRF1
CTNNB1	LEF1
DLG4	HGS
HGS	DAZAP2
CTNNB1	TCF7L2
HDAC1	SPI1
SDCBP	SMARCA2
SMARCA2	CEBPB
MDM2	FOXO1
CREBBP	CREM
CA2	SLC4A1
SLC4A1	CDKN2A
CDKN2A	TP53
CA2	NONO
NONO	PPP1CA
PPP1CA	CREB1
SLC4A1	CLU
CLU	MAPK9
MAPK9	ATF2
CDKN2A	BRCA1
NONO	HDAC3
HDAC3	E2F4
HDAC3	CREB3
NONO	PTBP1
PTBP1	ELAVL1
HDAC3	RUNX1T1
RUNX1T1	CREB3L1
CA2	HSPD1
HSPD1	RGS20
RGS20	CREB5
CDKN2A	CDK6
CDK6	ATF6B
NONO	SMARCA4
SMARCA4	CREBBP
HDAC3	NFKB1
NONO	SPI1
SPI1	ETS1
SMARCA4	STAT3
CDKN2A	HSP90AA1
SMARCA4	STAT1
HDAC3	RELA
HDAC3	JUN
NONO	SFPQ
SFPQ	PPARG
NONO	TRIM24
TRIM24	RXRA
SMARCA4	NR3C1
NR3C1	RXRB
TRIM24	RARA
RARA	RXRG
NONO	CTTN
CTTN	EP300
CDKN2A	HIF1A
BRCA1	ARNT
CDKN2A	SP1
PTBP1	RBFOX2
RBFOX2	HOXA5
SMARCA4	STAT5A
CDKN2A	NMI
NMI	STAT5B
CDKN2A	EGR1
SPI1	FOS
SFPQ	SP3
SFPQ	MAPK1
BRCA1	MAPK3
HDAC3	MAPK14
HDAC3	MAPK11
SLC4A1	CANX
CANX	VCP
CDKN2A	MAPK8
CDKN2A	MAPK10
CDKN2A	MDM2
MDM2	MYD88
CDKN2A	C1QBP
C1QBP	CEBPA
PPP1CA	ARNTL
HSP90AA1	NPAS2
PPP1CA	CLOCK
CLU	VHL
VHL	EPAS1
HSPD1	ALK
ALK	IRF7
NONO	HDAC1
HDAC1	POU2F1
CDKN2A	TP63
SMARCA4	SMAD3
BRCA1	TFAP2A
CDKN2A	MYC
SMARCA4	STAT2
CDKN2A	PIAS2
SFPQ	STAT6
TP53	VDR
SPI1	IRF8
SMARCA4	IRF1
SMARCA4	CTNNB1
NONO	ORC5
ORC5	TAX1BP1
TAX1BP1	DAZAP2
CA2	SLC9A1
SLC9A1	DAXX
DAXX	TCF7L2
CLU	CHUK
CHUK	NFKB2
SMARCA4	CEBPB
HSPD1	STUB1
STUB1	FOXO1
SPI1	CREM
CA4	PIH1D1
PIH1D1	PPP1CA
PPP1CA	TP53
PIH1D1	RUVBL2
RUVBL2	ATF2
PPP1CA	BRCA1
PIH1D1	KMT2A
KMT2A	HCFC1
HCFC1	E2F4
HCFC1	CREB3
PIH1D1	RUVBL1
RUVBL1	ELAVL1
PIH1D1	PPP1CC
PPP1CC	FXYD6
FXYD6	CREB3L1
PIH1D1	POLR2L
POLR2L	ESR1
ESR1	XBP1
XBP1	ATF6B
KMT2A	CREBBP
POLR2L	REL
REL	NFKB1
ESR1	STAT3
ELAVL1	NFIC
PIH1D1	TYK2
TYK2	STAT1
PIH1D1	POLR2A
POLR2A	RELA
CREBBP	JUN
CREBBP	PPARG
POLR2L	SRC
SRC	RXRA
RUVBL1	RARA
RARA	RXRB
PIH1D1	RPAP2
RPAP2	RXRG
POLR2A	EP300
ESR1	HIF1A
ESR1	SP1
ESR1	STAT5A
PIH1D1	POLR2D
POLR2D	ELP2
PIH1D1	POLR2E
POLR2E	FOS
PPP1CA	NCOR1
NCOR1	PPARA
ESR1	SP3
ESR1	MAPK1
PPP1CA	RB1
RB1	MAPK14
CA4	PRDX2
PRDX2	YWHAZ
YWHAZ	BAG3
BAG3	MAPK11
PPP1CC	VCP
PRDX2	APP
APP	MAPK8
KMT2A	HDAC1
HDAC1	MAPK9
POLR2E	IKBKG
IKBKG	MYD88
PPP1CA	CDK4
CDK4	CEBPA
ARNTL	NPAS2
PIH1D1	UXT
UXT	VHL
TP53	IRF7
HCFC1	POU2F1
YWHAZ	RFWD2
PPP1CA	TRIM28
PRDX2	ANXA2
ANXA2	STAT6
CREBBP	VDR
RELA	IRF8
CREBBP	IRF1
RUVBL1	LEF1
PPP1CA	ZFYVE9
ZFYVE9	DAZAP2
KMT2A	MEN1
MEN1	TCF7L2
RUVBL2	CTNNB1
REL	NFKB2
ESR1	CEBPB
ESR1	FOXO1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	CREB1
SDCBP2	C11orf57
MAPK8	ATF2
TP53	BRCA1
SDCBP2	BEND7
BEND7	C1QBP
CEBPA	E2F4
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	EMD
EMD	CREB3
SDCBP2	PRPF40A
PRPF40A	HNRNPK
HNRNPK	ELAVL1
PRPF40A	UBQLN4
UBQLN4	RUNX1T1
TIFA	TRAF6
TRAF6	TRAF2
BEND7	TRIM27
TRIM27	NFYC
NFYC	ATF6B
IRAK1	BTRC
BTRC	ATF4
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TP53	ETS1
TRAF6	STAT3
IRAK1	STAT1
TP53	RELA
ZCCHC10	PIN1
PIN1	JUN
PIN1	PPARG
PRPF40A	UBE2I
UBE2I	RXRA
SDCBP2	C1orf35
C1orf35	APP
IRAK1	CUL1
CUL1	RXRG
TP53	CREBBP
TP53	EP300
HIF1A	ARNT
TP53	SP1
TP53	MAPK14
MAPK14	HOXA5
SDCBP2	PRPF38A
PRPF38A	CSNK2B
CSNK2B	STAT5A
TRAF6	NTRK1
NTRK1	STAT5B
TP53	EGR1
UBE2I	FOS
PRPF40A	SFPQ
TP53	MAPK1
TP53	MAPK3
IRAK1	BAG3
IRAK1	HSP90AA1
HSP90AA1	ARNTL
CSNK2B	NPAS2
CSNK2B	CLOCK
PRPF40A	TERF2IP
TERF2IP	EPAS1
PRPF40A	XRCC6
XRCC6	POU2F1
PRPF40A	HTT
HTT	ETV4
TP53	SMAD3
TP53	TFAP2A
STAT1	STAT2
TRIM27	PIAS2
ZCCHC10	EEF1A1
EEF1A1	STAT6
PIN1	RARA
BAG3	FOSB
SDCBP2	SEC23A
SEC23A	STUB1
STUB1	IRF1
TRIM27	PIAS4
PIAS4	LEF1
UBQLN4	DAZAP2
UBE2I	TCF7L2
ZNF581	SUV39H1
SUV39H1	CTNNB1
PRPF40A	NONO
HNRNPK	CEBPB
TRIM27	HDAC1
GABRA4	APP
MAPK8	TP53
APP	KAT5
KAT5	CREB1
KAT5	BRCA1
APP	EEF1D
EEF1D	HCFC1
APP	PSEN2
PSEN2	ELAVL1
APP	CUL3
CUL3	PGRMC1
PGRMC1	CREB3L1
MAPK8	TRAF2
CUL3	NXF1
NXF1	ATF6B
PSEN2	APH1A
APH1A	ATF4
APP	GSK3B
GSK3B	NFKB1
APP	MAPK7
MAPK7	ETS1
MAPK8	STAT3
APP	HDAC4
HDAC4	STAT1
EEF1D	RELA
MAPK8	JUN
APP	RFX5
RFX5	PPARG
GSK3B	RXRA
MAPK8	NR4A1
NR4A1	RXRG
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	MCM7
MCM7	HIF1A
ELAVL1	ARNT
MAPK8	SP1
RELA	USF2
APP	SHC1
SHC1	STAT5A
SHC1	STAT5B
RELA	EGR1
MAPK7	FOS
AKAP13	PPARA
RELA	SP3
APP	SNCA
SNCA	MAPK1
APP	PAK6
PAK6	MAPK14
SHC1	MAPKAPK2
MAPKAPK2	MAPK11
APP	MAPK8IP2
MAPK8IP2	MAPK13
MAPK8	MAPK9
MAPK8IP2	MAPK10
APP	TIRAP
TIRAP	MYD88
MAPK8	CEBPA
APP	WDR5
WDR5	ARNTL
APP	CSNK1E
CSNK1E	CLOCK
MCM7	EPAS1
PSEN2	TRAF6
APP	HSPA8
HSPA8	POU2F1
HSPA8	HTT
GSK3B	SMAD3
MYC	TFAP2A
ELAVL1	STAT2
MAPK8	PIAS2
APP	HGS
HGS	AHCYL1
AHCYL1	STAT6
APP	PHF8
PHF8	RARA
MYC	VDR
APP	SET
DAZAP2	LEF1
APP	FBLN1
FBLN1	TCF7L2
DAZAP2	TCF7L1
MAPK8	SPI1
HGS	TSG101
TSG101	NFKB2
GSK3B	CEBPB
APP	STUB1
PSEN2	KCNIP3
KCNIP3	CREM
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	UBC
UBC	CUL3
CUL3	ATF2
UBC	BRCA1
BRCA1	E2F4
UBC	EMD
UBC	PSMB5
PSMB5	RND1
