HTR2A	CBL
CBL	HSPA4
HSPA4	NFKB1
CBL	CTNNB1
CTNNB1	SP1
CBL	GRB2
GRB2	HSP90AA1
HSP90AA1	NFIC
GRB2	EP300
EP300	EGR1
CBL	SMAD3
SMAD3	JUN
CBL	YWHAZ
YWHAZ	TP53
CBL	HSPA8
HSPA8	POU2F1
HSP90AA1	NR3C2
SMAD3	RUNX1
CTNNB1	HDAC1
HDAC1	RUNX1T1
CBL	ABL1
ABL1	CREB1
SMAD3	CEBPA
CTNNB1	HIF1A
DRD2	FLNA
FLNA	REL
REL	NFKB1
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	CALM1
CALM1	HSP90AA1
CDKN2A	EGR1
FLNA	RBM39
RBM39	JUN
FLNA	RANBP2
RANBP2	TP53
FLNA	LMNA
LMNA	LMNB1
LMNB1	POU2F1
DRD2	PAWR
PAWR	CAND1
CAND1	NR3C2
LMNA	PML
PML	RUNX1
REL	HDAC1
PPP1R9B	PPP1CA
PPP1CA	CREB1
LMNA	KAT5
KAT5	CEBPA
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
YWHAQ	SMURF1
SMURF1	NFIC
YWHAQ	PSMA3
PSMA3	EGR1
S1PR1	TRIP6
TRIP6	CREB5
CREB5	JUN
TRIP6	PTK2
PTK2	TP53
YWHAQ	LMNB1
GNAI3	OSBP
OSBP	CAND1
WWP2	ATN1
ATN1	RUNX1T1
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	CREB1
SMAD3	HIF1A
KAT5	EP300
EP300	NFKB1
MDFI	VHL
VHL	SP1
VHL	HSP90AA1
MDFI	PIN1
PIN1	JUN
KAT5	TP53
KAT5	BRCA1
BRCA1	POU2F1
MDFI	MYOD1
MYOD1	RUNX1
MDFI	CBFA2T2
CBFA2T2	RUNX1T1
VHL	HIF1A
HTR1E	PSMC4
PSMC4	PSMD10
PSMD10	NFKB1
PSMC4	PSMC5
PSMC5	SP1
HTR1E	ATP5B
ATP5B	HSP90AA1
PSMC4	PSMA3
HTR1E	MEOX2
MEOX2	RELA
RELA	JUN
HTR1E	PSMC3
PSMC3	TP53
RELA	POU2F1
MEOX2	TRAF6
TRAF6	RUNX1
PSMA3	HDAC2
HDAC2	RUNX1T1
MEOX2	KAT5
PSMC3	HIF1A
HTR2C	CALM1
CALM1	DCUN1D1
DCUN1D1	NFKB1
