HPGDS	ARRDC3
ATF6B	CRH
ATF4	CRH
MAPK1	PDYN
MAPK3	PDYN
CREB3L2	CRH
CREB3L1	CRH
CREB5	CRH
CREB3	ARC
CREB3	PDYN
CREB1	ARC
CREB1	PDYN
ATF2	ARC
ATF2	PDYN
ATF6B	ARC
ATF6B	PDYN
ATF4	ARC
ATF4	PDYN
CREB3L2	ARC
CREB3L2	PDYN
CREB3L1	ARC
CREB3L1	PDYN
CREB5	ARC
CREB5	PDYN
GLI1	WNT4
GLI1	WNT10B
GLI2	GLI1
GLI2	WNT4
GLI2	WNT10B
GLI3	GLI1
GLI3	WNT4
GLI3	WNT10B
NR1H4	NR0B2
VDR	TRPV5
FOS	MMP9
NFKB1	MMP9
RELA	MMP9
STAT1	MYD88
CREBBP	EDN1
CREBBP	EPO
CREBBP	FIGF
CREBBP	FLT1
CREBBP	ANGPT2
CREBBP	LTBR
CREBBP	NPPA
CREBBP	PFKFB1
CREBBP	VEGFB
EP300	EDN1
EP300	EPO
EP300	FIGF
EP300	FLT1
EP300	ANGPT2
EP300	LTBR
EP300	NPPA
EP300	PFKFB1
EP300	VEGFB
HIF1A	EDN1
HIF1A	EPO
HIF1A	FIGF
HIF1A	FLT1
HIF1A	ANGPT2
HIF1A	LTBR
HIF1A	NPPA
HIF1A	PFKFB1
HIF1A	VEGFB
ARNT	EDN1
ARNT	EPO
ARNT	FIGF
ARNT	FLT1
ARNT	ANGPT2
ARNT	LTBR
ARNT	NPPA
ARNT	PFKFB1
ARNT	VEGFB
YAP1	GLI2
YAP1	SOX2
SOS1	SPRY1
SOS1	SPRED2
SOS2	SPRY1
SOS2	SPRED2
STAT1	SOCS7
STAT1	SOCS1
STAT2	SOCS7
STAT2	SOCS1
STAT3	SOCS7
STAT3	SOCS1
STAT4	SOCS7
STAT4	SOCS1
STAT5A	SOCS7
STAT5A	SOCS1
STAT5B	SOCS7
STAT5B	SOCS1
STAT6	SOCS7
STAT6	SOCS1
HSF1	HSPA1L
MYD88	IL1B
NEUROD1	INS
NKX2-2	INS
PAX6	INS
CREB3	MITF
CREB1	MITF
CREBBP	MITF
EP300	MITF
CREB3L2	MITF
CREB3L1	MITF
VDR	TRPV6
NFKB1	IL1B
NFKB1	TRAF2
RELA	IL1B
RELA	TRAF2
NFKB1	FIGF
NFKB1	VEGFB
RELA	FIGF
RELA	VEGFB
STAT1	FIGF
STAT1	VEGFB
STAT3	FIGF
STAT3	VEGFB
EPAS1	FIGF
EPAS1	TGFB3
EPAS1	VEGFB
ETS1	FIGF
ETS1	MMP9
ETS1	VEGFB
FOS	FIGF
FOS	VEGFB
HIF1A	TGFB3
JUN	FIGF
JUN	MMP9
JUN	VEGFB
MYC	FIGF
MYC	MMP9
MYC	VEGFB
NFKB2	TRAF2
PPARA	PLTP
PPARA	ACSBG2
PPARG	GK2
PPARG	ACSBG2
RXRA	GK2
RXRA	ACADL
RXRA	PLTP
RXRA	ACSBG2
RXRB	GK2
RXRB	ACADL
RXRB	PLTP
RXRB	ACSBG2
RXRG	GK2
RXRG	ACADL
RXRG	PLTP
RXRG	ACSBG2
FOS	IL1B
IRF3	CD86
IRF3	CD40
IRF7	IFNA4
IRF7	IFNA6
IRF7	IFNA14
IRF7	IFNA16
JUN	IL1B
CREB1	HLA-DMB
CREB1	HLA-DOA
MAPK14	IL1B
MYD88	IFNA4
MYD88	IFNA6
MYD88	IFNA14
MYD88	IFNA16
NFYA	HLA-DMB
NFYA	HLA-DOA
NFYB	HLA-DMB
NFYB	HLA-DOA
NFYC	HLA-DMB
NFYC	HLA-DOA
MAPK1	IL1B
MAPK3	IL1B
MAPK8	IL1B
MAPK11	IL1B
MAPK9	IL1B
MAPK10	IL1B
MAPK13	IL1B
RFX5	HLA-DMB
RFX5	HLA-DOA
RFXAP	HLA-DMB
RFXAP	HLA-DOA
RFXANK	HLA-DMB
RFXANK	HLA-DOA
CREB1	TINAGL1
SP1	CDK1
TP53	APCS
ATF1	AQP3
CREB1	AQP3
TFAP2A	CALB2
EGR1	CD44
SP1	CD44
ETS1	CD79B
POU2F1	CD79B
SP1	CD99
E2F4	CDK1
ETS2	CDK1
USF2	CEACAM1
NFKB1	CSF1
CEBPB	CSRP1
REL	CSRP1
STAT3	CSRP1
CEBPA	FN1
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
ATF1	IL1B
CEBPB	IL1B
CREB1	IL1B
REL	IL1B
SP1	IL1B
SPI1	IL1B
NFKB1	IL2RA
REL	IL2RA
RELA	IL2RA
STAT1	IL2RA
STAT3	IL2RA
STAT4	IL2RA
STAT5A	IL2RA
STAT5B	IL2RA
CEBPB	IL4
POU2F1	IL4
CEBPA	IL5
CEBPB	IL5
ETS1	IL5
ETS2	IL5
JUN	IL5
POU2F1	IL5
SPI1	IL5
ATF2	INS
SP1	LCAT
ETS1	LCK
CREM	LDHC
PPARA	MMP9
PPARG	MMP9
SP1	MMP9
JUN	NPPA
HIF1A	NR4A1
RELA	NR4A1
PPARG	POU2F1
