HTR2A	CBL
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
CBL	MAPK8
MAPK8	HSF1
GRB2	HSP90AA1
HSP90AA1	NFIC
CBL	YWHAZ
YWHAZ	TP53
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
EP300	ETS1
CBL	CTNNB1
CTNNB1	PPARG
CBL	SRC
SRC	RXRA
PPARG	RXRB
PPARG	RXRG
CTNNB1	HIF1A
EP300	ETS2
CBL	SMAD3
SMAD3	JUN
CBL	ABL1
ABL1	CREB1
GRB2	HTT
HTT	ETV4
HSPA8	ERG
SMAD3	ATF2
CTNNB1	CREBBP
EP300	ARNT
CTNNB1	BRCA1
BRCA1	FLI1
MAPK8	MYC
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
HTR2C	CALM1
CALM1	HSPA4
HSPA4	HSF1
CALM1	HSP90AA1
HTR2C	DLG4
DLG4	ERBB4
ERBB4	TP53
CALM1	DCUN1D1
DCUN1D1	NFKB1
DLG4	MDM2
MDM2	RELA
DLG4	ACTN2
ACTN2	SP100
SP100	ETS1
DLG4	PRKCA
PRKCA	PPARG
DLG4	KCNA4
KCNA4	SRC
DLG4	FYN
FYN	NR3C1
NR3C1	RXRB
MDM2	CUL1
CUL1	RXRG
MDM2	HIF1A
TP53	ETS2
MDM2	JUN
CALM1	AKT1
AKT1	CREB1
MDM2	RFWD2
RFWD2	ETV4
HSPA4	ERG
MDM2	PML
PML	ATF2
CALM1	ESR1
ESR1	CREBBP
MDM2	EP300
HSP90AA1	ARNT
CALM1	ITPR1
ITPR1	BRCA1
ESR1	MYC
SLC6A4	SNCA
SNCA	APP
APP	MYC
MYC	TFAP2A
SNCA	MAPK8
SNCA	EEF1A1
EEF1A1	HSP90AA1
SNCA	PTK2
PTK2	TP53
SNCA	HSPA4
SNCA	HSPA8
APP	MAPK7
MAPK7	ETS1
SNCA	MAPK1
MAPK1	PPARG
MAPK1	RXRA
APP	AKAP13
AKAP13	RXRB
MAPK8	NR4A1
NR4A1	RXRG
MAPK1	HIF1A
SNCA	CLTC
CLTC	EP300
MAPK8	JUN
SNCA	AKT1
PTK2	SAE1
SAE1	ETV4
MAPK8	ATF2
AKT1	CREBBP
SNCA	PRKCD
PRKCD	FLI1
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	GNAI2
GNAI2	NPM1
NPM1	TFAP2A
GNAI3	YWHAQ
YWHAQ	HSPB1
HSPB1	HSF1
YWHAQ	SMURF1
SMURF1	NFIC
S1PR1	TRIP6
TRIP6	PTK2
YWHAQ	E2F1
E2F1	NFKB1
TRIP6	UBE2C
UBE2C	RELA
YWHAQ	NCOA3
NCOA3	ETS1
GNAI3	XPO1
XPO1	PPARG
TRIP6	SRC
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	NR1H2
NR1H2	RXRB
TRIP6	AJUBA
AJUBA	RXRG
S1PR1	WWP2
WWP2	SMAD3
SMAD3	HIF1A
WWP2	POU5F1
POU5F1	ETS2
TRIP6	CREB5
CREB5	JUN
MDFI	KAT5
KAT5	CREB1
WWP2	SMAD2
SMAD2	ETV4
YWHAQ	HSPA8
CREB5	ATF2
SRC	CREBBP
SMAD3	EP300
YWHAQ	NCOA1
NCOA1	ARNT
S1PR1	PDGFRB
PDGFRB	ETV6
ETV6	FLI1
WWP2	SMAD7
SMAD7	MYC
SLC6A2	ACTB
ACTB	EP300
SLC6A2	SNCA
SLC6A3	EPS15
EPS15	TFAP2A
SLC6A3	TGFB1I1
TGFB1I1	HSPB1
TGFB1I1	SMAD3
SMAD3	SMURF1
TGFB1I1	NR3C1
NR3C1	TP53
NR3C1	NFKB1
NR3C1	RELA
SLC6A3	NEDD4
NEDD4	PPARG
SLC6A3	SNCA
NR3C1	ETS2
NR3C1	CREB1
NEDD4	SMAD2
NEDD4	ERG
SMAD3	CREBBP
SMAD3	PML
PML	ARNT
SLC6A3	PICK1
PICK1	EFNB1
EFNB1	MYC
ADRA1B	AP2M1
AP2M1	EPS15
AP2M1	EEF1A1
EEF1A1	CBS
CBS	HSF1
AP2M1	BCR
BCR	TP53
AP2M1	CLTC
EP300	NFKB1
AP2M1	HSPA8
AP2M1	SFPQ
SFPQ	PPARG
AP2M1	CSNK2B
CSNK2B	RXRA
SFPQ	NR3C1
EP300	HIF1A
