HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRDC3	ITCH
ITCH	JUN
ARRB2	AKT1
AKT1	CREB1
ARRB2	CDK3
CDK3	PPARA
ARRB2	MAPK1
MAPK1	SP1
ITCH	TP53
TP53	ETS1
ARRB2	HDAC2
HDAC2	PPARD
ARRB2	STAT1
STAT1	ATF3
EGR3	FASLG
NFKB1	TNF
CREBBP	FIGF
CREBBP	SERPINE1
EP300	FIGF
EP300	SERPINE1
HIF1A	FIGF
HIF1A	SERPINE1
HNF1A	HNF4G
HIF1A	TGFB1
MAPK11	IL1B
USF2	HMOX1
ATF4	HPGD
JUND	IL5
POU2F1	IL5
SPI1	IL5
ESR2	JUN
ETS2	JUN
JUN	JUN
