HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	ABL1
ABL1	CREB1
CBL	SMAD3
SMAD3	ATF2
CBL	CTNNB1
CTNNB1	COPS5
COPS5	CREB3
CBL	GRB2
GRB2	RBM33
RBM33	ATF6B
GRB2	EP300
EP300	ATF4
CTNNB1	ELAVL1
ELAVL1	CREB3L2
CBL	MAPK14
MAPK14	DDIT3
DDIT3	CREB3L1
GRB2	KRT15
KRT15	CREB5
SMAD3	E2F4
CTNNB1	BRCA1
CBL	MAPK8
MAPK8	MYC
CTNNB1	SP1
CBL	HSPA4
HSPA4	NFKB1
EP300	ETS1
CTNNB1	PPARG
CBL	SRC
SRC	RXRA
PPARG	RXRB
PPARG	RXRG
CBL	HSPA8
HSPA8	POU2F1
CTNNB1	CREBBP
CTNNB1	HIF1A
EP300	ARNT
SMAD3	CEBPA
SMAD3	JUN
EP300	SP3
GRB2	HSP90AA1
HSP90AA1	NR3C2
SMAD3	CEBPB
SMAD3	RUNX1
CTNNB1	HDAC1
HDAC1	RUNX1T1
CTNNB1	BCL6
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
FLNA	LMNA
LMNA	PML
PML	ATF2
DRD2	EPB41L1
EPB41L1	COPS5
FLNA	ILF2
ILF2	MOV10
MOV10	ATF6B
DRD2	PAWR
PAWR	SHMT2
SHMT2	ATF4
FLNA	REL
REL	CEP19
CEP19	CREB3L2
COPS5	PGRMC1
PGRMC1	CREB3L1
EPB41L1	ITPR1
ITPR1	BRCA1
BRCA1	CREB5
DRD2	CALM1
CALM1	AR
AR	E2F4
EPB41L1	APP
APP	MYC
PPP1R9B	CDKN2A
CDKN2A	SP1
REL	NFKB1
REL	EP300
FLNA	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
PML	RXRA
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
LMNA	LMNB1
LMNB1	POU2F1
REL	CREBBP
COPS5	HIF1A
CALM1	HSP90AA1
HSP90AA1	ARNT
LMNA	KAT5
KAT5	CEBPA
