HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	CTNNB1
CTNNB1	ESR1
CTNNB1	PPARG
CBL	BAG1
BAG1	RARA
CBL	GRB2
GRB2	HSP90AA1
HSP90AA1	PPARA
CTNNB1	PPARD
CTNNB1	SP1
KCNH2	HSPA8
HSPA8	TP53
KCNH2	YWHAE
YWHAE	HDAC4
HDAC4	NFKB1
HSPA8	ESR1
YWHAE	XPO1
XPO1	PPARG
HSPA8	UBE3A
UBE3A	RARA
KCNH2	HSP90AA1
HSP90AA1	PPARD
HSP90AA1	SP1
TP53	GADD45B
NFKB1	GADD45B
RELA	GADD45B
TP53	TP73
TP53	CCNG2
SP1	CAV1
TP53	CAV1
ESR1	GADD45B
PPARA	GADD45B
PPARD	GADD45B
PPARG	GADD45B
RARA	GADD45B
SP1	GJA1
NFKB1	IRF1
NFKB1	KLK3
TP53	KLK3
RELA	S100A6
