HTR2A	CBL
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
CBL	MAPK8
MAPK8	HSF1
GRB2	HSP90AA1
HSP90AA1	NFIC
CBL	SMAD3
SMAD3	JUN
SMAD3	JUND
SMAD3	JUNB
SMAD3	CEBPA
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
GRB2	TSG101
TSG101	NFKB2
DRD2	FLNA
FLNA	LMNA
LMNA	RB1
RB1	TFAP2A
FLNA	FILIP1
FILIP1	HSF1
DRD2	CALM1
CALM1	HSP90AA1
FLNA	RBM39
RBM39	JUN
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	JUND
FLNA	REL
REL	EP300
EP300	JUNB
LMNA	KAT5
KAT5	CEBPA
REL	NFKB1
REL	RELA
REL	NFKB2
FOXO1	PCK1
FOXO1	FBP2
STAT5A	CCND3
STAT5B	SOCS7
RXRG	EHHADH
IRF7	IFNA8
E2F4	CAV1
SP1	CAV1
TFAP2A	CCNB1
CREB1	CCND1
CREM	CCND1
POU2F1	CCND1
NFKB1	CSF1
ETS1	CSF2
REL	CSF2
RELA	CSF2
