HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRDC3	ITCH
ITCH	TP53
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	SFPQ
SFPQ	SP3
ARRDC3	NEDD4
NEDD4	TOM1
TOM1	FPR1
FPR1	PIK3R5
ARRB2	GSN
GSN	PIK3CA
ARRB2	AKT1
AKT1	PIK3CB
ARRDC3	ARRB1
ARRB1	PIK3R2
PIK3R2	PIK3CD
NEDD4	BECN1
BECN1	PIK3CG
ARRB2	SRC
SRC	PIK3R1
ARRB2	IGF1R
IGF1R	PIK3R3
ARRB2	HSPA5
HSPA5	EP300
EP300	USF2
ARRB2	CDK3
CDK3	PPARA
MAPK1	RXRA
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
ARRB1	MAPK14
MAPK14	HOXA5
ARRB2	CSK
CSK	CREBBP
ARRB2	CAPN1
CAPN1	HIF1A
ARRB1	HSP90AA1
HSP90AA1	ARNT
IGF1R	ESR1
TP53	ETS1
AKT1	CREB1
ITCH	JUN
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
ITCH	GLI1
AKT1	SKI
SKI	GLI2
ARRB2	RALGDS
RALGDS	KRAS
KRAS	GLI3
C1QBP	CEBPA
NEDD4	SMAD3
NEDD4	SMAD2
ARRDC3	ADRB2
ADRB2	STAT3
NFKB1	XIAP
GLI1	WNT2
GLI2	WNT16
GLI2	WNT10B
GLI2	WNT2B
GLI3	WNT16
MAPK11	CXCL1
RBPJ	FCER2
CTNNB1	CCND2
CTNNB1	CCND3
IRF3	IFNB1
MAPK10	SMAD4
RELA	IL6
CREBBP	ANGPT1
CREBBP	PFKFB4
CREBBP	PFKL
EP300	ANGPT1
EP300	PFKFB4
EP300	PFKL
HIF1A	ANGPT1
HSF1	HSPA1A
HSF1	HSPA6
MYD88	CXCL3
MYD88	IL12A
ELK4	FOS
HNF4A	SLC2A2
PDX1	NR5A2
NEUROD1	IAPP
LEF1	MITF
TCF7	MITF
MAPK3	CDK4
RELA	TRAF2
PIK3CG	AKT3
PIK3R2	AKT1
PIK3R3	AKT3
STAT3	VEGFC
ETS1	CDK4
ETS1	MMP1
FOS	IL8
MYC	VEGFB
NFKB1	TRAF6
NFKB2	BCL2
IRF8	IL12B
CREB3	BCL2
FOXO3	BCL2L11
NFKB1	MYB
PPARA	APOA5
PPARA	APOA2
PPARA	LPL
PPARA	SCD5
PPARD	ILK
PPARG	CPT1C
PPARG	PCK1
PPARG	PLIN1
RXRA	SLC27A4
RXRA	DBI
RXRB	PLTP
RXRG	FABP3
MAPK13	IL1B
MAPK13	IL6
MAPK13	IL12A
RFXAP	HLA-DPB1
RFXAP	HLA-DQA1
RFXAP	HLA-DQA2
RFXAP	HLA-DQB1
RFXAP	HLA-DRA
RFXAP	HLA-DRB4
RFXAP	HLA-DRB5
RFXAP	CD74
MAPK12	IL1A
MAPK12	IL1B
TCF7L2	MMP7
TCF7L2	PPARD
TCF7L1	JUN
TCF7L1	MMP7
TCF7L1	PPARD
NFIC	ADA
SP1	ADA
E2F+P170	CCNA2
MYC	CCNB1
JUN	CYP11A1
PPARG	EGFR
REL	EGFR
REL	F3
RELA	F3
CEBPB	F8
NFKB1	F8
AR	F9
CEBPB	IL6
EGR1	IL6
SP1	JUN
PGR	KLK3
SP3	KLK3
EGR1	RELA
SPI1	SCARB1
ETS1	SLC26A3
LEF1	SPP1
POU2F2	SPP1
JUN	TFF1
