HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	SMAD3
SMAD3	ATF2
CBL	ABL1
ABL1	CREB1
CBL	GRB2
GRB2	EP300
EP300	ATF4
CBL	CTNNB1
CTNNB1	COPS5
COPS5	CREB3
GRB2	RBM33
RBM33	ATF6B
CTNNB1	ELAVL1
ELAVL1	CREB3L2
CBL	MAPK14
MAPK14	DDIT3
DDIT3	CREB3L1
GRB2	KRT15
KRT15	CREB5
SMAD3	E2F4
CTNNB1	BRCA1
CBL	SRC
SRC	RXRA
CTNNB1	PPARG
PPARG	RXRB
PPARG	RXRG
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
FLNA	LMNA
LMNA	PML
PML	ATF2
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
DRD2	PAWR
PAWR	SHMT2
SHMT2	ATF4
DRD2	EPB41L1
EPB41L1	COPS5
FLNA	ILF2
ILF2	MOV10
MOV10	ATF6B
FLNA	REL
REL	CEP19
CEP19	CREB3L2
COPS5	PGRMC1
PGRMC1	CREB3L1
EPB41L1	ITPR1
ITPR1	BRCA1
BRCA1	CREB5
DRD2	CALM1
CALM1	AR
AR	E2F4
PML	RXRA
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
GRIA2	SDCBP
SDCBP	TRIM32
TRIM32	TP53
GRIA2	GRIP1
GRIP1	CREBBP
CREBBP	ATF2
CREBBP	CREB1
CREBBP	ATF4
SDCBP	MBD3
MBD3	JUN
JUN	CREB3
SDCBP	KHDRBS2
KHDRBS2	MOV10
SDCBP	TNFAIP8
TNFAIP8	PTP4A1
PTP4A1	CREB3L2
SDCBP	ULK1
ULK1	PRKAB2
PRKAB2	CREB3L1
SDCBP	QARS
QARS	TRAF2
TRAF2	CREB5
GRIP1	HDAC1
HDAC1	E2F4
SDCBP	MID2
MID2	BRCA1
TRIM32	RXRA
GRIP1	PPARG
GRIA3	SDCBP
GRIA3	GRIP1
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
RXRA	ILK
RXRA	SCD5
RXRB	ILK
RXRB	SCD5
RXRG	ILK
RXRG	SCD5
E2F4	PCNA
BRCA1	PCNA
TP53	PCNA
ATF2	TNF
TP53	TYMS
