ACHE	COL1A1
COL1A1	UBL4A
UBL4A	RAB1A
RAB1A	CREB1
COL1A1	IGFBP3
IGFBP3	IGF1R
IGF1R	TP53
IGFBP3	FN1
FN1	SMAD4
SMAD4	ATF2
FN1	TRIB3
TRIB3	ATF4
COL1A1	ITGB1
ITGB1	RANBP9
RANBP9	COPS5
COPS5	CREB3
ITGB1	SEL1L
SEL1L	ERLEC1
ERLEC1	ATF6B
FN1	ELAVL1
ELAVL1	CREB3L2
UBL4A	PGRMC1
PGRMC1	CREB3L1
COL1A1	PDGFB
PDGFB	MDFI
MDFI	CREB5
FN1	RBL1
RBL1	E2F4
COL1A1	P4HB
P4HB	PSMD9
PSMD9	BRCA1
UBL4A	NCL
NCL	SP1
IGF1R	CSK
CSK	JUN
COL1A1	SPARC
SPARC	XRCC6
XRCC6	CREBBP
IGFBP3	CD44
CD44	EP300
ITGB1	GNB2L1
GNB2L1	HIF1A
UBL4A	HSP90AA1
HSP90AA1	ARNT
TP53	ETS1
CD44	STAT3
ITGB1	PTK2
PTK2	STAT1
UBL4A	NPM1
NPM1	TFAP2A
FN1	UBE2L3
UBE2L3	FOS
COL1A1	MMP2
MMP2	TGFB1
TGFB1	SMAD3
IGF1R	MDM2
MDM2	JUND
NPM1	JUNB
PTK2	SAE1
SAE1	ETV4
EP300	USF2
HTR2A	CBL
CBL	ABL1
ABL1	CREB1
CBL	YWHAZ
YWHAZ	TP53
CBL	SMAD3
SMAD3	ATF2
CBL	GRB2
GRB2	EP300
EP300	ATF4
CBL	CTNNB1
CTNNB1	COPS5
GRB2	RBM33
RBM33	ATF6B
CTNNB1	ELAVL1
CBL	MAPK14
MAPK14	DDIT3
DDIT3	CREB3L1
GRB2	KRT15
KRT15	CREB5
SMAD3	E2F4
CTNNB1	BRCA1
CTNNB1	SP1
SMAD3	JUN
CTNNB1	CREBBP
CTNNB1	HIF1A
EP300	ARNT
EP300	ETS1
CBL	EGFR
EGFR	STAT3
EGFR	STAT1
EP300	TFAP2A
SMAD3	SMAD4
SMAD3	FOS
SMAD3	JUND
SMAD3	JUNB
GRB2	HTT
HTT	ETV4
GLI3	WNT4
TCF7	CCND1
TCF7L2	CCND1
TCF7L1	MYC
ESR1	TRPV5
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
MAPK8	JUN
CREBBP	ANGPT4
EP300	ANGPT4
HIF1A	ANGPT4
MAPK1	CDK4
USF1	APOC3
USF2	APOC3
USF2	CALCA
NFIC	GH2
POU2F2	HLA-DRA
ATF2	HLA-E
POU5F1	HMGB2
SP1	KRT5
TFAP2A	KRT5
SP1	LCAT
SP3	LCAT
ETS1	LCK
ATF1	LDHA
CREB1	LDHA
SP1	LDHA
CREM	LDHC
EGR1	LHB
SP3	LHB
PPARA	LIPA
PPARD	LIPA
CEBPE	MYB
EGR1	MYB
EGR1	TFPI2
POU2F1	VWF
SMAD4	ZFP36
