GABRA1	PRKCD
PRKCD	TP53
PRKCD	STAT3
STAT3	HIF1A
PRKCD	SP1
STAT3	JUN
PRKCD	ELAVL1
ELAVL1	CEBPA
PRKCD	INSR
INSR	IRF7
STAT3	IL1RAP
IL1RAP	MYD88
PRKCD	EP300
EP300	TFAP2A
EP300	CREB1
EP300	PPARG
EP300	RXRA
PRKCD	APP
APP	AKAP13
AKAP13	RXRB
PPARG	RXRG
STAT3	PML
PML	SPI1
PRKCD	HSP90AA1
HSP90AA1	NFIC
EP300	CREBBP
EP300	ARNT
EP300	ETS1
EP300	FOS
PRKCD	HSPA4
HSPA4	ERG
EP300	FOXO1
EP300	FOXO3
HSP90AA1	PPARA
PRKCD	VHL
VHL	GLI1
STAT3	HDAC1
HDAC1	GLI2
PRKCD	GSK3A
GSK3A	GLI3
EP300	VDR
STAT3	MAPK1
PRKCD	SNCA
SNCA	MAPK3
APP	MYC
STAT3	COPS5
COPS5	CREB3
ELAVL1	CREB3L2
EP300	DDIT3
DDIT3	CREB3L1
EP300	BRCA1
BRCA1	CREB5
EP300	TP63
TP63	ETV4
EP300	ESR1
EP300	SP3
EP300	EPAS1
SP1	POU2F1
EP300	ATF2
EP300	PAX6
PML	E2F4
EP300	ATF4
STAT3	NFKB1
APP	HMGA1
HMGA1	POU2F2
HSP90AA1	PPARD
PRKCD	FLI1
EP300	ARNTL
EP300	NPAS2
EP300	CLOCK
EP300	NEUROD1
HDAC1	NKX2-2
EP300	EGR1
STAT3	RELA
HSP90AA1	NR3C2
EP300	ETS2
EP300	RARA
EP300	NR1H4
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
TP53	SP1
ZCCHC10	PIN1
PIN1	JUN
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
TRAF6	IRF7
TRAF6	MYD88
TP53	TFAP2A
TP53	CREB1
PIN1	PPARG
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	RXRA
SDCBP2	C1orf35
C1orf35	APP
TIFA	IRAK1
IRAK1	CUL1
CUL1	RXRG
PRPF40A	NONO
NONO	SPI1
TRAF6	SMURF1
SMURF1	NFIC
TP53	CREBBP
TP53	EP300
HIF1A	ARNT
TP53	ETS1
UBE2I	FOS
SDCBP2	SEC23A
SEC23A	HSPA4
SEC23A	STUB1
STUB1	FOXO1
TRAF6	AKT1
AKT1	FOXO3
UBE2I	PPARA
TRAF6	ITCH
ITCH	GLI1
BEND7	TRIM27
TRIM27	HDAC1
TRAF6	KRAS
KRAS	GLI3
TP53	VDR
TP53	MAPK1
TP53	MAPK3
IRAK1	EMD
EMD	CREB3
PRPF40A	HNRNPK
HNRNPK	ELAVL1
PRPF40A	UBQLN4
UBQLN4	RUNX1T1
RUNX1T1	CREB3L1
TRAF6	TRAF2
TRAF2	CREB5
PRPF40A	HTT
HTT	ETV4
TP53	ESR1
PRPF40A	SFPQ
SFPQ	SP3
PRPF40A	TERF2IP
TERF2IP	EPAS1
PRPF40A	XRCC6
XRCC6	POU2F1
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	ATF2
CEBPA	E2F4
IRAK1	BTRC
BTRC	ATF4
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
XRCC6	POU2F2
IRAK1	HSP90AA1
PRPF40A	PIAS1
PIAS1	FLI1
HSP90AA1	ARNTL
SDCBP2	PRPF38A
PRPF38A	CSNK2B
CSNK2B	NPAS2
CSNK2B	CLOCK
TP53	EGR1
TP53	RELA
TP53	ETS2
PIN1	RARA
TRAF6	CASP8
CASP8	NR1H4
GABRA4	APP
APP	MAPK8
MAPK8	TP53
APP	MCM7
MCM7	HIF1A
MAPK8	SP1
MAPK8	JUN
MAPK8	CEBPA
APP	PSEN2
PSEN2	TRAF6
APP	TIRAP
TIRAP	MYD88
MYC	TFAP2A
APP	KAT5
KAT5	CREB1
APP	RFX5
RFX5	PPARG
APP	GSK3B
GSK3B	RXRA
MAPK8	NR4A1
NR4A1	RXRG
MAPK8	SPI1
PSEN2	ELAVL1
ELAVL1	NFIC
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
ELAVL1	ARNT
APP	MAPK7
MAPK7	ETS1
MAPK7	FOS
APP	HSPA8
HSPA8	ERG
APP	STUB1
MYC	FOXO3
AKAP13	PPARA
MYC	GLI1
APP	APBB1
APBB1	HDAC1
HDAC1	GLI3
MYC	VDR
APP	SNCA
SNCA	MAPK1
APP	EEF1D
EEF1D	HCFC1
HCFC1	CREB3
APP	CUL3
CUL3	PGRMC1
PGRMC1	CREB3L1
MAPK8	TRAF2
HSPA8	HTT
APP	DDX54
DDX54	ESR1
EEF1D	RELA
RELA	SP3
MCM7	EPAS1
HSPA8	POU2F1
HCFC1	E2F4
PSEN2	APH1A
APH1A	ATF4
GSK3B	NFKB1
MAPK8	CTNNB1
CTNNB1	PPARD
APP	ELK1
ELK1	FLI1
APP	WDR5
WDR5	ARNTL
APP	CSNK1E
CSNK1E	CLOCK
APP	HGS
HGS	MAP3K10
MAP3K10	NEUROD1
RELA	EGR1
APP	C9orf41
C9orf41	NR3C2
DDX54	NR3C1
NR3C1	ETS2
APP	PHF8
PHF8	RARA
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	PSMA7
PSMA7	HIF1A
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	CASP9
CASP9	JUN
NOD1	UBC
UBC	C1QBP
TP53	IRF7
UBC	HDAC6
HDAC6	MYD88
UBC	SFPQ
SFPQ	PPARG
NOD1	CASP2
CASP2	RXRA
HSP90AA1	NR3C1
NR3C1	RXRB
UBC	CUL1
UBC	ARF1
ARF1	SPI1
HSP90AA1	ARNT
UBC	ABL1
ABL1	FOS
UBC	DNAJA1
DNAJA1	ERG
UBC	FHL2
FHL2	FOXO1
UBC	BTRC
BTRC	FOXO3
NOD1	CFLAR
CFLAR	ITCH
TP53	HDAC1
HSP90AA1	FBXW11
FBXW11	GLI3
NOD1	CASP8
CASP8	MAPK1
HSP90AA1	MYC
UBC	EMD
UBC	PSMB5
PSMB5	RND1
RND1	CREB3L2
UBC	VDAC1
VDAC1	TSPO
TSPO	CREB3L1
RNF34	TRIM23
TRIM23	CREB5
UBC	UBA2
UBA2	ETV4
HSP90AA1	ESR1
UBC	E2F1
E2F1	SP3
HSP90AA1	EPAS1
UBC	BRCA1
BRCA1	POU2F1
UBC	CUL3
CUL3	ATF2
CFLAR	SMAD3
SMAD3	PAX6
BRCA1	E2F4
NOD1	COPS6
COPS6	NFKB1
CFLAR	XRCC6
BRCA1	FLI1
HSP90AA1	NPAS2
UBC	PPP1CB
PPP1CB	CLOCK
E2F1	RARA
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	TP53
TRAK2	PRKAB2
PRKAB2	GNB2L1
GNB2L1	HIF1A
PRKAB2	CRX
CRX	SP1
GSK3B	JUN
PRKAB2	YY1AP1
YY1AP1	CEBPA
GSK3B	SMAD3
SMAD3	IRF7
