GABRA1	PRKCD
PRKCD	STAT3
STAT3	HIF1A
PRKCD	TP53
PRKCD	EP300
EP300	FOXO3
EP300	CREBBP
EP300	ARNT
PRKCD	HSP90AA1
HSP90AA1	PPARA
EP300	RXRA
PRKCD	APP
APP	AKAP13
AKAP13	RXRB
EP300	PPARG
PPARG	RXRG
STAT3	JUN
GABRA3	SDCBP2
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
SDCBP2	ZCCHC10
ZCCHC10	TP53
TRAF6	AKT1
AKT1	FOXO3
TP53	CREBBP
TP53	EP300
HIF1A	ARNT
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	PPARA
UBE2I	RXRA
SDCBP2	C1orf35
C1orf35	APP
TIFA	IRAK1
IRAK1	CUL1
CUL1	RXRG
ZCCHC10	PIN1
PIN1	JUN
GABRA4	APP
APP	MCM7
MCM7	HIF1A
APP	MAPK8
MAPK8	TP53
APP	MYC
MYC	FOXO3
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
AKAP13	PPARA
APP	GSK3B
GSK3B	RXRA
MAPK8	NR4A1
NR4A1	RXRG
MAPK8	JUN
GABRB1	NOD1
NOD1	PSMA7
PSMA7	HIF1A
NOD1	RNF34
RNF34	TP53
NOD1	UBC
UBC	BTRC
BTRC	FOXO3
NOD1	HSP90AA1
HSP90AA1	ARNT
NOD1	CASP2
CASP2	RXRA
HSP90AA1	NR3C1
NR3C1	RXRB
UBC	CUL1
NOD1	CASP9
CASP9	JUN
GABRB2	TRAK2
TRAK2	PRKAB2
PRKAB2	GNB2L1
GNB2L1	HIF1A
TRAK2	GSK3B
GSK3B	TP53
GSK3B	CTNNB1
CTNNB1	FOXO3
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	PIAS2
PIAS2	ARNT
GSK3B	RELA
RELA	PPARA
TRAK2	KLC1
KLC1	APP
PRKAB2	MDFI
MDFI	NR1H2
NR1H2	RXRG
GSK3B	JUN
GABRB3	MEOX2
MEOX2	RELA
RELA	HIF1A
RELA	TP53
MEOX2	IKBKB
IKBKB	FOXO3
RELA	CREBBP
GABRB3	PRKCA
PRKCA	EP300
GABRB3	PRKACA
PRKACA	HSP90AA1
RELA	RXRA
MEOX2	RARB
RARB	RXRB
RARB	RXRG
RELA	JUN
GABRD	UBQLN1
UBQLN1	RAD23B
RAD23B	HIF1A
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	APP
RAD23A	CREBBP
UBQLN1	GAPDH
GAPDH	EP300
UBQLN1	C1QTNF2
C1QTNF2	ARNT
UBQLN1	UBQLN4
UBQLN4	RXRA
UBQLN1	UBE3A
UBE3A	RARA
RARA	RXRG
UBQLN1	HCVgp1
HCVgp1	JUN
GABRE	HLA-A
HLA-A	STAT3
GABRE	CUX1
CUX1	EHMT2
EHMT2	TP53
GABRE	GP1BB
GP1BB	YWHAZ
YWHAZ	FOXO3
GP1BB	LYN
LYN	CREBBP
CUX1	SATB1
SATB1	EP300
SATB1	PML
PML	ARNT
SATB1	UBE2I
GABRE	LSR
LSR	RARG
RARG	RXRA
RARG	RXRB
RARG	RXRG
GABRG2	GABARAP
GABARAP	SQSTM1
SQSTM1	HIF1A
GABARAP	DVL2
DVL2	TP53
GABARAP	GBAS
GBAS	FOXO3
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	CREBBP
GABARAP	ATG7
ATG7	EP300
ATG7	SIRT1
SIRT1	PPARA
NEDD4	SRC
SRC	RXRA
NEDD4	PPARG
PPARG	RXRB
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
TNFSF11	EEF1A1
EEF1A1	GNB2L1
TNFSF11	SRC
SRC	TP53
EEF1A1	MDM2
MDM2	FOXO3
SRC	CREBBP
EEF1A1	DDX17
DDX17	EP300
EEF1A1	HSP90AA1
TNFSF11	MED24
MED24	PPARA
TNFSF11	EZH2
EZH2	PPARG
MDM2	JUN
JUN	GRIA2
TP53	CDKN1B
CREBBP	CDKN1B
EP300	CDKN1B
HIF1A	CDKN1B
ARNT	CDKN1B
FOXO3	CDKN1B
PPARA	FABP1
PPARA	HMGCS2
RXRA	FABP1
RXRA	HMGCS2
RXRB	FABP1
RXRB	HMGCS2
RXRG	FABP1
RXRG	HMGCS2
HIF1A	MDK
JUN	SPP1
JUN	TXN
