HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	SMAD3
SMAD3	JUN
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	YWHAZ
YWHAZ	TP53
SMAD3	FOS
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	FLNA
FLNA	RBM39
RBM39	JUN
FLNA	REL
REL	NFKB1
REL	RELA
FLNA	RANBP2
RANBP2	TP53
FLNA	LMNA
LMNA	PML
PML	FOS
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
S1PR1	TRIP6
TRIP6	CREB5
CREB5	JUN
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
TRIP6	UBE2C
UBE2C	RELA
TRIP6	PTK2
PTK2	TP53
HTR1B	MDFI
MDFI	VHL
VHL	SP1
MDFI	PIN1
PIN1	JUN
MDFI	KAT5
KAT5	EP300
EP300	NFKB1
KAT5	RELA
KAT5	TP53
EP300	FOS
HTR1D	HTR1B
HTR1D	S1PR1
HTR1E	PSMC4
PSMC4	PSMC5
PSMC5	SP1
HTR1E	MEOX2
MEOX2	RELA
RELA	JUN
PSMC4	PSMD10
PSMD10	NFKB1
HTR1E	PSMC3
PSMC3	TP53
RELA	FOS
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
HTR2C	DLG4
DLG4	MDM2
MDM2	JUN
CALM1	DCUN1D1
DCUN1D1	NFKB1
MDM2	RELA
DLG4	ERBB4
ERBB4	TP53
DLG4	KCNA4
KCNA4	SIRT1
SIRT1	FOS
HTR6	CLTC
CLTC	EP300
EP300	SP1
HTR6	COPS5
COPS5	JUN
COPS5	NFKB1
HTR6	ATM
ATM	RELA
ATM	TP53
HTR7	CUL3
CUL3	CTNNB1
CUL3	ATF2
ATF2	JUN
CUL3	NFKB1
CUL3	KPNA2
KPNA2	RELA
CUL3	YWHAZ
ATF2	FOS
DRD1	RANBP9
RANBP9	ESR1
RANBP9	NR3C1
NR3C1	JUN
NR3C1	NFKB1
ESR1	RELA
ESR1	TP53
RANBP9	UBE2I
UBE2I	FOS
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	SP1
DRD5	GNA13
GNA13	PTK2B
PTK2B	VAV1
VAV1	JUN
GNA13	MAP3K5
MAP3K5	EP300
EP300	RELA
HSP90AA1	TP53
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	SP1
DRD3	EPB41L1
EPB41L1	COPS5
GIPC1	OGT
OGT	RELA
COPS5	TP53
DRD4	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	MAP2K4
MAP2K4	JUN
ARRB2	NFKBIA
NFKBIA	NFKB1
DRD4	STUB1
STUB1	RELA
STUB1	TP53
ARRB2	POLR2E
POLR2E	FOS
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	AP1G1
AP1G1	JUN
AP2M1	CLTC
AP2M1	HSPA8
AP2M1	BCR
BCR	TP53
ADRA2A	UCHL1
UCHL1	CTNNB1
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	JUN
UCHL1	COPS5
GNAI2	NPM1
NPM1	RELA
UCHL1	TP53
UCHL1	UBE2I
ADRA2B	UCHL1
UBE2I	JUN
TP53	RELA
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	TXN
TXN	NFKB1
NFKB1	SP1
GPRASP2	AP1G1
GPRASP2	AGO1
AGO1	RELA
TXN	TP53
JUN	FOS
CHRM2	SET
SET	TP53
TP53	SP1
SET	NR3C1
SET	CCNB1
CCNB1	RELA
CHRM2	Set
Set	Csnk1e
Csnk1e	NACA
NACA	FOS
CHRM3	SET
SET	APP
APP	MAPK7
MAPK7	FOS
CREBBP	MITF
PIK3R5	AKT1
PIK3CD	PDPK1
RBPJ	HES5
TP53	BAX
MAPK1	IL18
MAPK1	NOS2
ETS2	CDK1
ETS1	CDKN1A
FLI1	CDKN1A
CREB1	ERBB2
TFAP2A	ERBB2
