ACHE	COL1A1
COL1A1	UBL4A
UBL4A	NCL
NCL	SP1
COL1A1	IGFBP3
IGFBP3	IGF1R
IGF1R	TP53
TP53	EGR1
UBL4A	TXN
TXN	NFKB1
UBL4A	KPNA2
KPNA2	RELA
IGF1R	CSK
CSK	JUN
TP53	ETS1
UBL4A	NPM1
NPM1	TFAP2A
COL1A1	ITGB1
ITGB1	GNB2L1
GNB2L1	HIF1A
ITGB1	PRKCA
PRKCA	PPARG
COL1A1	SPARC
SPARC	XRCC6
XRCC6	CREBBP
IGFBP3	CD44
CD44	EP300
UBL4A	HSP90AA1
HSP90AA1	ARNT
UBL4A	HNRNPK
HNRNPK	CEBPB
IGF1R	RUVBL1
RUVBL1	LEF1
UBL4A	RPS27A
RPS27A	DAZAP2
DAZAP2	TCF7
COL1A1	NID1
NID1	FBLN1
FBLN1	TCF7L2
ITGB1	ILK
ILK	CTNNB1
CTNNB1	TCF7L1
EP300	USF2
COL1A1	MMP2
MMP2	TGFB1
TGFB1	SMAD2
SMAD2	RARB
IGF1R	ESR1
ESR1	SP3
UBL4A	RAB1A
RAB1A	CREB1
UBL4A	C1QBP
C1QBP	CEBPA
ITGB1	TUBA1A
TUBA1A	MYC
ITGB1	PTK2
PTK2	STAT1
CD44	STAT3
IGFBP3	FN1
FN1	CSNK2A1
CSNK2A1	ATF1
FN1	RBL1
RBL1	E2F4
FN1	SMAD4
SMAD4	ATF2
FN1	UBE2L3
UBE2L3	FOS
IGF1R	MDM2
MDM2	HNF4A
UBL4A	HUWE1
HUWE1	gag-pol
gag-pol	NFAT5
UBL4A	OGT
OGT	NFATC1
FN1	ENO1
ENO1	NFATC3
FN1	YWHAZ
YWHAZ	NFATC4
TP53	ETS2
COL1A1	P4HB
P4HB	UCHL3
UCHL3	YAP1
P4HB	VCP
VCP	NFKB2
UBL4A	SMN1
SMN1	RXRA
FN1	RARA
RARA	RXRB
RARA	RXRG
NPM1	EPAS1
HSP90AA1	PPARA
UBL4A	APP
APP	ELK1
UBL4A	PHB
PHB	E2F1
PTK2	SAE1
SAE1	ETV4
ITGB1	NME1
NME1	GATA1
GATA1	FLI1
HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	GRB2
GRB2	EP300
EP300	EGR1
CBL	YWHAZ
YWHAZ	TP53
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
CBL	SMAD3
SMAD3	JUN
EP300	ETS1
EP300	TFAP2A
CTNNB1	HIF1A
CTNNB1	PPARG
CTNNB1	CREBBP
EP300	ARNT
SMAD3	CEBPB
CTNNB1	LEF1
CBL	UBC
UBC	DAZAP2
CTNNB1	TCF7L2
SMAD3	NCOA1
NCOA1	RARB
EP300	SP3
CBL	ABL1
ABL1	CREB1
SMAD3	CEBPA
CBL	MAPK8
MAPK8	MYC
CBL	EGFR
EGFR	STAT1
EGFR	STAT3
HTR2A	DLG4
DLG4	CACNG2
CACNG2	ATF1
SMAD3	E2F4
SMAD3	ATF2
SMAD3	FOS
CTNNB1	HNF4A
EP300	gag-pol
CBL	YWHAQ
YWHAQ	NFATC1
MAPK8	NFATC3
EP300	ETS2
SMAD3	YAP1
GRB2	TSG101
TSG101	NFKB2
CBL	SRC
SRC	RXRA
PPARG	RXRB
PPARG	RXRG
SMAD3	EPAS1
GRB2	HSP90AA1
MAPK8	ELK1
YWHAQ	E2F1
GRB2	HTT
HTT	ETV4
CTNNB1	BRCA1
BRCA1	FLI1
STAT5A	BCL2L1
CREB1	PER3
ARNTL	CRY2
ARNTL	RORB
ELK1	CCND1
EP300	FASLG
MAPK8	SMAD4
CREB3L2	PCNA
CREBBP	FLT1
CREBBP	PDK1
CREBBP	SLC2A1
EP300	FLT1
EP300	PDK1
EP300	SLC2A1
HIF1A	FLT1
HIF1A	PDK1
HIF1A	TIMP1
HIF1A	HKDC1
ARNT	ENO3
ARNT	TEK
ARNT	VEGFC
YAP1	AFP
SMAD3	SERPINE1
SOS2	SPRY2
SOS2	SPRED1
STAT4	SOCS5
STAT5A	SOCS4
STAT5A	SOCS5
STAT5B	SOCS3
STAT5B	SOCS5
PAX6	PDX1
CREBBP	MITF
LEF1	MITF
NFKB1	CXCL2
NFKB1	NFKBIA
NFKB1	TNFAIP3
NFKB1	CCL4L1
RELA	NFKB2
RELB	TNFSF13B
PIK3R5	PDPK1
PIK3CG	AKT2
PIK3R3	AKT2
TP53	SESN1
ETS1	IL8
CREB3	MCL1
CREB1	BCL2
PPARA	SLC27A1
PPARA	ACOX1
PPARG	ACSL5
PPARG	UCP1
RXRA	ACSL6
RXRB	PCK1
CREB1	HLA-DRA
CREB1	HLA-DRB1
CREB1	HLA-DRB3
CREB1	HLA-DRB4
CREB1	HLA-DRB5
MAPK14	IL1B
MAPK14	IL6
MAPK14	IL18
MAPK14	NOS2
MYD88	IFNA1
MYD88	IFNA2
MYD88	IFNA6
NFYA	HLA-DQA2
NFYB	HLA-DMA
NFYB	HLA-DMB
NFYB	HLA-DOA
NFYB	HLA-DPA1
NFYB	HLA-DPB1
NFYB	HLA-DQA1
NFYB	HLA-DQA2
NFYB	HLA-DQB1
NFYB	HLA-DRA
MAPK1	IL1B
MAPK1	IL6
MAPK1	IL12A
MAPK3	IL6
MAPK3	NOS2
MAPK13	IL1B
MAPK13	IL6
MAPK13	IL12A
RFX5	HLA-DMA
RFX5	HLA-DMB
RFX5	HLA-DQA1
RFX5	HLA-DQB1
RFX5	HLA-DRA
RFX5	HLA-DRB1
RFXAP	LOC100507714
RFXAP	HLA-DMA
RFXAP	HLA-DMB
CREB3	AQP2
LEF1	ADA
RARA	AKR1B1
RELA	AKR1B1
SP1	AKR1B1
POU2F1	AKR1C3
CREB1	AQP3
CREB1	ATP1A1
USF1	CCND1
POU2F1	CD79A
POU2F2	CD79A
ETS1	CD79B
POU2F1	CD79B
ETS1	COX4I1
SP1	COX4I1
RARA	CRABP2
NFKB1	CSF3
RELA	CSF3
ETS1	CSNK2A1
NFIC	CSNK2A1
REL	CSRP1
STAT3	CSRP1
SP1	CTGF
SP3	CTSB
E2F4	DHFR
ATF2	IFNG
CEBPB	IGF2
EGR1	IGF2
