HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	SMAD3
SMAD3	JUN
CBL	YWHAZ
YWHAZ	TP53
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
DRD2	FLNA
FLNA	RBM39
RBM39	JUN
FLNA	RANBP2
RANBP2	TP53
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	SP1
DRD3	EPB41L1
EPB41L1	COPS5
COPS5	JUN
COPS5	TP53
DRD4	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	MAP2K4
MAP2K4	JUN
DRD4	STUB1
STUB1	TP53
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	AP1G1
AP1G1	JUN
AP2M1	BCR
BCR	TP53
HTR1D	HTR1B
HTR1B	MDFI
MDFI	VHL
VHL	SP1
MDFI	PIN1
PIN1	JUN
MDFI	KAT5
KAT5	TP53
ADRA2A	UCHL1
UCHL1	CTNNB1
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	JUN
UCHL1	TP53
ADRA2B	UCHL1
UCHL1	UBE2I
UBE2I	JUN
ADRA2C	UCHL1
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
HTR2C	DLG4
DLG4	MDM2
MDM2	JUN
DLG4	ERBB4
ERBB4	TP53
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
S1PR1	TRIP6
TRIP6	CREB5
CREB5	JUN
TRIP6	PTK2
PTK2	TP53
DRD1	RANBP9
RANBP9	ESR1
RANBP9	NR3C1
NR3C1	JUN
ESR1	TP53
TP53	RRM2
JUN	GJA1
SP1	GJA1
SP1	TAF7
