HTR2A	CBL
CBL	SMAD3
SMAD3	JUND
SMAD3	FOS
CBL	YWHAZ
YWHAZ	TP53
CBL	CTNNB1
CTNNB1	SP1
SMAD3	JUN
CBL	GRB2
GRB2	EP300
EP300	SP3
EP300	ETS1
SMAD3	ATF2
CTNNB1	CREBBP
CTNNB1	HIF1A
EP300	ARNT
CTNNB1	PPARG
CBL	EGFR
EGFR	STAT3
CTNNB1	ESR1
CTNNB1	BRCA1
BRCA1	FLI1
SMAD3	CEBPA
CBL	MAPK8
MAPK8	MYC
KCNH2	HSP90AA1
HSP90AA1	MDM2
MDM2	JUND
KCNH2	YWHAE
YWHAE	ABL1
ABL1	FOS
KCNH2	HSPA8
HSPA8	TP53
HSP90AA1	SP1
ABL1	JUN
HSPA8	ESR1
ESR1	SP3
TP53	ETS1
YWHAE	MAPK14
MAPK14	ATF2
YWHAE	FOXO3
FOXO3	CREBBP
YWHAE	TP53BP2
TP53BP2	EP300
HSP90AA1	HIF1A
HSP90AA1	ARNT
YWHAE	XPO1
XPO1	PPARG
HSP90AA1	STAT3
HSP90AA1	BRCA1
YWHAE	C1QBP
C1QBP	CEBPA
HSP90AA1	MYC
TP53	CDKN1A
CREBBP	CDKN1A
EP300	CDKN1A
HIF1A	CDKN1A
ARNT	CDKN1A
TP53	BAI1
MYC	CKS2
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUND	CDKN1A
PPARG	CDKN1A
SP1	CDKN1A
SP3	CDKN1A
STAT3	CDKN1A
SP1	MAT2B
SP3	MAT2B
FOS	NQO1
JUND	NQO1
