HTR2A	CBL
CLTC	EP300
HTR6	ATM
ATM	DAXX
DAXX	HSF1
HTR6	COPS5
ATM	TP53
ATM	HIF1A
EP300	SP1
EP300	CREBBP
COPS5	HSP90AA1
ATM	RELA
HTR7	CUL3
CUL3	RPA2
RPA2	STAT3
CUL3	NPM1
CUL3	SMARCA4
SMARCA4	HSF1
CUL3	ATF2
ATF2	JUN
CUL3	YWHAZ
CUL3	CTNNB1
CUL3	NFKB1
CUL3	RFWD2
RFWD2	JUND
CUL3	DAXX
DAXX	ETS1
CUL3	GRB2
CUL3	HSP90AA1
CUL3	KPNA2
KPNA2	RELA
ADRA1B	AP2M1
AP2M1	CLTC
EP300	STAT3
AP2M1	EPS15
EPS15	TFAP2A
AP2M1	EEF1A1
EEF1A1	CBS
CBS	HSF1
AP2M1	AP1G1
AP1G1	JUN
AP2M1	BCR
BCR	TP53
EP300	HIF1A
AP2M1	SFPQ
SFPQ	SP1
AP2M1	APC
APC	CREBBP
EEF1A1	HSP90AA1
AP2M1	HSPA8
ADRA2A	GNB1
GNB1	MTOR
ADRA2A	GNAI2
ADRA2A	UCHL1
UCHL1	UBE2I
GNAI2	ITCH
ITCH	JUN
UCHL1	TP53
UCHL1	CTNNB1
UCHL1	COPS5
CTNNB1	EP300
UCHL1	HSP90AA1
NPM1	RELA
ADRA2B	UCHL1
UBE2I	JUN
TP53	RELA
ADRA2C	UCHL1
CHRM1	GPRASP1
GPRASP1	OPRD1
OPRD1	SIAH1
SIAH1	STAT3
CHRM1	GPRASP2
GPRASP2	TXN
TXN	TP53
OPRD1	HSPA4
GPRASP2	AP1G1
HSPA4	HIF1A
TXN	NFKB1
TXN	COPS5
NFKB1	SP1
GPRASP2	RPS6KA5
RPS6KA5	CREBBP
RPS6KA5	EP300
GPRASP2	AP1M1
AP1M1	BRCA1
BRCA1	ARNT
GPRASP2	AGO2
AGO2	HSP90AA1
GPRASP2	AGO1
AGO1	RELA
CHRM2	SET
SET	NR3C1
NR3C1	STAT3
SET	TP53
CHRM2	GPRASP1
TP53	HIF1A
SET	APP
APP	MAPK8
MAPK8	JUND
TP53	SP1
NR3C1	CREBBP
SET	CCNB1
CCNB1	EP300
NR3C1	HSP90AA1
CCNB1	RELA
CHRM3	SET
CHRM3	CSNK1A1
CSNK1A1	HSPA4
CSNK1A1	MDM2
CSNK1A1	HSP90AA1
HTR2B	AGTR1
AGTR1	JAK2
JAK2	STAT3
AGTR1	ARRB2
AGTR1	MAPK1
MAPK1	HSF1
MAPK1	JUN
AGTR1	ZBTB16
ZBTB16	TP53
MAPK1	HIF1A
ZBTB16	EP300
MAPK1	CREBBP
JAK2	HSP90AA1
AGTR1	SETD7
SETD7	RELA
GABRA1	PRKCD
PRKCD	STAT3
PRKCD	EP300
PRKCD	STAT1
STAT3	JUN
PRKCD	TP53
STAT3	HIF1A
STAT3	NFKB1
PRKCD	SP1
PRKCD	HSP90AA1
STAT3	RELA
GABRA3	SDCBP2
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	STAT3
SDCBP2	ZCCHC10
ZCCHC10	TP53
SDCBP2	ZNF581
ZNF581	GOPC
GOPC	HSF1
ZCCHC10	PIN1
TRAF6	HIF1A
ZNF581	BANP
BANP	NFKB1
SDCBP2	SEC23A
SEC23A	TPM1
TPM1	JUND
TP53	CREBBP
TP53	EP300
TRAF6	SMURF1
GABRA4	APP
MAPK8	STAT3
MAPK8	JUN
MAPK8	TP53
APP	MCM7
APP	GSK3B
GSK3B	NFKB1
MAPK8	SP1
APP	MAPK7
MAPK7	ETS1
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
ELAVL1	NFIC
APP	EEF1D
EEF1D	RELA
GABRB1	NOD1
NOD1	HSP90AA1
NOD1	RNF34
RNF34	TP53
NOD1	CASP9
CASP9	JUN
NOD1	PSMA7
PSMA7	HIF1A
NOD1	COPS6
COPS6	NFKB1
NOD1	UBC
UBC	TPM1
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	BCL3
BCL3	STAT3
GSK3B	TP53
TRAK2	PLK1
PLK1	HSF1
GSK3B	JUN
TRAK2	PRKAB2
PRKAB2	GNB2L1
GNB2L1	HIF1A
GSK3B	SMAD3
PRKAB2	CRX
CRX	SP1
PRKAB2	REL
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	PIAS2
PIAS2	ARNT
GSK3B	HSP90AA1
GSK3B	RELA
GABRB3	MEOX2
GABRB3	PRKCA
PRKCA	EP300
GABRB3	PRKACA
PRKACA	HDAC1
HDAC1	HSF1
RELA	TP53
RELA	HIF1A
RELA	NFKB1
RELA	SP1
RELA	CREBBP
PRKACA	HSP90AA1
GABRD	UBQLN1
UBQLN1	MTOR
UBQLN1	EPS15
UBQLN1	UBE3A
UBE3A	HSF1
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	RAD23B
RAD23B	HIF1A
UBQLN1	APP
RAD23A	CREBBP
UBQLN1	GAPDH
GAPDH	EP300
UBQLN1	C1QTNF2
C1QTNF2	ARNT
UBQLN1	PSEN2
GABRE	HLA-A
HLA-A	STAT3
GABRE	FAM189B
FAM189B	HECW2
HECW2	TFAP2A
GABRE	ALG9
ALG9	SGF29
SGF29	HSF1
GABRE	CUX1
CUX1	EHMT2
EHMT2	TP53
ALG9	TPM1
CUX1	CCNA1
CCNA1	SP1
CUX1	SATB1
SATB1	EP300
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
SATB1	PML
PML	ARNT
CUX1	CDK7
CDK7	HSP90AA1
GABRG2	GABARAP
GABARAP	TBC1D15
TBC1D15	STAT3
GABARAP	NEDD4
NEDD4	PPARG
PPARG	TFAP2A
GABARAP	FKBP4
FKBP4	HSF1
GABARAP	TAX1BP1
TAX1BP1	ITCH
GABARAP	DVL2
DVL2	TP53
GABARAP	SQSTM1
SQSTM1	HIF1A
TAX1BP1	TNIP1
TNIP1	NFKB1
NEDD4	SMAD3
GABARAP	ATG7
ATG7	EP300
SMAD3	CREBBP
GABARAP	KEAP1
KEAP1	HSP90AA1
KEAP1	RELA
ADRB1	ARRB2
ARRB2	IGF1R
IGF1R	TP53
CAPN1	HIF1A
JUN	ETS1
ARRB2	HSPA5
HSPA5	EP300
ADRB1	ARRB1
ARRB1	HSP90AA1
ARRB2	PRMT5
PRMT5	RELA
ADRB2	STAT3
STAT3	EP300
ADRB2	HSPA1A
HSPA1A	HSF1
ADRB2	TSG101
TSG101	TP53
STAT3	SP1
ADRB2	REL
STAT3	PML
ADRB2	GRB2
ADRB3	SRC
SRC	STAT3
SRC	TP53
SRC	STAT1
SRC	MDM2
CREBBP	ETS1
SRC	GRB2
GLI3	WNT16
RBPJ	FCER2
CTNNB1	CCND2
CTNNB1	CCND3
MAPK10	SMAD4
RELA	IL6
CREBBP	PFKFB4
CREBBP	PFKL
EP300	PFKFB4
EP300	PFKL
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
FOXO1	PCK1
FOXO1	FBP2
PAX6	GCK
RFXAP	HLA-DQA2
RFXAP	HLA-DRA
RFXAP	HLA-DRB3
RFXAP	HLA-DRB5
MAPK12	IL1A
MAPK12	IL1B
LEF1	PPARD
RARA	AKR1B1
SP1	AKR1B1
POU2F1	AKR1C2
POU2F1	AKR1C3
E2F4	CAV1
SP1	CAV1
JUNB	IVL
JUN	TFF1
