HPGDS	ARRDC3
ARRDC3	ITCH
ITCH	TP53
ARRDC3	ARRB2
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	AKT1
AKT1	CREB1
ARRB2	MAPK1
MAPK1	SP1
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	NFKBIA
NFKBIA	ATF4
ARRB2	SFPQ
SFPQ	SP3
MAPK1	ATF2
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
ITCH	JUN
JUN	CREB3
ITCH	PTCH1
PTCH1	ATF6B
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	HSPA5
HSPA5	EP300
EP300	USF2
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ARRB2	YWHAQ
YWHAQ	E2F1
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	CSNK2A1
CSNK2A1	ATF1
NFKBIA	NFKB1
ARRB2	PRMT5
PRMT5	RELA
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	POLR2E
POLR2E	FOS
NEDD4	SMAD2
SMAD2	ETV4
ARRB2	MAP2K4
MAP2K4	MAPK8
MAPK8	PAX2
ARRB2	TRAF6
TRAF6	MYD88
ARRB2	CDK3
CDK3	PPARA
MAPK1	RXRA
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
TP53	ETS1
MAPK1	PAX5
NEDD4	ERBB3
ERBB3	EGR1
ARRB1	MAPK14
NEDD4	MAPKAPK3
MAPKAPK3	MAPK11
ARRB2	VCP
VCP	MAPK13
NFKBIA	NFKB2
TP53	CDKN1A
NPAS2	RORA
NPAS2	RORB
NPAS2	RORC
NPAS2	BHLHE41
NPAS2	BHLHE40
NPAS2	PER3
NPAS2	NR1D1
CLOCK	CRY1
CLOCK	CRY2
CLOCK	PER1
CLOCK	RORA
CLOCK	RORB
TCF7	MYC
TCF7	CCND1
TCF7L2	MYC
TCF7L2	CCND1
TCF7L1	BIRC5
TCF7L1	MYC
ESR1	ATP2B1
ESR1	TRPV5
MAPK14	IL8
JUN	CXCL1
RBPJL	FGR
RBPJL	MYC
RBPJ	FGR
RBPJ	MYC
TP53	MDM2
CTNNB1	CCND1
EP300	HK3
SOS1	SPRY1
SOS1	MYC
STAT5A	SOCS2
STAT6	CCND1
PAX6	PDX1
RELA	CCL4
RELB	CXCL12
PIK3R2	PDPK1
ETS1	VEGFB
FOS	VEGFB
NFKB1	CCND1
FOXO3	PCK1
CREB3L1	MCL1
PPARA	FADS2
PPARD	UCP1
RXRA	CPT1B
RXRA	ACSL3
NFYA	HLA-DOB
NFYA	HLA-DQA1
NFYA	HLA-DRB3
MAPK8	TNF
MAPK11	IL1A
MAPK9	IL23A
MAPK9	TNF
MAPK10	IL1A
RFX5	CD74
RFXAP	LOC100507709
RFXAP	LOC100507714
RFXAP	HLA-DMA
RFXAP	HLA-DMB
RFXAP	HLA-DOA
RFXANK	HLA-DRB1
RFXANK	HLA-DRB3
RFXANK	HLA-DRB4
FLI1	POLR2A
TP53	MKI67
TP53	APAF1
TP53	HSP90AB1
USF1	XRCC6
USF1	SERPINE1
BCL6	ADH6
SP1	ADH6
ATF3	ASNS
NFIC	C4BPB
TFAP2A	CALB2
ATF1	CALCA
CREB1	CALCA
POU2F1	CD79A
POU2F2	CD79A
ETS1	CD79B
POU2F1	CD79B
NFKB1	COL1A1
RELA	COL1A1
SP1	EGFR
CREB1	GSTP1
FOS	GSTP1
SP1	GYPC
NFIC	HBA2
POU2F2	HLA-DRA
POU5F1	HMGB2
FLI1	ID2
TAL1	ID2
NFKB1	IER3
ATF2	IFNG
CEBPD	IL1B
PPARG	LIPA
ETS1	MMP3
ETS2	MMP3
ETV4	MMP3
FLI1	MMP3
FOS	MMP3
JUN	MMP3
NFKB1	MMP3
RELA	MMP3
JUN	MMP7
FLI1	MMP9
CEBPE	MYB
EGR1	MYB
ETS1	TNF
JUN	TP53
NFIC	TP53
NFKB1	TP53
PAX2	TP53
PAX5	TP53
PAX8	TP53
TP53	TP53
USF1	TP53
WT1	TP53
SP1	TPI1
CREB1	TRH
STAT3	TRH
NFKB1	VWF
POU2F1	VWF
SMAD3	ZFP36
SMAD4	ZFP36
