HTR2A	CBL
CBL	SMAD3
SMAD3	RBL1
RBL1	TFDP2
CBL	YWHAQ
YWHAQ	E2F1
DRD2	FLNA
FLNA	LMNA
LMNA	RB1
RB1	TFDP2
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	E2F1
DRD1	RANBP9
RANBP9	ESR1
ESR1	E2F1
E2F1	TFDP2
DRD5	GNA13
GNA13	PTK2B
PTK2B	LYN
LYN	E2F6
E2F6	TFDP2
GNA13	MAP3K5
MAP3K5	EP300
EP300	E2F1
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
DRD3	USP48
USP48	UBC
UBC	E2F1
DRD4	ARRB2
ARRB2	YWHAQ
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	YWHAQ
HTR1B	MDFI
MDFI	KAT5
KAT5	RB1
KAT5	E2F1
HTR1D	HTR1B
HTR1E	PSMC3
PSMC3	E2F6
HTR1E	MEOX2
MEOX2	KAT5
HTR2C	DLG4
DLG4	MDM2
MDM2	RB1
MDM2	E2F1
HTR6	ATM
ATM	E2F1
HTR7	CUL3
CUL3	PCBD1
PCBD1	RBL2
RBL2	TFDP2
CUL3	YWHAQ
ADRA1B	AP2M1
AP2M1	BCR
BCR	RB1
AP2M1	UBC
ADRA2A	GNAI2
GNAI2	NUCB1
NUCB1	RBL1
ADRA2A	UCHL1
UCHL1	UBC
ADRA2B	UCHL1
UCHL1	UBE2I
UBE2I	RB1
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	RAF1
RAF1	RB1
GPRASP2	EIF3E
EIF3E	ATM
CHRM2	SET
SET	CCNB1
CCNB1	RB1
CHRM2	Set
Set	Mib2
Mib2	UBC
CHRM3	SET
CHRM3	CSNK1A1
CSNK1A1	MDM2
HTR2B	AGTR1
AGTR1	GNB2L1
GNB2L1	RB1
AGTR1	SETD7
SETD7	E2F1
GABRA1	PRKCD
PRKCD	STAT3
STAT3	RB1
PRKCD	EP300
GABRA3	SDCBP2
SDCBP2	BEND7
BEND7	TRIM27
TRIM27	RB1
SDCBP2	ZNF581
ZNF581	KDM1A
KDM1A	E2F1
GABRA4	APP
APP	MCM7
APP	KAT5
GABRB1	NOD1
NOD1	UBC
GABRB2	TRAK2
TRAK2	KLC1
KLC1	KRT31
KRT31	LIN37
LIN37	TFDP2
TRAK2	GSK3B
GSK3B	AR
AR	E2F1
GABRB3	MEOX2
GABRD	UBQLN1
UBQLN1	UBC
GABRE	CUX1
CUX1	CCNA1
CCNA1	RB1
CCNA1	E2F1
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD3
NEDD4	CUL1
CUL1	E2F1
ADRB1	ARRB2
ADRB2	STAT3
ADRB2	VHL
VHL	E2F1
ADRB3	SRC
SRC	STAT3
SRC	ESR1
GLI2	WNT6
GLI3	GLI1
SP1	SPN
ESR1	TFF1
