HTR2A	CBL
CBL	HSPA4
HSPA4	NFKB1
CBL	GRB2
GRB2	HSP90AA1
HSP90AA1	NFIC
CBL	HSPA8
HSPA8	RELA
DRD2	FLNA
FLNA	REL
REL	NFKB1
DRD2	CALM1
CALM1	HSP90AA1
REL	RELA
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
YWHAQ	SMURF1
SMURF1	NFIC
S1PR1	TRIP6
TRIP6	UBE2C
UBE2C	RELA
HTR1B	MDFI
MDFI	KAT5
KAT5	EP300
EP300	NFKB1
MDFI	VHL
VHL	HSP90AA1
KAT5	RELA
HTR1D	HTR1B
HTR1E	PSMC4
PSMC4	PSMD10
PSMD10	NFKB1
HTR1E	ATP5B
ATP5B	HSP90AA1
HTR1E	MEOX2
MEOX2	RELA
HTR2C	CALM1
CALM1	DCUN1D1
DCUN1D1	NFKB1
HTR2C	DLG4
DLG4	MDM2
MDM2	RELA
HTR6	COPS5
COPS5	NFKB1
COPS5	HSP90AA1
HTR6	ATM
ATM	RELA
HTR7	CUL3
CUL3	NFKB1
CUL3	HSP90AA1
CUL3	KPNA2
KPNA2	RELA
DRD1	RANBP9
RANBP9	NR3C1
NR3C1	NFKB1
RANBP9	ESR1
ESR1	SMURF1
ESR1	RELA
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
DRD5	GNA12
GNA12	HSP90AA1
EP300	RELA
DRD3	EPB41L1
EPB41L1	COPS5
EPB41L1	COPS3
COPS3	HSP90AA1
DRD3	GIPC1
GIPC1	OGT
OGT	RELA
DRD4	ARRB2
ARRB2	NFKBIA
NFKBIA	NFKB1
DRD4	GRB2
DRD4	STUB1
STUB1	RELA
ADRA1B	AP2M1
AP2M1	CLTC
CLTC	EP300
AP2M1	EEF1A1
EEF1A1	HSP90AA1
AP2M1	HSPA8
ADRA2A	UCHL1
UCHL1	COPS5
UCHL1	HSP90AA1
ADRA2A	GNAI2
GNAI2	NPM1
NPM1	RELA
ADRA2B	UCHL1
UCHL1	TP53
TP53	RELA
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	TXN
TXN	NFKB1
GPRASP2	AGO2
AGO2	HSP90AA1
GPRASP2	AGO1
AGO1	RELA
CHRM2	SET
SET	NR3C1
NR3C1	HSP90AA1
SET	CCNB1
CCNB1	RELA
CHRM3	SET
CHRM3	CSNK1A1
CSNK1A1	HSP90AA1
NFKB1	HIF1A
RELA	HIF1A
NFKB1	TRAF6
RELA	TRAF6
NFIC	VWF
NFKB1	VWF
