GABRA1	PRKCD
PRKCD	EP300
EP300	ZBTB17
PRKCD	TP53
TP53	PIAS2
PRKCD	SP1
ADRA2B	UCHL1
UCHL1	HSP90AA1
HSP90AA1	ZBTB17
UCHL1	UBE2I
UBE2I	PIAS2
UCHL1	CTNNB1
CTNNB1	SP1
GABRA3	SDCBP2
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	HSPB1
HSPB1	ZBTB17
SDCBP2	BEND7
BEND7	TRIM27
TRIM27	PIAS2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	SP1
GABRA4	APP
APP	MYC
MYC	ZBTB17
APP	MAPK8
MAPK8	PIAS2
MAPK8	SP1
GABRB1	NOD1
NOD1	HSP90AA1
NOD1	RNF34
RNF34	TP53
HSP90AA1	SP1
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	MYC
TRAK2	PRKAB2
PRKAB2	PIAS2
PRKAB2	CRX
CRX	SP1
GABRB3	PRKACA
PRKACA	HSP90AA1
GABRB3	MEOX2
MEOX2	PRKAB2
MEOX2	RELA
RELA	SP1
GABRD	UBQLN1
UBQLN1	APP
GABRE	CUX1
CUX1	BIN1
BIN1	MYC
GABRE	HLA-A
HLA-A	MAGEA4
MAGEA4	PIAS2
CUX1	CCNA1
CCNA1	SP1
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	MYCN
MYCN	ZBTB17
NEDD4	AKT1
AKT1	PIAS2
NEDD4	SMAD3
SMAD3	SP1
ZBTB17	CDKN2B
PIAS2	CDKN2B
SP1	CDKN2B
SP1	TPI1
