GABRA1	PRKCD
PRKCD	EP300
EP300	TFAP2A
PRKCD	TP53
PRKCD	APP
APP	MYC
PRKCD	STAT3
STAT3	PML
PML	E2F4
STAT3	RELA
STAT3	PGR
STAT3	NFKB1
PRKCD	SP1
EP300	CREB1
STAT3	JUN
STAT3	SMAD1
SMAD1	LEF1
PRKCD	ELAVL1
ELAVL1	DAZAP2
DAZAP2	TCF7
ELAVL1	TCF7L2
EP300	CTNNB1
CTNNB1	TCF7L1
EP300	ATF2
PRKCD	STAT1
EP300	USF2
PRKCD	YWHAG
YWHAG	YAP1
PRKCD	INSR
INSR	TEAD1
EP300	GOLGA2
GOLGA2	TEAD4
EP300	E2F1
E2F1	TEAD3
EP300	ATF4
STAT3	COPS5
COPS5	CREB3
TP53	NFYA
NFYA	ATF6B
ELAVL1	CREB3L2
EP300	DDIT3
DDIT3	CREB3L1
EP300	BRCA1
BRCA1	CREB5
EP300	SMAD3
SP1	POU2F1
STAT3	NFKB2
EP300	STAT5A
INSR	STAT5B
EP300	STAT2
STAT3	TRIM28
TRIM28	STAT4
STAT3	STAT6
EP300	ESR1
PRKCD	TNFRSF1A
TNFRSF1A	SOS1
STAT3	EGFR
EGFR	SOS2
APP	ELK1
PRKCD	HSP90AA1
HSP90AA1	NFIC
EP300	ETS1
EP300	KAT2B
KAT2B	PTF1A
PTF1A	RBPJL
PRKCD	HSPB1
HSPB1	RBPJ
HSP90AA1	PPARA
EP300	RXRA
APP	AKAP13
AKAP13	RXRB
EP300	PPARG
PPARG	RXRG
EP300	MYB
EP300	CREBBP
STAT3	HIF1A
EP300	ARNT
STAT3	HDAC1
HDAC1	CREM
BRCA1	ATF1
HSP90AA1	CEBPE
EP300	JUND
ELAVL1	CEBPA
EP300	SP3
EP300	CEBPB
STAT3	RB1
RB1	TFDP2
STAT3	DAXX
DAXX	RELB
APP	HMGA1
HMGA1	POU2F2
EP300	FOS
ELAVL1	E2F2
ELAVL1	E2F3
EP300	EGR1
PRKCD	FLI1
EP300	NFYB
ELAVL1	NFYC
APP	RFX5
TP53	NCL
NCL	RFXAP
PRKCD	HDAC5
HDAC5	RFXANK
EP300	MYBL2
EP300	REL
EP300	TP63
TP63	ETV4
TP53	TFDP1
PRKCD	HSPA4
HSPA4	JUP
TNFRSF1A	TNF
STAT3	NCOA1
NCOA1	RARB
EP300	SMAD4
EP300	MAX
EP300	JUNB
HSP90AA1	PPARD
STAT3	AR
ADRA2B	UCHL1
UCHL1	TP53
TP53	TFAP2A
UCHL1	CDK4
CDK4	MYC
UCHL1	CTNNB1
CTNNB1	BRCA1
BRCA1	E2F4
TP53	RELA
UCHL1	COPS5
COPS5	PGR
COPS5	NFKB1
CTNNB1	SP1
TP53	CREB1
UCHL1	UBE2I
UBE2I	JUN
CTNNB1	LEF1
UCHL1	UBC
UBC	DAZAP2
CTNNB1	TCF7L2
ADRA2B	EIF2B1
EIF2B1	HNRNPL
HNRNPL	HMGA1
HMGA1	ATF2
UCHL1	HSP90AA1
HSP90AA1	STAT3
UBE2I	STAT1
CTNNB1	EP300
EIF2B1	GCD2
GCD2	TSA1
TSA1	YAP1
CTNNB1	SOX2
SOX2	TEAD1
EIF2B1	GORASP2
GORASP2	GOLGA2
UBE2I	SUMO2
SUMO2	TEAD3
GORASP2	SHMT2
SHMT2	ATF4
UCHL1	CDK6
CDK6	ATF6B
CTNNB1	ELAVL1
COPS5	PGRMC1
PGRMC1	CREB3L1
TP53	SMAD3
UCHL1	HSPA8
HSPA8	POU2F1
CTNNB1	BTRC
BTRC	NFKB2
UBE2I	NR3C1
NR3C1	STAT5B
HSP90AA1	STAT2
UBE2I	TRIM28
TP53	STAT6
CTNNB1	ESR1
UCHL1	TNFRSF1A
ESR1	SOS2
UBE2I	ELK1
UBE2I	ETS1
CTNNB1	KAT2B
CTNNB1	SMARCA4
SMARCA4	RBPJ
UBE2I	PPARA
UBE2I	RXRA
CTNNB1	PPARG
PPARG	RXRB
UBE2I	MYB
CTNNB1	CREBBP
CTNNB1	HIF1A
HSP90AA1	ARNT
CREBBP	CREM
COPS5	JUND
CDK4	CEBPA
HNRNPL	SFPQ
SFPQ	SP3
HNRNPL	HNRNPK
HNRNPK	CEBPB
UBE2I	RB1
UCHL1	CDK1
CDK1	RELB
UBE2I	FOS
UBC	E2F1
SHMT2	E2F2
CTNNB1	HDAC1
HDAC1	E2F3
TP53	EGR1
BRCA1	FLI1
TP53	NFYB
CTNNB1	CDK2
CDK2	NFYC
GORASP2	APP
HNRNPL	NHP2L1
NHP2L1	RFXAP
SHMT2	RFXANK
GORASP2	MAP1LC3B
MAP1LC3B	MYBL2
UCHL1	PARK2
PARK2	REL
UBE2I	TP63
EIF2B1	WDYHV1
WDYHV1	JUP
UBE2I	NCOR2
NCOR2	RARB
COPS5	SMAD4
HSP90AA1	MAX
CTNNB1	PPARD
CTNNB1	AR
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
SDCBP2	C1orf35
C1orf35	APP
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
CEBPA	E2F4
ZCCHC10	RBM39
RBM39	PGR
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TP53	SP1
ZCCHC10	PIN1
PIN1	JUN
BEND7	TRIM27
TRIM27	PIAS4
PIAS4	LEF1
SDCBP2	PRPF40A
PRPF40A	UBQLN4
UBQLN4	DAZAP2
PRPF40A	UBE2I
UBE2I	TCF7L2
ZNF581	SUV39H1
SUV39H1	CTNNB1
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	ATF2
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	STAT3
TIFA	IRAK1
IRAK1	STAT1
TP53	EP300
PIN1	YAP1
TRIM27	TEAD4
TEAD4	TEAD1
C1QBP	PHB2
PHB2	TEAD3
IRAK1	BTRC
BTRC	ATF4
IRAK1	EMD
EMD	CREB3
TRIM27	NFYC
NFYC	ATF6B
PRPF40A	HNRNPK
HNRNPK	ELAVL1
UBQLN4	RUNX1T1
RUNX1T1	CREB3L1
TRAF6	TRAF2
TRAF2	CREB5
PRPF40A	XRCC6
XRCC6	POU2F1
SDCBP2	PRPF38A
PRPF38A	CSNK2B
CSNK2B	STAT5A
TRAF6	NTRK1
NTRK1	STAT5B
STAT1	STAT2
TRIM27	PIAS2
PIAS2	STAT4
ZCCHC10	EEF1A1
EEF1A1	STAT6
TP53	ESR1
NTRK1	SOS1
NTRK1	SOS2
TRAF6	SMURF1
SMURF1	NFIC
TP53	ETS1
TP53	KAT2B
ZNF581	KDM1A
KDM1A	RBPJ
IRAK1	CUL1
CUL1	RXRG
TRAF6	MYB
TP53	CREBBP
TRAF6	HIF1A
HIF1A	ARNT
TP53	BRCA1
TRIM27	HDAC1
PRPF40A	CSNK2A2
CSNK2A2	ATF1
PRPF40A	PIAS1
PIAS1	CEBPE
SDCBP2	SEC23A
SEC23A	TPM1
TPM1	JUND
PRPF40A	SFPQ
TRIM27	RB1
TRAF6	MALT1
MALT1	RELB
PIN1	PPARG
XRCC6	POU2F2
KDM1A	E2F1
RB1	E2F2
RB1	E2F3
PIAS1	FLI1
EEF1A1	NHP2L1
