HTR2A	CBL
CBL	EGFR
EGFR	STAT3
CBL	SMAD3
SMAD3	CEBPB
CBL	GRB2
GRB2	REL
CBL	CTNNB1
CTNNB1	CREBBP
GRB2	EP300
CTNNB1	HIF1A
EP300	ARNT
SMAD3	JUN
CTNNB1	SP1
CBL	YWHAQ
YWHAQ	E2F1
E2F1	SP4
CBL	YWHAZ
YWHAZ	TP53
CBL	HSPA4
HSPA4	NFKB1
CBL	MAPK8
MAPK8	MYC
SMAD3	ATF2
EP300	SP3
EP300	ETS1
SMAD3	CEBPA
SMAD3	FOS
CTNNB1	ESR1
CBL	ABL1
ABL1	CREB1
DRD2	PAWR
PAWR	STAT1
STAT1	STAT3
DRD2	CALM1
CALM1	ESR1
ESR1	CEBPB
DRD2	FLNA
FLNA	REL
REL	CREBBP
REL	EP300
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
CALM1	HSP90AA1
HSP90AA1	ARNT
FLNA	RBM39
RBM39	JUN
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
CDKN2A	E2F1
FLNA	RANBP2
RANBP2	TP53
REL	NFKB1
EPB41L1	APP
APP	MYC
FLNA	LMNA
LMNA	PML
PML	ATF2
ESR1	SP3
LMNA	KAT5
KAT5	CEBPA
PML	FOS
PPP1R9B	PPP1CA
PPP1CA	CREB1
TP53	CDKN1A
FOS	CCND1
JUN	CCND1
MYC	CCND1
CREBBP	CDKN1A
CREBBP	ALDOA
CREBBP	GAPDH
CREBBP	LTBR
EP300	CDKN1A
EP300	ALDOA
EP300	GAPDH
EP300	LTBR
HIF1A	CDKN1A
HIF1A	ALDOA
HIF1A	GAPDH
HIF1A	LTBR
ARNT	CDKN1A
ARNT	ALDOA
ARNT	GAPDH
ARNT	LTBR
STAT3	CCND1
ETS1	CCND1
NFKB1	CCND1
JUN	ALDOA
SP1	ALDOA
TP53	APCS
ATF2	CCND1
CREB1	CCND1
ESR1	CCND1
SP1	CCND1
SP3	CCND1
SP4	CCND1
TP53	CCND1
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
JUN	CDKN1A
SP1	CDKN1A
SP3	CDKN1A
STAT3	CDKN1A
CEBPB	CSRP1
REL	CSRP1
STAT3	CSRP1
CEBPA	F9
JUN	MAT2A
NFKB1	MAT2A
SP1	MAT2A
MYC	NME1
TP53	NME1
