GABRA1	PRKCD
PRKCD	TP53
PRKCD	EP300
EP300	FOS
PRKCD	SP1
EP300	TFAP2A
EP300	JUND
PRKCD	APP
APP	MYC
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	FOS
TP53	SP1
TP53	TFAP2A
SDCBP2	SEC23A
SEC23A	TPM1
TPM1	JUND
SDCBP2	C1orf35
C1orf35	APP
GABRA4	APP
APP	MAPK8
MAPK8	TP53
APP	MAPK7
MAPK7	FOS
MAPK8	SP1
MYC	TFAP2A
MAPK8	JUND
CHRNA4	YWHAH
YWHAH	YWHAZ
YWHAZ	TP53
YWHAH	ABL1
ABL1	FOS
YWHAZ	CTNNB1
CTNNB1	SP1
YWHAZ	RFWD2
RFWD2	JUND
YWHAH	PAK2
PAK2	MYC
CHRNA7	FYN
FYN	NR3C1
NR3C1	TP53
FYN	BCL3
BCL3	FOS
FYN	CTNNB1
BCL3	EP300
FYN	PRKCQ
PRKCQ	JUND
FYN	HSP90AA1
HSP90AA1	MYC
GRIA2	SDCBP
SDCBP	TRIM32
TRIM32	TP53
GRIA2	GRIP1
GRIP1	CREBBP
CREBBP	FOS
GRIP1	CTNNB1
SDCBP	KCTD1
KCTD1	TFAP2A
GRIP1	PPARG
PPARG	JUND
GRIA2	PICK1
PICK1	EFNB1
EFNB1	MYC
GRIK2	SDCBP
GRIK2	DLG3
DLG3	RPS6KA4
RPS6KA4	FOS
GRIK2	DLG1
DLG1	BTRC
BTRC	SP1
GRIK2	DLG4
DLG4	MDM2
MDM2	JUND
GRIK2	PICK1
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	UBC
UBC	ABL1
NOD1	HSP90AA1
HSP90AA1	SP1
UBC	TPM1
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	TP53
GSK3B	BCL3
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
GSK3B	SMAD3
SMAD3	JUND
GSK3B	MYC
GABRB3	MEOX2
MEOX2	RELA
RELA	TP53
RELA	FOS
RELA	SP1
GABRB3	PRKCA
PRKCA	EP300
MEOX2	KAT5
KAT5	MYC
GABRD	UBQLN1
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	APP
UBQLN1	EPS15
EPS15	TFAP2A
GABRE	CUX1
CUX1	EHMT2
EHMT2	TP53
GABRE	ALG9
ALG9	XBP1
XBP1	FOS
CUX1	CCNA1
CCNA1	SP1
GABRE	FAM189B
FAM189B	HECW2
HECW2	TFAP2A
ALG9	TPM1
CUX1	BIN1
BIN1	MYC
GABRG2	GABARAP
GABARAP	DVL2
DVL2	TP53
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	FOS
SMAD3	SP1
NEDD4	PPARG
PPARG	TFAP2A
NEDD4	YY1
YY1	MYC
MITF	TYRP1
MAPK3	IL12A
CREB1	CYP11A1
NFIC	CYP11A1
NFKB1	CYP11A1
CREB1	GH2
NFIC	GH2
TFAP2A	GH2
USF1	GH2
STAT4	IL2RA
MYB	MYB
