ACHE	COL1A1
COL1A1	UBL4A
UBL4A	APP
APP	ELK1
UBL4A	TXN
TXN	NFKB1
UBL4A	KPNA2
KPNA2	RELA
UBL4A	RAB1A
RAB1A	CREB1
UBL4A	HSP90AA1
HSP90AA1	NFIC
UBL4A	NPM1
NPM1	TFAP2A
COL1A1	SPARC
SPARC	XRCC6
XRCC6	POU2F1
COL1A1	IGFBP3
IGFBP3	IGF1R
IGF1R	RUVBL1
RUVBL1	LEF1
UBL4A	RPS27A
RPS27A	DAZAP2
DAZAP2	TCF7
COL1A1	NID1
NID1	FBLN1
FBLN1	TCF7L2
COL1A1	ITGB1
ITGB1	ILK
ILK	CTNNB1
CTNNB1	TCF7L1
COL1A1	P4HB
P4HB	UCHL3
UCHL3	YAP1
YAP1	TEAD1
ILK	TRIM27
TRIM27	TEAD4
UBL4A	PHB2
PHB2	TEAD3
UBL4A	NCL
NCL	SP1
XRCC6	CREBBP
IGFBP3	CD44
CD44	EP300
ITGB1	GNB2L1
GNB2L1	HIF1A
HSP90AA1	ARNT
IGF1R	CSK
CSK	JUN
COL1A1	RNH1
RNH1	PTGES3
PTGES3	NR3C2
IGFBP3	FN1
FN1	CSNK2A1
CSNK2A1	ATF1
IGF1R	TP53
TP53	ETS2
UBL4A	C1QBP
C1QBP	CEBPA
HSP90AA1	PPARA
CREB1	NPY
NR3C2	ATP1B1
NFKB1	BIRC2
RELA	BIRC2
ELK1	BIRC2
ELK1	CCND3
JUN	CCND3
CREBBP	ALDOA
CREBBP	GAPDH
CREBBP	HK1
EP300	ALDOA
EP300	GAPDH
EP300	HK1
HIF1A	ALDOA
HIF1A	GAPDH
HIF1A	HK1
ARNT	ALDOA
ARNT	GAPDH
ARNT	HK1
YAP1	BIRC2
YAP1	CCND3
LEF1	BIRC2
LEF1	CCND3
TCF7	BIRC2
TCF7	CCND3
TCF7L2	BIRC2
TCF7L2	CCND3
TEAD1	BIRC2
TEAD1	CCND3
TEAD4	BIRC2
TEAD4	CCND3
TEAD3	BIRC2
TEAD3	CCND3
TCF7L1	BIRC2
TCF7L1	CCND3
NFKB1	CXCL2
NFKB1	NFKBIA
RELA	CXCL2
RELA	NFKBIA
CEBPA	TWF2
CREB1	TWF2
ELK1	TWF2
ETS2	TWF2
NFKB1	AKR1B1
RELA	AKR1B1
SP1	AKR1B1
JUN	ALDOA
SP1	ALDOA
SP1	APEX1
ATF1	AQP3
CREB1	AQP3
NFIC	HSPA1A
TFAP2A	HSPA1A
PPARA	NFKBIA
CREB1	ODC1
SP1	ODC1
CREB1	POLD2
JUN	POLD2
NFIC	POLD2
TFAP2A	POLD2
CEBPA	PREB
TP53	PTTG1
JUN	TFPI2
NFIC	TFPI2
NFKB1	TFPI2
POU2F1	TFPI2
SP1	TFPI2
JUN	TXN
POU2F1	TXNRD1
