GABRA1	PRKCD
PRKCD	STAT3
PRKCD	HSP90AA1
HSP90AA1	NFIC
STAT3	NFKB1
STAT3	RELA
PRKCD	EP300
EP300	TFAP2A
PRKCD	SP1
EP300	CREBBP
STAT3	HIF1A
EP300	ARNT
EP300	REL
PRKCD	STAT1
PRKCD	YWHAG
YWHAG	YAP1
PRKCD	INSR
INSR	TEAD1
EP300	GOLGA2
GOLGA2	TEAD4
EP300	E2F1
E2F1	TEAD3
GABRA3	SDCBP2
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	STAT3
TRAF6	SMURF1
SMURF1	NFIC
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	RELA
TP53	TFAP2A
TP53	SP1
TP53	CREBBP
TP53	EP300
TRAF6	HIF1A
HIF1A	ARNT
SDCBP2	SEC23A
SEC23A	HSPA4
HSPA4	REL
TIFA	IRAK1
IRAK1	STAT1
ZCCHC10	PIN1
PIN1	YAP1
SDCBP2	BEND7
BEND7	TRIM27
TRIM27	TEAD4
TEAD4	TEAD1
BEND7	C1QBP
C1QBP	PHB2
PHB2	TEAD3
GABRA4	APP
APP	MAPK8
MAPK8	STAT3
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	NFIC
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
APP	MYC
MYC	TFAP2A
MAPK8	SP1
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	MCM7
MCM7	HIF1A
ELAVL1	ARNT
MAPK8	REL
APP	HDAC4
HDAC4	STAT1
APP	TAF6
TAF6	YAP1
APP	HGS
HGS	INSR
MCM7	TRIM27
APP	KAT5
KAT5	E2F1
GABRB1	NOD1
NOD1	HSP90AA1
HSP90AA1	STAT3
NOD1	COPS6
COPS6	NFKB1
NOD1	RNF34
RNF34	TP53
HSP90AA1	SP1
NOD1	PSMA7
PSMA7	HIF1A
HSP90AA1	ARNT
NOD1	UBC
UBC	FHL2
FHL2	REL
UBC	BRCA1
BRCA1	STAT1
UBC	ABL1
ABL1	YAP1
TP53	NCOA1
