HTR2A	CBL
CBL	SRC
SRC	RXRA
CBL	CTNNB1
CTNNB1	PPARG
PPARG	RXRB
PPARG	RXRG
CTNNB1	PPARD
CBL	EGFR
EGFR	STAT1
CBL	ABL1
ABL1	CREB1
CBL	SMAD3
SMAD3	CEBPB
SMAD3	YAP1
EGFR	STAT3
DRD2	FLNA
FLNA	LMNA
LMNA	PML
PML	RXRA
FLNA	RANBP2
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
DRD2	CALM1
CALM1	HSP90AA1
HSP90AA1	PPARD
DRD2	PAWR
PAWR	STAT1
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
CALM1	ESR1
ESR1	CEBPB
PPP1CA	YAP1
STAT1	STAT3
DRD1	RANBP9
RANBP9	UBE2I
UBE2I	RXRA
RANBP9	NR3C1
NR3C1	RXRB
RANBP9	THRB
THRB	RXRG
RANBP9	ESR1
ESR1	NCOR2
NCOR2	PPARD
UBE2I	STAT1
NR3C1	CREB1
RANBP9	TP73
TP73	YAP1
ESR1	STAT3
DRD5	GNA13
GNA13	PTK2B
PTK2B	SRC
GNA13	PRKAR2A
PRKAR2A	AKAP13
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	PPARA
PPARA	RXRG
PTK2B	EGFR
GNA13	MAP3K5
MAP3K5	EP300
EP300	CREB1
EGFR	CEBPB
MAP3K5	USP9X
USP9X	YAP1
HSP90AA1	STAT3
DRD3	GIPC1
GIPC1	OGT
OGT	RELA
RELA	RXRA
GIPC1	MMS19
MMS19	THRB
THRB	RXRB
DRD3	EPB41L1
EPB41L1	COPS3
COPS3	HSP90AA1
DRD3	MPDZ
MPDZ	KIT
KIT	STAT1
GIPC1	MCM7
MCM7	FHL2
FHL2	CREB1
MCM7	RB1
RB1	CEBPB
DRD3	RDX
RDX	ENO1
ENO1	YAP1
RB1	STAT3
DRD4	ARRB2
ARRB2	MAPK1
MAPK1	RXRA
DRD4	STUB1
STUB1	NR3C1
ARRB2	RPA1
RPA1	CUL1
CUL1	RXRG
ARRB2	HDAC2
HDAC2	PPARD
ARRB2	STAT1
ARRB2	AKT1
AKT1	CREB1
MAPK1	CEBPB
ARRB2	YWHAQ
YWHAQ	YAP1
ARRB2	CAPN1
CAPN1	STAT3
HTR1A	S1PR1
S1PR1	TRIP6
TRIP6	SRC
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	NR1H2
NR1H2	RXRB
TRIP6	AJUBA
AJUBA	RXRG
S1PR1	GNAI3
GNAI3	CAPNS1
CAPNS1	PPARGC1A
PPARGC1A	PPARD
GNAI3	XPO1
XPO1	STAT1
MDFI	KAT5
KAT5	CREB1
S1PR1	WWP2
WWP2	SMAD3
GNAI3	YWHAQ
GNAI3	GNB2
GNB2	STAT3
NR1H2	RXRA
NR1H2	RXRG
KAT5	GADD45G
GADD45G	PPARD
KAT5	EP300
EP300	STAT1
EP300	CEBPB
MDFI	NAB2
NAB2	YAP1
MDFI	MYOD1
MYOD1	STAT3
HTR1D	S1PR1
HTR1E	MEOX2
MEOX2	RELA
MEOX2	RARB
RARB	RXRB
RARB	RXRG
HTR1E	ATP5B
ATP5B	HSP90AA1
HTR1E	PSMC3
PSMC3	STAT1
MEOX2	KAT5
RELA	CEBPB
MEOX2	PIN1
PIN1	YAP1
RELA	STAT3
HTR2C	DLG4
DLG4	KCNA4
KCNA4	SRC
DLG4	FYN
FYN	NR3C1
DLG4	MDM2
MDM2	CUL1
HTR2C	CALM1
HTR2C	MPDZ
CALM1	AKT1
DLG4	ERBB4
ERBB4	YAP1
DLG4	ERBB2
ERBB2	STAT3
HTR6	CLTC
CLTC	EP300
EP300	RXRA
HTR6	CDK5
CDK5	PPARG
HTR6	COPS5
COPS5	CUL1
HTR6	ATM
ATM	HDAC1
HDAC1	PPARD
HTR6	MTOR
MTOR	STAT1
ATM	CREB1
HTR6	TTI1
TTI1	YAP1
MTOR	STAT3
HTR7	CUL3
CUL3	SMN1
SMN1	RXRA
CUL3	APP
APP	AKAP13
CUL3	CUL1
CUL3	CTNNB1
CUL3	SMARCA4
SMARCA4	STAT1
CUL3	ATF2
ATF2	CREB1
ATF2	CEBPB
CUL3	YWHAQ
CUL3	RPA2
RPA2	STAT3
ADRA1B	AP2M1
AP2M1	CSNK2B
CSNK2B	RXRA
AP2M1	SFPQ
SFPQ	NR3C1
SFPQ	PPARG
AP2M1	EEF1A1
EEF1A1	GADD45G
AP2M1	CLTC
AP2M1	RALBP1
RALBP1	AMOTL2
AMOTL2	YAP1
EP300	STAT3
ADRA2A	UCHL1
UCHL1	UBE2I
ADRA2A	GNAI2
GNAI2	MDFI
GNAI2	TRIP6
UCHL1	CTNNB1
ADRA2A	GNB1
GNB1	MTOR
UCHL1	TP53
TP53	CREB1
GNAI2	ITCH
ITCH	SMAD3
ADRA2A	GNAO1
GNAO1	CACNA1B
CACNA1B	UBE2L3
UBE2L3	YAP1
ADRA2B	UCHL1
ADRA2B	EIF2B1
EIF2B1	HNRNPL
HNRNPL	HNRNPK
HNRNPK	CEBPB
EIF2B1	GCD2
GCD2	TSA1
TSA1	YAP1
UCHL1	HSP90AA1
ADRA2C	UCHL1
ADRA2C	EIF2B1
CHRM1	GPRASP2
GPRASP2	TRIM32
TRIM32	RXRA
GPRASP2	TXN
TXN	NR3C1
TRIM32	RARA
RARA	RXRG
GPRASP2	AGO2
AGO2	HSP90AA1
GPRASP2	CCDC8
CCDC8	STAT1
GPRASP2	RPS6KA5
RPS6KA5	CREB1
GPRASP2	AP1M1
AP1M1	BRCA1
BRCA1	CEBPB
TXN	PRDX1
PRDX1	YAP1
CHRM1	GPRASP1
GPRASP1	OPRD1
OPRD1	SIAH1
SIAH1	STAT3
CHRM2	Set
Set	Cdk4
Cdk4	CTCF
CTCF	RXRA
CHRM2	SET
SET	NR3C1
NR3C1	NCOR2
NCOR2	RXRG
SET	XPO1
Set	Csnk1e
Csnk1e	HNRNPK
XPO1	YAP1
NR3C1	STAT3
CHRM3	SET
SET	APP
APP	GSK3B
GSK3B	RXRA
CHRM3	CSNK1A1
CSNK1A1	HSP90AA1
GSK3B	CEBPB
HTR2B	AGTR1
AGTR1	MAPK1
AGTR1	ZBTB16
ZBTB16	NR3C1
ZBTB16	NCOR2
AGTR1	ARRB2
AGTR1	JAK2
JAK2	STAT3
GABRA1	PRKCD
PRKCD	EP300
PRKCD	APP
EP300	PPARG
PRKCD	HSP90AA1
PRKCD	STAT1
PRKCD	YWHAG
YWHAG	YAP1
PRKCD	STAT3
GABRA3	SDCBP2
SDCBP2	PRPF40A
PRPF40A	UBE2I
SDCBP2	C1orf35
C1orf35	APP
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	CUL1
IRAK1	HSP90AA1
IRAK1	STAT1
SDCBP2	ZCCHC10
ZCCHC10	TP53
PRPF40A	HNRNPK
ZCCHC10	PIN1
TIFA	TRAF6
TRAF6	STAT3
GABRA4	APP
APP	MAPK8
MAPK8	NR4A1
NR4A1	RXRG
MAPK8	CTNNB1
APP	HDAC4
HDAC4	STAT1
APP	KAT5
APP	TAF6
TAF6	YAP1
MAPK8	STAT3
GABRB1	NOD1
NOD1	CASP2
CASP2	RXRA
NOD1	HSP90AA1
HSP90AA1	NR3C1
NOD1	UBC
UBC	CUL1
UBC	BRCA1
BRCA1	STAT1
NOD1	RNF34
RNF34	TP53
NOD1	CASP8
CASP8	CEBPB
UBC	ABL1
ABL1	YAP1
GABRB2	TRAK2
TRAK2	GSK3B
TRAK2	KLC1
KLC1	APP
TRAK2	PRKAB2
PRKAB2	MDFI
GSK3B	CTNNB1
PRKAB2	GNB2L1
GNB2L1	STAT1
GSK3B	CREB1
TRAK2	PRKAG1
PRKAG1	SIP2
SIP2	YAP1
GSK3B	BCL3
BCL3	STAT3
GABRB3	MEOX2
GABRB3	PRKACA
PRKACA	HDAC1
MEOX2	CIAPIN1
CIAPIN1	STAT1
PRKACA	CREB1
GABRD	UBQLN1
UBQLN1	UBQLN4
UBQLN4	RXRA
UBQLN1	APP
UBQLN1	UBE3A
UBE3A	RARA
UBQLN1	VCP
VCP	HSP90AA1
UBQLN1	MTOR
UBQLN1	ATXN3
ATXN3	CREB1
UBQLN1	UBQLN2
UBQLN2	YAP1
GABRE	LSR
LSR	RARG
RARG	RXRA
RARG	RXRB
RARG	RXRG
GABRE	CUX1
CUX1	TLE4
TLE4	HDAC1
GABRE	ALG9
ALG9	RTF1
RTF1	STAT1
CUX1	RECQL5
RECQL5	CREB1
CUX1	BIN1
BIN1	MYC
MYC	CEBPB
GABRE	FAM189B
FAM189B	YAP1
GABRE	HLA-A
HLA-A	STAT3
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SRC
NEDD4	PPARG
GABARAP	DVL2
DVL2	CTNNB1
GABARAP	ATG7
ATG7	STAT1
NEDD4	AKT1
NEDD4	SMAD3
GABARAP	TAX1BP1
TAX1BP1	RAD18
RAD18	YAP1
GABARAP	TBC1D15
TBC1D15	STAT3
ADRB1	ARRB2
ARRB2	MLLT4
MLLT4	NR2C2
NR2C2	RXRB
ADRB2	SRC
ADRB2	TSG101
TSG101	NR3C1
SRC	THRB
ADRB2	STAT3
STAT3	HDAC2
STAT3	STAT1
ADRB2	MAPK14
MAPK14	CREB1
ADRB2	HNRNPK
ADRB2	SLC9A3R1
SLC9A3R1	YAP1
ADRB3	SRC
SRC	STAT3
SRC	STAT1
SRC	CREBBP
CREBBP	CREB1
SRC	EGFR
SRC	ENO1
NR3C2	ATP1A4
RBPJ	CR2
HIF1A	BCL2
HIF1A	PDGFB
JUN	FIGF
NFKB2	BIRC7
ATF4	BCL2
PPARA	FABP1
PPARD	ACADL
PPARG	ACSL4
RXRA	CYP27A1
NFYC	HLA-DPB1
SP1	KRT5
SP3	LHB
PPARA	LIPA
TP53	MMP2
E2F1	POLA
