HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAPK1
MAPK1	SP1
MAPK1	HSF1
ARRDC3	ITCH
ITCH	TP53
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	PRMT5
PRMT5	RELA
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	CDK3
CDK3	PPARA
MAPK1	ATF2
ARRB2	SFPQ
SFPQ	SP3
ARRB2	YWHAQ
YWHAQ	YAP1
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
ARRDC3	WWP1
WWP1	SMAD4
ITCH	JUN
TRIM28	MYB
ARRB2	YWHAE
YWHAE	WWTR1
ARRB2	AKT1
AKT1	CREB1
ARRDC3	NEDD4
NEDD4	SMAD2
NEDD4	SMAD3
ARRDC3	HGS
HGS	INSR
INSR	TEAD1
ARRDC3	OTUB2
OTUB2	TRIM27
TRIM27	TEAD4
ARRDC3	ADRB2
ADRB2	PHB2
PHB2	TEAD3
ARRB2	POLR2E
POLR2E	FOS
NEDD4	PPARG
NFKBIA	ATF4
TP53	ETS2
JUN	CREB3
ITCH	PTCH1
PTCH1	ATF6B
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ADRB2	PGRMC1
PGRMC1	CREB3L1
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	IGF1R
IGF1R	ESR1
AKT1	RARA
ARRB2	CAPN1
CAPN1	HIF1A
TP53	GADD45B
NFKB1	CCL5
RELA	CCL5
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
ATF4	PCNA
CREB3L2	PCNA
TP53	CDKN1B
CREB3L1	PCNA
CREB5	PCNA
HIF1A	CDKN1B
HIF1A	EGF
YAP1	CTGF
WWTR1	CTGF
SMAD2	CTGF
SMAD3	CTGF
SMAD4	CTGF
TEAD1	CTGF
TEAD4	CTGF
TEAD3	CTGF
HSF1	HSPA2
HSF1	HSPA8
NFKB1	GADD45B
NFKB1	NFKBIA
RELA	GADD45B
RELA	NFKBIA
TP53	IGFBP3
FOS	CCL5
JUN	CCL5
MYB	CDK1
SP1	CDK1
E2F4	CDC45
E2F4	CDK1
ETS2	CDK1
SP1	CTGF
ESR1	GADD45B
PPARA	GADD45B
PPARG	GADD45B
RARA	GADD45B
SP1	HSPA8
FLI1	IGFBP3
SP1	IGFBP3
SP3	IGFBP3
TFAP2A	IGFBP3
JUN	MGP
PPARA	NFKBIA
E2F4	PCNA
TP53	PCNA
ATF2	PENK
FOS	PENK
JUN	PENK
TFAP2A	PENK
