GABRA1	PRKCD
PRKCD	EP300
EP300	CREB1
EP300	ATF2
PRKCD	STAT3
STAT3	JUN
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	CREB1
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	ATF2
ZCCHC10	PIN1
PIN1	JUN
GABRA4	APP
APP	KAT5
KAT5	CREB1
APP	MAPK8
MAPK8	JUN
CHRNA4	YWHAH
YWHAH	ABL1
ABL1	CREB1
YWHAH	YWHAZ
YWHAZ	HDAC4
HDAC4	ATF2
ABL1	JUN
CHRNA7	FYN
FYN	NR3C1
NR3C1	CREB1
FYN	BCL3
BCL3	EP300
BCL3	JUN
GRIA2	GRIP1
GRIP1	CREBBP
CREBBP	CREB1
CREBBP	ATF2
GRIA2	SDCBP
SDCBP	MBD3
MBD3	JUN
GRIK2	DLG3
DLG3	CAMK2A
CAMK2A	CREB1
GRIK2	GRIP1
GRIK2	SDCBP
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	UBC
UBC	CUL3
CUL3	ATF2
NOD1	CASP9
CASP9	JUN
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	CREB1
GSK3B	SMAD3
SMAD3	ATF2
GSK3B	JUN
GABRB3	PRKACA
PRKACA	CREB1
GABRB3	PRKCA
PRKCA	EP300
GABRB3	MEOX2
MEOX2	RELA
RELA	JUN
GABRD	UBQLN1
UBQLN1	ATXN3
ATXN3	CREB1
UBQLN1	APP
UBQLN1	HCVgp1
HCVgp1	JUN
GABRE	CUX1
CUX1	RECQL5
RECQL5	CREB1
GABRE	BSCL2
BSCL2	ZDHHC17
ZDHHC17	ATF2
GABRE	HLA-A
HLA-A	STAT3
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	AKT1
AKT1	CREB1
NEDD4	SMAD3
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
GRIN1	SPTAN1
SPTAN1	LMNB1
LMNB1	POU2F1
POU2F1	CREB1
SPTAN1	MSN
MSN	MAPK8
GRIN2A	SRC
SRC	CREBBP
SRC	STAT3
GRIN2B	DLG3
GRIN2B	DLG1
DLG1	ADAM17
ADAM17	MAPK1
MAPK1	ATF2
GRIN2B	DLG4
DLG4	MDM2
MDM2	JUN
GRIN2D	NEDD4
SMAD3	JUN
GRIN3B	GRIN2A
CREB1	ARC
ATF2	ARC
CREB1	LDHA
ATF2	PLAT
CREB1	PLAT
JUN	PLAT
