HTR2A	CBL
CBL	YWHAZ
YWHAZ	TP53
CBL	GRB2
GRB2	EP300
EP300	ARNTL
CBL	TRAF4
TRAF4	NPAS2
EP300	CLOCK
CBL	MAPK8
MAPK8	ELK4
CBL	SMAD7
SMAD7	SRF
CBL	CTNNB1
CTNNB1	TCF3
TCF3	ELK3
CBL	ABL1
ABL1	CREB1
CTNNB1	BRCA1
BRCA1	FLI1
CBL	HSPA4
HSPA4	NFKB1
EP300	ATF4
CBL	SMAD3
SMAD3	ATF2
DRD2	FLNA
FLNA	RANBP2
RANBP2	TP53
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	ARNTL
DRD2	PAWR
PAWR	SHMT2
SHMT2	NPAS2
PPP1CA	CLOCK
FLNA	SRRM2
SRRM2	ELAVL1
ELAVL1	ELK4
DRD2	CALM1
CALM1	GTF2I
GTF2I	SRF
CALM1	TCF3
PPP1CA	CREB1
DRD2	EPB41L1
EPB41L1	APP
APP	ELK1
ELK1	FLI1
FLNA	REL
REL	NFKB1
SHMT2	ATF4
FLNA	LMNA
LMNA	PML
PML	ATF2
GRIA2	SDCBP
SDCBP	TRIM32
TRIM32	TP53
TRIM32	RXRA
RXRA	ARNTL
SDCBP	QARS
QARS	TRAF4
SDCBP	DTNBP1
DTNBP1	SRGAP3
SRGAP3	CLOCK
SDCBP	MID2
MID2	BRCA1
BRCA1	ELK4
GRIA2	GRIP1
GRIP1	CREBBP
CREBBP	SRF
SDCBP	EAF1
EAF1	TOP1
TOP1	ELK3
CREBBP	CREB1
SDCBP	SIAH1
SIAH1	PIAS2
PIAS2	FLI1
GRIP1	HDAC1
HDAC1	NFKB1
CREBBP	ATF4
CREBBP	ATF2
GRIA3	SDCBP
GRIA3	GRIP1
CREB1	FOS
ATF2	FOS
ATF4	FOS
CREB1	PER1
ARNTL	PER1
ARNTL	RORA
NPAS2	PER1
NPAS2	RORA
CLOCK	PER1
CLOCK	RORA
ELK4	FOS
SRF	FOS
NFKB1	TNFAIP3
NFKB1	TRAF5
ELK3	FOS
FLI1	FOS
TP53	NFIC
TP53	PLK1
FLI1	UPP1
