HPGDS	ARRDC3
ARRDC3	ITCH
ITCH	TP53
ARRDC3	ARRB2
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	MAPK1
MAPK1	ATF2
ARRB2	AKT1
AKT1	CREB1
ARRB2	NFKBIA
NFKBIA	ATF4
ITCH	JUN
JUN	CREB3
ITCH	PTCH1
PTCH1	ATF6B
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
ARRDC3	NEDD4
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	XRCC5
XRCC5	BRCA1
MAPK1	SP1
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
ARRB2	SFPQ
SFPQ	SP3
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	YWHAQ
YWHAQ	E2F1
ARRB2	MAP2K4
MAP2K4	MAPK8
MAPK8	PAX2
ARRB2	PRMT5
PRMT5	RELA
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	POLR2E
POLR2E	FOS
NFKBIA	NFKB1
CREB3	NPY
CREB1	NPY
ATF2	NPY
ATF6B	NPY
ATF4	NPY
CREB3L2	NPY
CREB3L1	NPY
CREB5	NPY
TP53	GADD45G
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
HIF1A	HKDC1
NFKB1	VCAM1
RELA	VCAM1
TP53	IGFBP3
SP1	COL4A2
SP1	COL4A1
CREB1	BRCA1
MYC	CDC25A
E2F1	CDC25A
E2F4	CDC6
E2F4	DHFR
RELA	HDAC2
FLI1	IGFBP3
SP1	IGFBP3
SP3	IGFBP3
TFAP2A	IGFBP3
E2F4	PCNA
BRCA1	PCNA
TP53	PCNA
ATF2	PENK
FOS	PENK
JUN	PENK
TFAP2A	PENK
E2F4	POLE2
NFIC	POLE2
NFIC	STMN1
MYC	TP53
FOS	TP53
HIF1A	TP53
JUN	TP53
NFIC	TP53
NFKB1	TP53
PAX2	TP53
TP53	TP53
