HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	SMAD3
SMAD3	YAP1
CTNNB1	SOX2
SOX2	TEAD1
CBL	GRB2
GRB2	TRIM27
TRIM27	TEAD4
GRB2	AP4S1
AP4S1	TEAD3
SMAD3	SMAD4
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
PPP1R9B	PPP1CA
PPP1CA	YAP1
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	NCOA1
NCOA1	TEAD1
DRD2	FLNA
FLNA	BSG
BSG	VPS52
VPS52	TEAD4
CDKN2A	E2F1
E2F1	TEAD3
COPS5	SMAD4
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	YAP1
YAP1	TEAD1
GNAI3	GNG5
GNG5	GOLGA2
GOLGA2	TEAD4
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	PIDD1
PIDD1	TEAD3
MDFI	VHL
VHL	SP1
MDFI	NAB2
NAB2	YAP1
MDFI	PRKAB2
PRKAB2	GOLGA2
MDFI	KAT5
KAT5	EP300
EP300	SMAD4
HTR1D	S1PR1
HTR1E	PSMC4
PSMC4	PSMC5
PSMC5	SP1
HTR1E	MEOX2
MEOX2	PIN1
PIN1	YAP1
PSMC4	RAD23B
RAD23B	SOX2
PSMC4	SNCAIP
SNCAIP	VPS52
HTR1E	PSMC3
PSMC3	PHB2
PHB2	TEAD3
MEOX2	RELA
RELA	SMAD4
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
HTR2C	DLG4
DLG4	ERBB4
ERBB4	YAP1
DLG4	HGS
HGS	INSR
INSR	TEAD1
DLG4	MDM2
MDM2	GOLGA2
YAP1	TEAD3
CALM1	AR
AR	SMAD4
HTR6	CLTC
CLTC	EP300
EP300	SP1
HTR6	TTI1
TTI1	YAP1
HTR6	COPS5
EP300	GOLGA2
CLTC	PHB2
HTR7	CUL3
CUL3	CTNNB1
CUL3	YWHAQ
CUL3	HLA-DMB
HLA-DMB	TEAD1
CUL3	GRB2
CUL3	ATF2
ATF2	SMAD4
DRD1	RANBP9
RANBP9	ESR1
RANBP9	TP73
TP73	YAP1
ESR1	NCOA1
ESR1	GOLGA2
ESR1	E2F1
RANBP9	AR
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	SP1
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	USP9X
USP9X	YAP1
GNA13	PTK2B
PTK2B	VAV1
VAV1	INSR
PTK2B	GRB2
MAP3K5	EP300
DRD3	GIPC1
GIPC1	MCM7
MCM7	RB1
RB1	SP1
DRD3	RDX
RDX	ENO1
ENO1	YAP1
DRD3	EPB41L1
MCM7	TRIM27
DRD4	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRB2	YWHAQ
ARRB2	HGS
DRD4	GRB2
ARRB2	SPTBN1
SPTBN1	SMAD4
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	RALBP1
RALBP1	AMOTL2
AMOTL2	YAP1
AP2M1	DVL2
DVL2	WWTR1
WWTR1	TEAD1
AP2M1	PER1
PER1	VPS52
AP2M1	CLTC
AP2M1	SPTBN1
ADRA1D	DTNA
DTNA	NUP62
NUP62	SP1
ADRA1D	AMFR
AMFR	UBE2D1
UBE2D1	YAP1
AMFR	HTT
HTT	ZDHHC17
ZDHHC17	TEAD1
DTNA	SNTA1
SNTA1	GOLGA2
ADRA1D	SNTB2
SNTB2	MAST2
MAST2	SUMO2
SUMO2	TEAD3
ADRA1D	GOPC
GOPC	RELA
ADRA2A	UCHL1
UCHL1	CTNNB1
ADRA2A	GNAO1
GNAO1	CACNA1B
CACNA1B	UBE2L3
UBE2L3	YAP1
ADRA2A	GNAI2
GNAI2	GNG5
GNAI2	MDFI
UCHL1	COPS5
ADRA2B	UCHL1
ADRA2B	EIF2B1
EIF2B1	GCD2
GCD2	TSA1
TSA1	YAP1
EIF2B1	GORASP2
GORASP2	GOLGA2
UCHL1	UBE2I
UBE2I	SUMO2
ADRA2C	UCHL1
ADRA2C	EIF2B1
CHRM1	GPRASP2
GPRASP2	TXN
TXN	NFKB1
NFKB1	SP1
TXN	PRDX1
PRDX1	YAP1
TXN	NR3C1
NR3C1	NCOA1
GPRASP2	EIF3E
EIF3E	TRIM27
GPRASP2	KEAP1
KEAP1	PIDD1
TXN	COPS5
CHRM2	SET
SET	TP53
TP53	SP1
SET	XPO1
XPO1	YAP1
SET	NR3C1
SET	GZMA
GZMA	GOLGA2
SET	APP
APP	CSNK1D
CSNK1D	SMAD4
CHRM3	SET
CHRM3	CSNK1A1
CSNK1A1	CSNK1D
HIF1A	PGK1
ARNT	PFKFB2
YAP1	BIRC2
YAP1	SNAI2
WWTR1	BBC3
RFXANK	HLA-DRB3
TCF7	JUN
