HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	MAPK1
MAPK1	SP1
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRDC3	ITCH
ITCH	JUN
ARRDC3	NEDD4
NEDD4	SMAD3
ARRDC3	WWP1
WWP1	SMAD4
ARRB2	AKT1
AKT1	CREB1
ARRB2	MAPK9
MAPK9	JUNB
ARRB2	POLR2E
POLR2E	FOS
NEDD4	SMAD2
SMAD2	ETV4
ITCH	TP53
TP53	ETS1
ARRDC3	ADRB2
ADRB2	STAT3
ARRB2	STAT1
MAPK1	JUND
ARRB2	PRMT5
PRMT5	RELA
ARRB2	NPM1
NPM1	TFAP2A
MAPK8	JUN
CREBBP	ANGPT4
EP300	ANGPT4
HIF1A	ANGPT4
RXRG	EHHADH
IRF7	IFNA8
SP1	ALDH3A1
SP1	KRT5
TFAP2A	KRT5
SP1	LCAT
SP3	LCAT
ETS1	LCK
ATF1	LDHA
CREB1	LDHA
SP1	LDHA
CREM	LDHC
EGR1	LHB
SP3	LHB
PPARA	LIPA
PPARD	LIPA
