GABRA1	PRKCD
PRKCD	HSP90AA1
HSP90AA1	NR3C2
PRKCD	EP300
EP300	TFAP2A
GABRA3	SDCBP2
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	HSP90AA1
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	TFAP2A
GABRA4	APP
APP	C9orf41
C9orf41	NR3C2
APP	MYC
MYC	TFAP2A
CHRNA4	YWHAH
YWHAH	SNRPE
SNRPE	HSP90AA1
YWHAH	YWHAZ
YWHAZ	TP53
CHRNA7	FYN
FYN	HSP90AA1
FYN	BCL3
BCL3	EP300
GRIA2	SDCBP
SDCBP	NT5C2
NT5C2	PTGES3
PTGES3	NR3C2
SDCBP	KCTD1
KCTD1	TFAP2A
GRIK2	SDCBP
GABRB1	NOD1
NOD1	HSP90AA1
NOD1	RNF34
RNF34	TP53
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	HSP90AA1
GSK3B	TP53
GABRB3	PRKACA
PRKACA	HSP90AA1
GABRB3	PRKCA
PRKCA	EP300
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	EPS15
EPS15	TFAP2A
GABRE	CUX1
CUX1	CDK7
CDK7	HSP90AA1
GABRE	FAM189B
FAM189B	HECW2
HECW2	TFAP2A
GABRG2	GABARAP
GABARAP	KEAP1
KEAP1	HSP90AA1
GABARAP	NEDD4
NEDD4	PPARG
PPARG	TFAP2A
GRIN1	SPTAN1
SPTAN1	FANCA
FANCA	HSP90AA1
SPTAN1	PPFIA1
PPFIA1	BRCA1
BRCA1	TFAP2A
GRIN2A	FYN
GRIN2A	SRC
SRC	TP53
GRIN2B	FYN
GRIN2B	DLG3
DLG3	APC
APC	TFAP2A
GRIN2D	NEDD4
NEDD4	EGFR
EGFR	HSP90AA1
GRIN3B	GRIN2A
NR3C2	ATP1B3
NR3C2	SGK1
TFAP2A	CDKN1A
