HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	UBC
UBC	ATF6
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	CDK3
CDK3	PPARA
ARRB2	MAPK1
MAPK1	SP1
TRIM28	MYB
ARRB2	PRMT5
PRMT5	RELA
ARRDC3	ITCH
ITCH	TP53
ARRB2	AKT1
AKT1	CREB1
ITCH	JUN
TP53	ETS2
ARRDC3	NEDD4
NEDD4	SMAD7
TP53	ETS1
JUN	CREB3
MAPK1	ATF2
ITCH	PTCH1
PTCH1	ATF6B
NFKBIA	ATF4
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ARRDC3	ADRB2
ADRB2	PGRMC1
PGRMC1	CREB3L1
NEDD4	KIFC3
KIFC3	CREB5
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	POLR2E
POLR2E	FOS
ARRB2	HSPA5
HSPA5	EP300
EP300	USF2
ARRB2	PTGES3
PTGES3	NR3C2
ARRB2	C1QBP
C1QBP	PRKCD
PRKCD	FLI1
ADRB2	STAT3
ARRB2	CSK
CSK	CREBBP
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	DYNC1H1
DYNC1H1	MAX
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	MAPK3
MAPK1	RXRA
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
HSP90AA1	NFIC
CREB3L1	CRH
TCF7	BIRC5
TCF7	CCND1
TCF7L2	CCND1
TCF7L1	MYC
ESR1	TRPV5
JUN	CXCL1
RBPJL	MYC
RBPJ	MYC
CTNNB1	CCND1
CREB1	PCNA
CREBBP	FASLG
CREBBP	CDKN1A
CREBBP	EGF
EP300	CDKN1A
EP300	EGF
HIF1A	CDKN1A
HIF1A	EGF
TEAD3	CTGF
STAT3	SOCS2
STAT3	CCND3
STAT4	CCND3
STAT5B	CCND2
PAX6	GCK
PAX6	IAPP
PAX6	INS
LEF1	MITF
MAPK1	CDK4
MAPK3	CCND1
VDR	SLC34A2
RELA	PTGS2
RELB	CCL19
PIK3CB	AKT2
PIK3CD	AKT3
PIK3R1	PDPK1
FOS	FIGF
NFKB2	TRAF1
ATF4	MCL1
PPARA	CYP4A11
PPARD	FABP3
PPARG	CPT1B
RXRA	CYP8B1
RXRA	ACADL
NFKB1	IL18
NFKB1	IL23A
NFYA	HLA-DOB
MAPK9	NOS2
MAPK10	IL12B
MAPK10	IL18
RFXAP	HLA-DOA
RFXAP	HLA-DOB
RFXANK	HLA-DMA
LEF1	FOSL1
TP53	BAK1
ATF1	BCL2
BRCA1	BCL2
CEBPA	BCL2
MYBL1	BCL2
TP53	BCL2
WT1	BCL2
HIF1A	BNIP3
ATF1	BRCA1
CREB1	BRCA1
STAT1	EGFR
RARA	GADD45B
POU2F2	HLA-DRA
POU5F1	HMGB2
NFKB1	IER3
POU2F2	MYC
JUND	PLAT
NFIC	VWF
POU2F1	VWF
SMAD4	ZFP36
