GABRA1	PRKCD
PRKCD	EP300
EP300	TFAP2A
PRKCD	APP
APP	MYC
EP300	USF2
PRKCD	STAT3
STAT3	NFKB1
STAT3	RELA
PRKCD	HSP90AA1
HSP90AA1	NFIC
PRKCD	SP1
PRKCD	STAT1
STAT1	HSF1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	TFAP2A
SDCBP2	C1orf35
C1orf35	APP
TP53	EP300
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TP53	RELA
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	SMURF1
SMURF1	NFIC
TP53	SP1
ZNF581	GOPC
GOPC	HSF1
GABRA4	APP
MYC	TFAP2A
APP	EEF1D
EEF1D	RELA
RELA	USF2
APP	GSK3B
GSK3B	NFKB1
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	NFIC
APP	MAPK8
MAPK8	SP1
MAPK8	HSF1
CHRNA4	YWHAH
YWHAH	YWHAZ
YWHAZ	TP53
YWHAH	PAK2
PAK2	MYC
YWHAH	ABL1
ABL1	BRCA1
BRCA1	USF2
YWHAZ	COPS5
COPS5	NFKB1
YWHAZ	PRMT5
PRMT5	RELA
YWHAH	SNRPE
SNRPE	HSP90AA1
YWHAZ	CTNNB1
CTNNB1	SP1
YWHAZ	BAG3
BAG3	HSF1
CHRNA7	FYN
FYN	BCL3
BCL3	EP300
FYN	HSP90AA1
HSP90AA1	MYC
BCL3	NFKB1
FYN	NR3C1
NR3C1	RELA
FYN	CTNNB1
HSP90AA1	HSF1
GRIA2	SDCBP
SDCBP	KCTD1
KCTD1	TFAP2A
GRIA2	PICK1
PICK1	EFNB1
EFNB1	MYC
SDCBP	MID2
MID2	BRCA1
GRIA2	GRIP1
GRIP1	HDAC1
HDAC1	NFKB1
GRIP1	CREBBP
CREBBP	RELA
SDCBP	TRAF6
GRIP1	CTNNB1
HDAC1	HSF1
GRIK2	SDCBP
GRIK2	PICK1
GRIK2	DLG1
DLG1	BTRC
BTRC	NFKB1
BTRC	RELA
BTRC	SP1
BTRC	HSF1
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	HSP90AA1
NOD1	UBC
UBC	BRCA1
NOD1	COPS6
COPS6	NFKB1
HSP90AA1	SP1
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	TP53
GSK3B	MYC
GSK3B	RELA
GSK3B	HSP90AA1
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
TRAK2	PLK1
PLK1	HSF1
GABRB3	PRKCA
PRKCA	EP300
GABRB3	MEOX2
MEOX2	KAT5
KAT5	MYC
MEOX2	RELA
RELA	NFKB1
GABRB3	PRKACA
PRKACA	HSP90AA1
RELA	SP1
PRKACA	HDAC1
GABRD	UBQLN1
UBQLN1	EPS15
EPS15	TFAP2A
UBQLN1	APP
UBQLN1	RAD23B
RAD23B	BRCA1
UBQLN1	PSEN2
UBQLN1	UBE3A
UBE3A	HSF1
GABRE	FAM189B
FAM189B	HECW2
HECW2	TFAP2A
GABRE	CUX1
CUX1	BIN1
BIN1	MYC
CUX1	SATB1
SATB1	EP300
GABRE	HLA-A
HLA-A	STAT3
CUX1	CDK7
CDK7	HSP90AA1
CUX1	CCNA1
CCNA1	SP1
GABRE	ALG9
ALG9	SGF29
SGF29	HSF1
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	PPARG
PPARG	TFAP2A
NEDD4	YY1
YY1	MYC
GABARAP	ATG7
ATG7	EP300
GABARAP	TAX1BP1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
KEAP1	HSP90AA1
NEDD4	SMAD3
SMAD3	SP1
GABARAP	FKBP4
FKBP4	HSF1
FOXO1	PCK1
STAT4	SOCS3
STAT5B	CCND3
RXRG	EHHADH
IRF7	IFNA8
MAPK10	TNF
MAPK13	IL1B
MAPK13	IL6
MAPK13	IL12A
E2F4	CAV1
SP1	CAV1
USF1	CCND1
JUN	CYP11A1
CREM	ICAM1
ATF2	JUN
CREB1	JUN
ERG	JUN
