HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	AKT1
AKT1	CREB1
ARRDC3	ITCH
ITCH	JUN
ARRB2	MAPK1
MAPK1	SP1
ITCH	TP53
ARRB2	TRIM28
TRIM28	E2F4
ARRB2	POLR2E
POLR2E	FOS
ARRB2	PRMT5
PRMT5	RELA
ARRB2	HNRNPD
HNRNPD	MYC
HSP90AA1	NFIC
ARRB2	NFKBIA
NFKBIA	NFKB1
TP53	ETS1
ARRB2	XRCC6
XRCC6	POU2F1
ARRB2	NPM1
NPM1	TFAP2A
ARRDC3	ADRB2
ADRB2	STAT3
ARRDC3	NEDD4
NEDD4	SMAD3
TRIM28	MYB
MAPK1	STAT5A
ARRDC3	HGS
HGS	INSR
INSR	STAT5B
ARRB2	STAT1
ADRB2	STAT4
NEDD4	MYCN
MYCN	ZBTB17
AKT1	PIAS2
XRCC6	POU2F2
ARRB2	XRCC5
XRCC5	BRCA1
NFKBIA	ATF4
JUN	CREB3
ARRB2	RPA1
RPA1	ELAVL1
ELAVL1	CREB3L2
ADRB2	PGRMC1
PGRMC1	CREB3L1
NEDD4	KIFC3
KIFC3	CREB5
ELAVL1	MITF
ADRB2	REL
STAT1	STAT2
ARRB2	EEF1A1
EEF1A1	STAT6
MAPK1	ATF2
HSP90AA1	CEBPE
NFKBIA	NFKB2
NEDD4	BRCA2
TP53	TFAP2C
STAT3	PIM1
STAT5A	PIM1
STAT5B	PIM1
NFKB1	BIRC7
RELA	BIRC7
SMAD3	CDKN2B
ZBTB17	CDKN2B
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
SMAD3	MYC
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
CREBBP	ALDOA
CREBBP	GAPDH
CREBBP	NOS3
CREBBP	NPPA
EP300	ALDOA
EP300	GAPDH
EP300	NOS3
EP300	NPPA
HIF1A	ALDOA
HIF1A	GAPDH
HIF1A	NOS3
HIF1A	NPPA
ARNT	ALDOA
ARNT	GAPDH
ARNT	NOS3
ARNT	NPPA
NFKB1	HIF1A
RELA	HIF1A
STAT3	HIF1A
STAT1	MYC
STAT1	PIM1
STAT2	MYC
STAT2	PIM1
STAT3	MYC
STAT4	MYC
STAT4	PIM1
STAT5A	MYC
STAT5B	MYC
STAT6	MYC
STAT6	PIM1
MITF	TYR
NFKB1	CXCL2
NFKB1	NFKBIA
RELA	CXCL2
RELA	NFKBIA
TP53	CD82
ETS1	CDK4
FOS	CDK4
JUN	CDK4
MYC	CDK4
NFKB2	BIRC7
PIAS2	CDKN2B
CREBBP	CDKN2B
EP300	CDKN2B
SP1	CDKN2B
POU2F1	AKR1C3
NFIC	ALAS1
JUN	ALDOA
SP1	ALDOA
POU2F1	ALDOC
CREB1	ARG1
NFIC	ARG1
ETS1	CSF2
REL	CSF2
RELA	CSF2
CREB1	CYP11A1
JUN	CYP11A1
NFIC	CYP11A1
NFKB1	CYP11A1
SP1	CYP11A1
TFAP2A	CYP11A1
BRCA1	ESR1
BRCA2	ESR1
SP1	ESR1
STAT5A	ESR1
STAT5B	ESR1
TFAP2C	ESR1
CREB1	GSTP1
FOS	GSTP1
RELA	HDAC2
ETS1	IL5
JUN	IL5
POU2F1	IL5
POU2F2	IL5
E2F4	MYC
MYC	MYC
CEBPE	MYC
JUN	MYC
MYB	MYC
NFKB1	MYC
POU2F1	MYC
POU2F2	MYC
RELA	MYC
SP1	MYC
TFAP2A	MYC
TP53	MYC
E2F4	MYCN
MYB	NCL
MYC	NME1
TP53	NME1
JUN	NPPA
E2F4	PCNA
BRCA1	PCNA
TP53	PCNA
FOS	PDHA1
JUN	PDHA1
SP1	PDHA1
TFAP2A	PDHA1
JUN	TXN
