HTR2A	CBL
CBL	CTNNB1
CTNNB1	CREBBP
CBL	GRB2
GRB2	EP300
CTNNB1	HIF1A
EP300	ARNT
CBL	EGFR
EGFR	STAT1
EGFR	STAT3
CBL	HSPA8
HSPA8	RELA
CBL	HSPA4
HSPA4	NFKB1
CBL	SMAD3
SMAD3	JUN
CBL	MAPK8
MAPK8	MYC
EP300	ETS1
SMAD3	EPAS1
SMAD3	FOS
CTNNB1	SP1
EP300	TFAP2A
EP300	EGR1
DRD2	FLNA
FLNA	REL
REL	CREBBP
REL	EP300
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
DRD2	CALM1
CALM1	HSP90AA1
HSP90AA1	ARNT
DRD2	PAWR
PAWR	STAT1
STAT1	STAT3
REL	RELA
REL	NFKB1
FLNA	RBM39
RBM39	JUN
EPB41L1	APP
APP	MYC
HSP90AA1	EPAS1
FLNA	LMNA
LMNA	PML
PML	FOS
DRD2	PPP1R9B
PPP1R9B	CDKN2A
CDKN2A	SP1
LMNA	RB1
RB1	TFAP2A
CDKN2A	EGR1
GRIA2	GRIP1
GRIP1	CREBBP
GRIA2	SDCBP
SDCBP	ZBTB8A
ZBTB8A	EP300
SDCBP	TRAF6
TRAF6	HIF1A
SDCBP	SIAH1
SIAH1	PIAS2
PIAS2	ARNT
GRIA2	PICK1
PICK1	ERBB2
ERBB2	STAT1
SIAH1	STAT3
CREBBP	RELA
GRIP1	HDAC1
HDAC1	NFKB1
SDCBP	MBD3
MBD3	JUN
PICK1	EFNB1
EFNB1	MYC
GRIA2	RAB11A
RAB11A	TDP2
TDP2	ETS1
SIAH1	NPM1
NPM1	EPAS1
CREBBP	FOS
GRIP1	CTNNB1
SDCBP	KCTD1
KCTD1	TFAP2A
CREBBP	EGR1
GRIA3	GRIP1
GRIA3	SDCBP
GRIA3	PICK1
CREBBP	ETS1
CREBBP	EPO
CREBBP	LTBR
CREBBP	NOS2
CREBBP	PFKFB4
CREBBP	VEGFA
EP300	EPO
EP300	LTBR
EP300	NOS2
EP300	PFKFB4
EP300	VEGFA
HIF1A	EPO
HIF1A	LTBR
HIF1A	NOS2
HIF1A	PFKFB4
HIF1A	VEGFA
ARNT	EPO
ARNT	LTBR
ARNT	NOS2
ARNT	PFKFB4
ARNT	VEGFA
STAT1	SOCS1
STAT3	SOCS1
NFKB1	VEGFA
RELA	VEGFA
STAT1	VEGFA
STAT3	VEGFA
EPAS1	VEGFA
ETS1	VEGFA
FOS	VEGFA
JUN	VEGFA
MYC	VEGFA
NFKB1	NOS2
RELA	NOS2
STAT1	NOS2
MYC	CCNB1
TFAP2A	CCNB1
EGR1	CD9
SP1	CD9
SP1	KRT5
TFAP2A	KRT5
