GABRA1	PRKCD
PRKCD	EP300
EP300	ESR1
PRKCD	TP53
PRKCD	STAT3
STAT3	NFKB1
STAT3	RELA
PRKCD	HSP90AA1
HSP90AA1	PPARA
EP300	PPARG
HSP90AA1	PPARD
STAT3	JUN
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	ESR1
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TP53	RELA
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	PPARA
ZCCHC10	PIN1
PIN1	PPARG
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	HSP90AA1
PIN1	JUN
GABRA4	APP
APP	DDX54
DDX54	ESR1
APP	MAPK8
MAPK8	TP53
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
APP	AKAP13
AKAP13	PPARA
APP	RFX5
RFX5	PPARG
MAPK8	CTNNB1
CTNNB1	PPARD
MAPK8	JUN
GABRB1	NOD1
NOD1	HSP90AA1
HSP90AA1	ESR1
NOD1	RNF34
RNF34	TP53
NOD1	COPS6
COPS6	NFKB1
NOD1	UBC
UBC	SFPQ
SFPQ	PPARG
NOD1	CASP9
CASP9	JUN
GABRB2	TRAK2
TRAK2	PRKAB2
PRKAB2	PIAS2
PIAS2	ESR1
TRAK2	GSK3B
GSK3B	TP53
GSK3B	RELA
RELA	PPARA
GSK3B	CTNNB1
CTNNB1	PPARG
GSK3B	JUN
GABRB3	MEOX2
MEOX2	RELA
RELA	ESR1
RELA	TP53
RELA	NFKB1
GABRB3	PRKCA
PRKCA	PPARG
GABRB3	PRKACA
PRKACA	HDAC1
HDAC1	PPARD
RELA	JUN
GABRD	UBQLN1
UBQLN1	UBE3A
UBE3A	ESR1
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	APP
UBQLN1	VCP
VCP	HSP90AA1
UBQLN1	HCVgp1
HCVgp1	JUN
GABRE	CUX1
CUX1	CDK7
CDK7	ESR1
CUX1	EHMT2
EHMT2	TP53
GABRE	HLA-A
HLA-A	STAT3
CUX1	SATB1
SATB1	UBE2I
GABRE	GPAA1
GPAA1	PIN1
CUX1	TLE4
TLE4	HDAC1
GABRG2	GABARAP
GABARAP	NCOA7
NCOA7	ESR1
GABARAP	DVL2
DVL2	TP53
GABARAP	TAX1BP1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
GABARAP	ATG7
ATG7	SIRT1
SIRT1	PPARA
GABARAP	NEDD4
NEDD4	PPARG
DVL2	CTNNB1
TAX1BP1	ITCH
ITCH	JUN
GLI3	BMP2
STAT4	SOCS2
STAT5B	SOCS1
MAPK1	CDK4
E2F1	APAF1
TP53	APCS
SP1	APEX1
USF1	APEX1
JUN	IVL
JUNB	IVL
NFKB1	TFPI2
