HTR2A	CBL
CBL	CTNNB1
CTNNB1	LEF1
CBL	UBC
UBC	DAZAP2
DAZAP2	TCF7
CTNNB1	TCF7L2
CTNNB1	TCF7L1
CBL	SMAD3
SMAD3	YAP1
CTNNB1	SOX2
SOX2	TEAD1
CBL	GRB2
GRB2	TRIM27
TRIM27	TEAD4
GRB2	AP4S1
AP4S1	TEAD3
CBL	HSPA4
HSPA4	NFKB1
CBL	MAPK8
MAPK8	ELK1
CBL	HSPA8
HSPA8	RELA
GRB2	TSG101
TSG101	NFKB2
GRB2	HSP90AA1
HSP90AA1	PPARA
CBL	SRC
SRC	RXRA
CTNNB1	PPARG
PPARG	RXRB
PPARG	RXRG
CTNNB1	PPARD
HTR2C	DLG4
DLG4	HGS
HGS	DAZAP2
DAZAP2	LEF1
HTR2C	CALM1
CALM1	AR
AR	TCF7L2
DAZAP2	TCF7L1
DLG4	ERBB4
ERBB4	YAP1
HGS	INSR
INSR	TEAD1
DLG4	MDM2
MDM2	GOLGA2
GOLGA2	TEAD4
YAP1	TEAD3
CALM1	DCUN1D1
DCUN1D1	NFKB1
CALM1	SNCA
SNCA	ELK1
MDM2	RELA
HGS	TSG101
CALM1	HSP90AA1
DLG4	KCNA4
KCNA4	SRC
DLG4	FYN
FYN	NR3C1
NR3C1	RXRB
MDM2	CUL1
CUL1	RXRG
DLG4	PRKCA
PRKCA	PPARG
HSP90AA1	PPARD
SLC6A4	SNCA
SNCA	EEF1A1
EEF1A1	RUVBL1
RUVBL1	LEF1
SNCA	UBC
SNCA	Ctnnb1
Ctnnb1	TCF7L2
SNCA	MAPK8
MAPK8	CTNNB1
SNCA	PIN1
PIN1	YAP1
SNCA	MAPK1
MAPK1	INSR
SNCA	VPS52
VPS52	TEAD4
SNCA	CLTC
CLTC	PHB2
PHB2	TEAD3
SNCA	HSPA4
SNCA	HSPA8
SLC6A4	CANX
CANX	VCP
VCP	NFKB2
SNCA	APP
APP	AKAP13
AKAP13	PPARA
MAPK1	RXRA
AKAP13	RXRB
MAPK8	NR4A1
NR4A1	RXRG
MAPK1	PPARG
EEF1A1	GADD45G
GADD45G	PPARD
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	LEF1
WWP2	UBC
WWP2	SMAD7
SMAD7	TCF7L2
S1PR1	TRIP6
TRIP6	PYGO2
PYGO2	CTNNB1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	YAP1
YAP1	TEAD1
GNAI3	GNG5
GNG5	GOLGA2
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	PIDD1
PIDD1	TEAD3
YWHAQ	E2F1
E2F1	NFKB1
TRIP6	STK16
STK16	ELK1
TRIP6	UBE2C
UBE2C	RELA
GNAI3	RAP1GAP
RAP1GAP	BTRC
BTRC	NFKB2
YWHAQ	NCOA1
NCOA1	PPARA
TRIP6	SRC
MDFI	NR1H2
NR1H2	RXRB
TRIP6	AJUBA
AJUBA	RXRG
GNAI3	XPO1
XPO1	PPARG
GNAI3	CAPNS1
CAPNS1	PPARGC1A
PPARGC1A	PPARD
SLC6A2	ACTB
ACTB	RUVBL1
SLC6A2	SNCA
EEF1A1	IKBKG
IKBKG	NFKB2
SLC6A3	TGFB1I1
TGFB1I1	SMAD3
SLC6A3	SNCA
SMAD3	CTNNB1
TGFB1I1	NR3C1
NR3C1	NFKB1
NR3C1	RELA
NR3C1	NFKB2
SMAD3	NCOA1
SLC6A3	NEDD4
NEDD4	PPARG
ADRA1B	AP2M1
AP2M1	EEF1A1
AP2M1	UBC
EEF1A1	FUS
FUS	TCF7L2
AP2M1	CHD8
CHD8	CTNNB1
AP2M1	RALBP1
RALBP1	AMOTL2
AMOTL2	YAP1
AP2M1	DVL2
DVL2	WWTR1
WWTR1	TEAD1
AP2M1	PER1
PER1	VPS52
AP2M1	CLTC
CLTC	EP300
EP300	NFKB1
AP2M1	SFPQ
SFPQ	MAPK1
MAPK1	ELK1
AP2M1	HSPA8
GADD45G	PPARA
AP2M1	CSNK2B
CSNK2B	RXRA
SFPQ	NR3C1
SFPQ	PPARG
ADRA2A	UCHL1
UCHL1	CTNNB1
ADRA2A	GNAI2
GNAI2	PLSCR1
PLSCR1	DAZAP2
ADRA2A	GNAO1
GNAO1	CACNA1B
CACNA1B	UBE2L3
UBE2L3	YAP1
GNAI2	GNG5
GNAI2	MDFI
UCHL1	COPS5
COPS5	NFKB1
UCHL1	UBE2I
UBE2I	ELK1
GNAI2	NPM1
NPM1	RELA
GNAI2	NUCB1
NUCB1	REL
REL	NFKB2
UBE2I	PPARA
UBE2I	RXRA
GNAI2	TRIP6
NFKB1	BIRC2
RELA	BIRC2
ELK1	BIRC2
ELK1	CCND3
YAP1	BIRC2
YAP1	CCND3
LEF1	BIRC2
LEF1	CCND3
TCF7	BIRC2
TCF7	CCND3
TCF7L2	BIRC2
TCF7L2	CCND3
TEAD1	BIRC2
TEAD1	CCND3
TEAD4	BIRC2
TEAD4	CCND3
TEAD3	BIRC2
TEAD3	CCND3
TCF7L1	BIRC2
TCF7L1	CCND3
NFKB2	BIRC2
PPARA	ACOX3
PPARD	ACOX3
RXRA	ACOX3
RXRB	ACOX3
RXRG	ACOX3
PPARA	LIPA
PPARD	LIPA
PPARG	LIPA
NFKB1	LTA
