HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	NPM1
NPM1	TFAP2A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	NFIC
ARRDC3	ITCH
ITCH	JUN
ARRB2	POLR2E
POLR2E	FOS
ARRB2	NFKBIA
NFKBIA	NFKB1
ITCH	TP53
TP53	ETS1
ARRB2	PRMT5
PRMT5	RELA
ARRB2	UBC
UBC	ATF6
ARRDC3	ADRB2
ADRB2	STAT3
ARRB2	MAPK1
MAPK1	HSF1
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	MAPK3
MAPK1	RXRA
ARRDC3	NEDD4
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
ARRB2	CDK3
CDK3	PPARA
MAPK1	SP1
ARRB2	DYNC1H1
DYNC1H1	MAX
ARRB2	PTGES3
PTGES3	NR3C2
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	C1QBP
C1QBP	CEBPA
CREB5	BDNF
RBPJ	FCER2
CREBBP	PFKL
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
FOXO1	PCK1
STAT3	SOCS2
STAT3	CCND3
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
EPAS1	TGFB1
EPAS1	TGFB2
ETS1	MMP1
MYC	CDK4
MYC	CKS1B
MYC	VEGFA
RELA	NOS2
RELA	CCND1
CREB3	BCL2
CREB3L4	MCL1
PPARA	ACSL3
PPARA	ACSL4
PPARA	LPL
PPARA	SCP2
PPARG	ACSL6
PPARG	GK
PPARG	PLIN1
RXRA	NR1H3
RXRA	ACADL
RFXANK	HLA-DMA
E2F4	CAV1
SP1	CAV1
CREB1	CYP11A1
PPARG	EGFR
ATF1	GH2
ATF1	JUN
ATF2	JUN
CREB1	JUN
ERG	JUN
POU2F2	MYC
RARA	PLAU
