HTR2A	CBL
CBL	HSPA4
HSPA4	NFKB1
CBL	SMAD3
SMAD3	JUN
CBL	HSPA8
HSPA8	RELA
CBL	CTNNB1
CTNNB1	HIF1A
CTNNB1	CREBBP
CBL	GRB2
GRB2	EP300
EP300	ARNT
EP300	ETS1
CBL	MAPK8
MAPK8	MYC
CBL	EGFR
EGFR	STAT3
EGFR	STAT1
SMAD3	FOS
SMAD3	EPAS1
HTR2C	CALM1
CALM1	DCUN1D1
DCUN1D1	NFKB1
HTR2C	DLG4
DLG4	MDM2
MDM2	JUN
MDM2	RELA
MDM2	HIF1A
CALM1	ESR1
ESR1	CREBBP
MDM2	EP300
CALM1	HSP90AA1
HSP90AA1	ARNT
DLG4	ACTN2
ACTN2	SP100
SP100	ETS1
ESR1	MYC
DLG4	ERBB2
ERBB2	STAT3
HTR2C	MPDZ
MPDZ	KIT
KIT	STAT1
DLG4	KCNA4
KCNA4	SIRT1
SIRT1	FOS
HSP90AA1	EPAS1
SLC6A4	SNCA
SNCA	HSPA4
SNCA	MAPK8
MAPK8	JUN
SNCA	HSPA8
SNCA	MAPK1
MAPK1	HIF1A
SNCA	AKT1
AKT1	CREBBP
SNCA	CLTC
CLTC	EP300
SNCA	APP
APP	MAPK7
MAPK7	ETS1
APP	MYC
SNCA	PTK2
PTK2	STAT3
PTK2	STAT1
MAPK7	FOS
SNCA	PSMC3
PSMC3	EPAS1
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	E2F1
E2F1	NFKB1
S1PR1	TRIP6
TRIP6	CREB5
CREB5	JUN
TRIP6	UBE2C
UBE2C	RELA
S1PR1	WWP2
WWP2	SMAD3
SMAD3	HIF1A
TRIP6	SRC
SRC	CREBBP
SMAD3	EP300
YWHAQ	NCOA1
NCOA1	ARNT
YWHAQ	NCOA3
NCOA3	ETS1
WWP2	SMAD7
SMAD7	MYC
GNAI3	GNB2
GNB2	STAT3
GNAI3	XPO1
XPO1	STAT1
SLC6A2	SNCA
SLC6A2	ACTB
ACTB	EP300
EP300	FOS
SLC6A3	TGFB1I1
TGFB1I1	NR3C1
NR3C1	NFKB1
TGFB1I1	SMAD3
NR3C1	RELA
SMAD3	CREBBP
SMAD3	PML
PML	ARNT
SLC6A3	PICK1
PICK1	EFNB1
EFNB1	MYC
NR3C1	STAT3
TGFB1I1	PTK2
ADRA1B	AP2M1
AP2M1	CLTC
EP300	NFKB1
AP2M1	AP1G1
AP1G1	JUN
AP2M1	HSPA8
EP300	HIF1A
AP2M1	APC
APC	CREBBP
AP2M1	CSNK2B
CSNK2B	MYC
EP300	STAT3
EP300	STAT1
APC	EPAS1
ADRA2A	UCHL1
UCHL1	COPS5
COPS5	NFKB1
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	JUN
GNAI2	NPM1
NPM1	RELA
UCHL1	CTNNB1
CTNNB1	EP300
UCHL1	HSP90AA1
UCHL1	UBE2I
UBE2I	ETS1
UCHL1	CDK4
CDK4	MYC
ADRA2A	GNB1
GNB1	MTOR
MTOR	STAT3
MTOR	STAT1
UBE2I	FOS
NPM1	EPAS1
CREBBP	VEGFA
EP300	VEGFA
HIF1A	VEGFA
ARNT	VEGFA
NFKB1	VEGFA
RELA	VEGFA
STAT1	VEGFA
STAT3	VEGFA
EPAS1	VEGFA
ETS1	VEGFA
FOS	VEGFA
JUN	VEGFA
MYC	VEGFA
NFKB1	REL
MYC	CCNB1
