HTR2A	CBL
ATXN1	DAZAP2
AR	TCF7L2
PPP1CA	YAP1
COPS5	NCOA1
NCOA1	TEAD1
FLNA	BSG
BSG	VPS52
VPS52	TEAD4
E2F1	TEAD3
FLNA	DYNC1H1
DYNC1H1	MAX
EPB41L1	ITPR1
ITPR1	BRCA1
BRCA1	CREB5
REL	RELA
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	YWHAQ
YWHAQ	SMURF1
SMURF1	NFIC
GNAI3	GNAI2
GNAI2	NPM1
NPM1	TFAP2A
GNAI3	XPO1
XPO1	E2F4
YWHAQ	HSPB1
HSPB1	HSF1
S1PR1	TRIP6
TRIP6	PTK2
PTK2	TP53
S1PR1	WWP2
WWP2	SMAD7
SMAD7	MYC
TRIP6	CREB5
CREB5	JUN
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	CREB1
YWHAQ	NCOA3
NCOA3	ETS1
WWP2	SMAD3
SMAD3	SP1
CREB5	ATF2
GNAI3	GNAO1
GNAO1	GABBR1
GABBR1	ATF4
TRIP6	SRC
SRC	HDAC3
HDAC3	CREB3
XPO1	ELAVL1
MDFI	PRKAB2
PRKAB2	CREB3L1
SMAD3	HIF1A
E2F1	NFKB1
GNAI3	GNB2
GNB2	STAT3
SMAD3	LEF1
WWP2	UBC
SMAD7	TCF7L2
TRIP6	PYGO2
PYGO2	CTNNB1
YWHAQ	YAP1
YAP1	TEAD1
GNAI3	GNG5
GNG5	GOLGA2
GOLGA2	TEAD4
MDFI	PIDD1
PIDD1	TEAD3
TRIP6	UBE2C
UBE2C	RELA
MDFI	VHL
VHL	HSP90AA1
KAT5	EP300
KAT5	BRCA1
BRCA1	E2F4
KAT5	UBE2I
UBE2I	HSF1
KAT5	TP53
KAT5	MYC
MDFI	PIN1
PIN1	JUN
VHL	SP1
MDFI	CREB5
KAT5	HDAC3
VHL	ELAVL1
VHL	HIF1A
EP300	NFKB1
MDFI	MYOD1
MYOD1	STAT3
KAT5	E2F1
KAT5	RUVBL1
RUVBL1	LEF1
VHL	UBC
UBE2I	TCF7L2
EP300	CTNNB1
MDFI	NAB2
NAB2	YAP1
PRKAB2	GOLGA2
KAT5	MAX
KAT5	RELA
HTR1D	S1PR1
HTR1E	ATP5B
ATP5B	HSP90AA1
HTR1E	PSMC3
PSMC3	TP53
TP53	TFAP2A
PSMC3	AR
PSMC3	STAT1
STAT1	HSF1
HTR1E	PSMC4
PSMC4	PSMC5
PSMC5	MYC
HTR1E	MEOX2
MEOX2	RELA
RELA	JUN
MEOX2	KAT5
TP53	ETS1
PSMC5	SP1
PSMC4	TRAP1
TRAP1	RB1
RB1	ATF2
RELA	ATF4
PSMC4	RBBP4
RBBP4	HDAC3
PSMC4	PSMB5
PSMB5	RND1
RND1	CREB3L2
MEOX2	PRKAB2
PSMC3	HIF1A
PSMC4	PSMD10
PSMD10	NFKB1
RELA	STAT3
PSMC3	RUVBL1
PSMC3	UBC
PSMC4	PSMA3
PSMA3	TCF7L2
AR	CTNNB1
MEOX2	PIN1
PIN1	YAP1
PSMC4	RAD23B
RAD23B	SOX2
PSMC4	SNCAIP
SNCAIP	VPS52
PSMC3	PHB2
PHB2	TEAD3
PSMC3	FOSL1
FOSL1	CREB5
HTR2C	CALM1
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
CALM1	HSPA4
HSPA4	HSF1
HTR2C	DLG4
DLG4	ERBB4
ERBB4	TP53
CALM1	ESR1
ESR1	MYC
DLG4	MDM2
MDM2	JUN
CALM1	AKT1
AKT1	CREB1
DLG4	ACTN2
ACTN2	SP100
SP100	ETS1
ESR1	SP1
MDM2	PML
DLG4	DLG1
DLG1	BTRC
BTRC	ATF4
CALM1	STX8
STX8	CREB3
DLG4	PRKCA
PRKCA	ELAVL1
MDM2	PGRMC1
MDM2	HIF1A
CALM1	DCUN1D1
DCUN1D1	NFKB1
DLG4	ERBB2
ERBB2	STAT3
MDM2	E2F1
DLG4	HGS
HGS	DAZAP2
DAZAP2	LEF1
DAZAP2	TCF7L1
ERBB4	YAP1
HGS	INSR
INSR	TEAD1
MDM2	GOLGA2
YAP1	TEAD3
CALM1	TCF3
TCF3	MAX
MDM2	TRIM23
TRIM23	CREB5
MDM2	RELA
HTR6	COPS5
COPS5	HSP90AA1
HTR6	CLTC
CLTC	EP300
HTR6	ATM
ATM	BRCA1
ATM	DAXX
DAXX	HSF1
ATM	TP53
EP300	MYC
COPS5	JUN
ATM	CREB1
EP300	SP1
ATM	ATF2
CREB3	CREB3L2
ATM	HIF1A
COPS5	NFKB1
HTR6	MTOR
MTOR	STAT3
ATM	E2F1
ATM	SMAD7
SMAD7	LEF1
CLTC	HGS
DAXX	TCF7L2
COPS5	CTNNB1
HTR6	TTI1
TTI1	YAP1
EP300	GOLGA2
CLTC	PHB2
EP300	MAX
ATM	RELA
HTR7	CUL3
CUL3	HSP90AA1
CUL3	NPM1
CUL3	TRIM28
TRIM28	E2F4
CUL3	SMARCA4
SMARCA4	HSF1
CUL3	YWHAZ
CUL3	APP
CUL3	ATF2
ATF2	JUN
ATF2	CREB1
CUL3	DAXX
DAXX	ETS1
CUL3	CTNNB1
ATF2	ATF4
CUL3	HCFC1
HCFC1	CREB3
CUL3	ELAVL1
CUL3	PGRMC1
CUL3	NFKB1
CUL3	RPA2
RPA2	STAT3
CUL3	YWHAQ
CUL3	PEF1
PEF1	DAZAP2
CUL3	HLA-DMB
HLA-DMB	TEAD1
CUL3	GRB2
CUL3	KAT5
CUL3	KPNA2
KPNA2	RELA
DRD1	RANBP9
RANBP9	ESR1
ESR1	SMURF1
RANBP9	APP
MYC	TFAP2A
RANBP9	AR
RANBP9	UBE2I
ESR1	TP53
RANBP9	NR3C1
NR3C1	JUN
NR3C1	CREB1
UBE2I	ETS1
RANBP9	THRB
THRB	ATF2
ESR1	EP300
RANBP9	COPS5
ESR1	HIF1A
NR3C1	NFKB1
ESR1	STAT3
ESR1	E2F1
ESR1	SMAD2
SMAD2	LEF1
APP	HGS
RANBP9	TP73
TP73	YAP1
ESR1	NCOA1
ESR1	GOLGA2
RANBP9	PPP1CC
PPP1CC	MAX
ESR1	BRCA1
ESR1	RELA
DRD5	GNA12
GNA12	HSP90AA1
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	EP300
GNA13	RDX
RDX	ENO1
ENO1	E2F4
HSP90AA1	HSF1
HSP90AA1	TP53
GNA12	APP
GNA13	PTK2B
PTK2B	VAV1
VAV1	JUN
EP300	CREB1
HSP90AA1	SP1
EP300	ATF2
GNA13	ARHGEF11
ARHGEF11	RHOA
RHOA	SHMT2
SHMT2	CREB3
ARHGEF11	PLXNB1
PLXNB1	RND1
GNA13	PRKAR2A
PRKAR2A	RUNX1T1
RUNX1T1	CREB3L1
HSP90AA1	HIF1A
HSP90AA1	STAT3
EP300	E2F1
RHOA	SMAD2
MAP3K5	MAP3K7
MAP3K7	DAZAP2
MAP3K5	DAXX
PTK2B	EGFR
EGFR	CTNNB1
MAP3K5	USP9X
USP9X	YAP1
VAV1	INSR
PTK2B	GRB2
HSP90AA1	MAX
MAP3K5	TRAF2
TRAF2	CREB5
EP300	RELA
DRD3	EPB41L1
EPB41L1	COPS3
COPS3	HSP90AA1
DRD3	GIPC1
GIPC1	SH3BP4
SH3BP4	TFAP2A
DRD3	RDX
RDX	HSPA4
COPS5	TP53
GIPC1	MCM7
MCM7	FHL2
FHL2	CREB1
GIPC1	ACTN1
ACTN1	PIAS4
PIAS4	ETS1
MCM7	RB1
RB1	SP1
GIPC1	OGT
OGT	RELA
EPB41L1	PSMB5
MCM7	HIF1A
RB1	STAT3
DRD3	USP48
USP48	UBC
UBC	E2F1
PIAS4	LEF1
APP	FBLN1
FBLN1	TCF7L2
ENO1	YAP1
MCM7	TRIM27
ACTN1	KDM5C
KDM5C	MAX
DRD4	GRB2
DRD4	ARRB2
ARRB2	NPM1
ARRB2	TRIM28
DRD4	STUB1
STUB1	HSF1
STUB1	TP53
STUB1	MYC
ARRB2	MAP2K4
MAP2K4	JUN
ARRB2	AKT1
ARRB2	MAPK1
MAPK1	SP1
MAPK1	ATF2
ARRB2	NFKBIA
NFKBIA	ATF4
JUN	CREB3
ARRB2	RPA1
RPA1	ELAVL1
RPA1	PGRMC1
STUB1	HIF1A
NFKBIA	NFKB1
ARRB2	CAPN1
CAPN1	STAT3
ARRB2	YWHAQ
ARRB2	ALYREF
ALYREF	LEF1
ARRB2	HGS
GRB2	FUS
FUS	TCF7L2
ARRB2	DYNC1H1
STUB1	RELA
ADRA1B	AP2M1
AP2M1	EEF1A1
EEF1A1	HSP90AA1
AP2M1	EPS15
EPS15	TFAP2A
AP2M1	BCR
BCR	RB1
RB1	E2F4
EEF1A1	CBS
CBS	HSF1
BCR	TP53
AP2M1	CSNK2B
CSNK2B	MYC
AP2M1	AP1G1
AP1G1	JUN
AP2M1	CLTC
AP2M1	SFPQ
SFPQ	SP1
AP2M1	RUVBL2
RUVBL2	ATF2
AP2M1	STX8
CSNK2B	PRKAB2
EP300	HIF1A
EP300	STAT3
AP2M1	UBC
EEF1A1	RUVBL1
EEF1A1	FUS
AP2M1	CHD8
CHD8	CTNNB1
AP2M1	RALBP1
RALBP1	AMOTL2
AMOTL2	YAP1
AP2M1	DVL2
DVL2	WWTR1
WWTR1	TEAD1
AP2M1	PER1
PER1	VPS52
EPS15	TRAF2
AP2M1	HSPA8
ADRA2A	UCHL1
UCHL1	HSP90AA1
ADRA2A	GNAI2
GNAI2	GNAI3
UCHL1	UBE2I
UCHL1	TP53
UCHL1	CDK4
CDK4	MYC
GNAI2	ITCH
ITCH	JUN
TP53	CREB1
UCHL1	CTNNB1
ADRA2A	GNAO1
GNAO1	RGS20
RGS20	RUVBL2
UCHL1	COPS5
GNAI2	MDFI
ADRA2A	GNB1
GNB1	MTOR
UCHL1	UBC
GNAI2	PLSCR1
PLSCR1	DAZAP2
GNAO1	CACNA1B
CACNA1B	UBE2L3
UBE2L3	YAP1
GNAI2	GNG5
RGS20	CREB5
NPM1	RELA
ADRA2B	UCHL1
CTNNB1	BRCA1
UBE2I	JUN
ADRA2B	EIF2B1
EIF2B1	HNRNPL
HNRNPL	HMGA1
HMGA1	ATF2
EIF2B1	GORASP2
GORASP2	SHMT2
EIF2B1	GCD2
GCD2	TSA1
TSA1	YAP1
GORASP2	GOLGA2
UBE2I	SUMO2
SUMO2	TEAD3
TP53	RELA
ADRA2C	UCHL1
ADRA2C	EIF2B1
CHRM1	GPRASP2
GPRASP2	AGO2
AGO2	HSP90AA1
GPRASP2	TXN
TXN	TP53
GPRASP2	AP1M1
AP1M1	BRCA1
CHRM1	GPRASP1
GPRASP1	OPRD1
OPRD1	HSPA4
GPRASP2	EIF3E
EIF3E	FBXW7
FBXW7	MYC
GPRASP2	AP1G1
GPRASP2	RPS6KA5
RPS6KA5	CREB1
TXN	NFKB1
NFKB1	SP1
EIF3E	ATM
JUN	ATF4
TXN	COPS5
AGO2	ELAVL1
GPRASP2	CCDC8
CCDC8	PGRMC1
HSPA4	HIF1A
OPRD1	SIAH1
SIAH1	STAT3
GPRASP2	CDC73
CDC73	CTNNB1
TXN	UBQLN4
UBQLN4	DAZAP2
ELAVL1	TCF7L2
TXN	PRDX1
PRDX1	YAP1
TXN	NR3C1
NR3C1	NCOA1
EIF3E	TRIM27
GPRASP2	KEAP1
KEAP1	PIDD1
GPRASP2	AGO1
AGO1	RELA
CHRM2	SET
SET	NR3C1
NR3C1	HSP90AA1
SET	TP53
SET	XPO1
CHRM2	GPRASP1
SET	APP
TP53	SP1
APP	MAPK8
MAPK8	ATF2
SET	CCNB1
CCNB1	EP300
CHRM2	Set
Set	Cdk4
Cdk4	OS9
OS9	CREB3
APP	CUL3
TP53	HIF1A
NR3C1	STAT3
Set	Mib2
Mib2	UBC
NR3C1	SMAD3
Set	Csnk1e
Csnk1e	Ctnnb1
Ctnnb1	TCF7L2
SET	CDK5R1
CDK5R1	CTNNB1
XPO1	YAP1
SET	GZMA
GZMA	GOLGA2
SET	FTH1
FTH1	MAX
TP53	BRCA1
CCNB1	RELA
CHRM3	CSNK1A1
CSNK1A1	HSP90AA1
CHRM3	SET
CSNK1A1	HSPA4
CSNK1A1	NFKBIA
CSNK1A1	MDM2
LEF1	BIRC5
TCF7	BIRC5
TCF7L2	BIRC5
TCF7L1	BIRC5
JUN	CCND3
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF4	PCNA
CREB3L2	PCNA
CREB3L1	PCNA
CREB5	PCNA
NFKB1	HIF1A
RELA	HIF1A
STAT3	HIF1A
YAP1	BIRC5
YAP1	CCND3
LEF1	CCND3
TCF7	CCND3
TCF7L2	CCND3
TEAD1	BIRC5
TEAD1	CCND3
TEAD4	BIRC5
TEAD4	CCND3
TEAD3	BIRC5
TEAD3	CCND3
TCF7L1	CCND3
STAT3	CCND3
HSF1	HSPA1A
HSF1	HSPA8
TP53	RRM2
ETS1	CDK4
JUN	CDK4
MAX	CKS1B
MYC	CDK4
MYC	CKS1B
MAX	CDK4
SP1	CDK1
TP53	MKI67
HIF1A	BNIP3
E2F4	CAV1
SP1	CAV1
TP53	CAV1
MYC	CCNB1
TFAP2A	CCNB1
SP1	CD14
MYC	CDC25A
E2F1	CDC25A
E2F4	CDC45
E2F1	CDC45
E2F4	CDC6
E2F4	CDK1
TP53	CHEK1
ETS1	DNTT
NFIC	HSPA1A
TFAP2A	HSPA1A
SP1	HSPA8
E2F4	PCNA
TP53	PCNA
E2F4	POLE2
NFIC	POLE2
E2F4	RBL1
JUN	TFPI2
NFIC	TFPI2
NFKB1	TFPI2
SP1	TFPI2
E2F4	TK1
