HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	ALYREF
ALYREF	LEF1
ARRDC3	HGS
HGS	DAZAP2
DAZAP2	TCF7
DAZAP2	TCF7L2
DAZAP2	TCF7L1
ARRDC3	ITCH
ITCH	JUN
ARRB2	AKT1
AKT1	RARA
ARRDC3	NEDD4
NEDD4	SMAD2
SMAD2	RARB
NEDD4	ARID1A
ARID1A	RARG
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	PRMT5
PRMT5	RELA
AKT1	CREB1
ARRB2	MAPK1
MAPK1	SP1
ARRB2	YWHAQ
YWHAQ	YAP1
HGS	INSR
INSR	TEAD1
ARRDC3	OTUB2
OTUB2	TRIM27
TRIM27	TEAD4
ARRDC3	ADRB2
ADRB2	PHB2
PHB2	TEAD3
MAPK1	JUND
ADRB2	STAT3
ARRB2	STAT1
NEDD4	SMAD3
ARRB2	NPM1
NPM1	TFAP2A
ITCH	TP53
TP53	ETS1
ARRDC3	WWP1
WWP1	SMAD4
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRB2	CAPN1
CAPN1	HIF1A
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	POLR2E
POLR2E	FOS
ARRB2	MAPK9
MAPK9	JUNB
SMAD2	ETV4
ARRB2	UBC
UBC	ATF6
ARRB2	IGF1R
IGF1R	ESR1
NEDD4	PPARG
ARRB2	HNRNPD
HNRNPD	MYC
ARRB2	CDK3
CDK3	PPARA
ARRB2	HDAC2
HDAC2	PPARD
ARRB2	RPA1
RPA1	TRIP12
TRIP12	PTF1A
PTF1A	RBPJL
ITCH	NOTCH1
NOTCH1	RBPJ
HGS	EGFR
EGFR	SOS1
EGFR	SOS2
ARRB2	XRCC6
XRCC6	POU2F1
MAPK1	STAT5A
INSR	STAT5B
ADRB2	STAT4
ATF6B	FOS
ATF4	FOS
GLI2	WNT2B
GLI2	WNT9B
GLI3	WNT16
GLI3	BMP2
STAT5B	BCL2L1
CREB1	PER2
ARNTL	PER1
ARNTL	RORC
CLOCK	BHLHE41
CLOCK	PER2
CLOCK	NR1D1
FOSB	NFKB1
TCF7	BIRC5
MAPK14	CXCL1
CTNNB1	CCND2
MAPK8	JUN
MAPK10	SMAD4
CREBBP	ANGPT4
CREBBP	PFKFB4
EP300	ANGPT4
EP300	PFKFB4
HIF1A	ANGPT4
ARNT	EDN1
ARNT	ENO2
ARNT	FIGF
ARNT	SLC2A1
ARNT	TIMP1
ARNT	VEGFB
RELA	HIF1A
YAP1	CTGF
YAP1	GLI2
YAP1	ID3
YAP1	ITGB2
YAP1	CCND1
YAP1	AXIN2
YAP1	CCND2
WWTR1	FGF1
WWTR1	AREG
WWTR1	AREGB
SMAD1	ID4
SMAD3	CTGF
SMAD4	ID2
TCF7	SNAI2
TCF7	CCND2
TCF7L2	SOX2
TCF7L2	CCND3
TEAD1	GLI2
TEAD1	SOX2
TEAD4	AXIN1
TEAD3	CTGF
TEAD3	BIRC5
TEAD3	AXIN2
TP73	BBC3
TCF7L1	AXIN2
TEAD2	CTGF
TEAD2	CCND1
STAT4	SOCS2
STAT5B	SOCS1
RELA	PTGS2
RELB	CCL19
PIK3CD	AKT3
PIK3R1	PDPK1
RXRA	SLC27A1
RXRA	LPL
RXRG	EHHADH
IRF7	IFNA8
CREB1	CD74
MAPK14	IL12A
MAPK14	IL23A
MYD88	IFNA4
NFYA	HLA-DOA
MAPK8	TNF
MAPK11	IL12A
RFX5	HLA-DQB1
RFX5	HLA-DRA
RFXAP	HLA-DQA1
RFXAP	HLA-DQA2
RFXAP	HLA-DRA
RFXAP	HLA-DRB1
RFXAP	HLA-DRB3
RFXAP	HLA-DRB4
RFXAP	HLA-DRB5
MAPK12	IL1A
MAPK12	IL1B
EGR1	ABCB1
EGR2	ABCB1
ETS1	ABCB1
HIF1A	ABCB1
NFKB1	ABCB1
E2F1	APAF1
TP53	APCS
SP1	APEX1
USF1	APEX1
EGR1	APOA1
NFIC	ARG1
ATF3	ASNS
STAT5A	EGFR
STAT5B	EGFR
TFAP2A	EGFR
JUN	F3
RELA	FN1
ESR1	FOS
ESR2	FOS
FLI1	FOS
STAT3	FOS
ETS2	FOSL1
JUN	FOSL1
JUND	FOSL1
SP1	FOSL1
CEBPD	IL1B
CREB1	IL1B
RELA	IL2RA
STAT1	IL2RA
STAT3	IL2RA
SP1	KRT5
TFAP2A	KRT5
SP1	LCAT
SP3	LCAT
ETS1	LCK
ATF1	LDHA
CREB1	LDHA
SP1	LDHA
CREM	LDHC
EGR1	LHB
SP3	LHB
PPARA	LIPA
PPARD	LIPA
POU2F2	MYC
ETS1	PRL
CEBPD	PTGS2
POU2F2	SPP1
NFIC	STMN1
JUN	TFF1
NFKB1	TFPI2
ERG	TNNC1
JUN	TNNC1
SMAD3	TNNC1
SP3	TNPO1
JUN	TSHB
POU2F1	TXNRD1
TP53	TYMS
CEBPA	UBE2L3
NFIC	VWF
