ACHE	COL1A1
Nr0b2	RXRG
Tuba1a	SNCA
SNCA	ELK1
Mapk1	Atf2
Atf2	CEBPA
OS9	VCP
HIF1A	JUN
HIF1A	STAT3
RELA	POU2F1
1-Dec	PPP1CA
PPP1CA	YAP1
HSP90AA1	ZBTB17
TP53	PIAS2
UBE2D3	RNF14
RNF14	LEF1
RELA	USF2
Nr0b2	ESR1
Rac1	Jra
Jra	Egfr
Egfr	STAT1
TP53	TFAP2A
Traf6	Ubc
Ubc	Dlg4
Dlg4	SOS1
ESR1	SOS2
dsh	MED23
MED23	CEBPB
CEBPB	RARB
Traf6	Akt1
Akt1	HTT
HTT	ETV4
NFKB1	REL
Stub1	HSP82
HSP82	ATF1
ECSIT	MAP3K7
MAP3K7	DAZAP2
Mapk1	PARP1
PARP1	TCF7L2
HIF1A	CTNNB1
Rac1	robo
robo	Nedd4
Nedd4	PPARD
RXRG	SRF
TP53	TOP1
TP53	SMAD3
OS9	SERPINA1
SERPINA1	SMAD4
TP53	SMAD2
HDAC6	ATF3
Dlg4	PAX6
TP53	NCOA1
NCOA1	TEAD1
UBE2D3	TRIM27
HIF1A	WWTR1
WWTR1	TEAD3
HIF1A	RB1
RB1	TFDP2
UBE2D3	MDM2
1-Dec	NONO
TP53	TFDP1
Ubc	MYC
RELA	SP3
Traf6	Ikbkg
Ikbkg	TNIP1
TNIP1	RARG
Pak	EcR
EcR	COPS2
COPS2	AR
TRIM27	NFYC
ECSIT	APP
TP53	NCL
OS9	BSG
OS9	EGLN1
EGLN1	EPAS1
Stub1	HSPA4
HSPA4	ERG
PARP1	E2F1
Rac1	Dcr-1
Dcr-1	AGO2
AGO2	ELAVL1
ELAVL1	E2F2
RELA	FOS
BRCA1	PGR
NFKB1	STAT5A
Nedd4	EGFR
EGFR	STAT5B
Traf6	Arrb2
Arrb2	ADRB2
ADRB2	STAT4
TP53	STAT6
Stub1	SKP2
SKP2	FOXO3
CHRNA4	YWHAH
YWHAH	YWHAZ
YWHAZ	TP53
YWHAH	ABL1
ABL1	NFKBIA
NFKBIA	ATF4
ABL1	CREB1
YWHAZ	HDAC4
YWHAZ	COPS5
YWHAH	HNRNPK
HNRNPK	NXF1
NXF1	ATF6B
HNRNPK	ELAVL1
YWHAH	BAD
BAD	CREB3L3
CREB3L3	CREB3L1
ABL1	BRCA1
BRCA1	CREB5
YWHAH	SNRPE
SNRPE	HSP90AA1
YWHAZ	CTNNB1
CTNNB1	SP1
COPS5	NFKB1
YWHAZ	ENO1
ENO1	E2F4
YWHAH	ING1
ING1	CREBBP
YWHAH	PAK2
PAK2	EP300
CTNNB1	HIF1A
CTNNB1	PPARG
YWHAZ	PRMT5
PRMT5	RELA
YWHAZ	AJUBA
AJUBA	RARA
YWHAH	CBL
CBL	SRC
SRC	RXRA
YWHAH	YWHAG
YWHAG	AKAP13
AKAP13	RXRB
AJUBA	RXRG
YWHAZ	APP
YWHAZ	NFATC4
NFATC4	CEBPA
YWHAZ	TNFAIP3
TNFAIP3	NFKB2
ABL1	JUN
YWHAZ	PRKCD
PRKCD	STAT3
YWHAH	TLX2
TLX2	POU2F1
ABL1	YAP1
CTNNB1	LEF1
BRCA1	USF2
YWHAH	IRS1
IRS1	ESR1
PRKCD	FLI1
YWHAH	PIK3CA
PIK3CA	STAT1
CBL	SOS1
IRS1	GRB2
GRB2	SOS2
PIK3CA	SMAD2
YWHAZ	RFWD2
RFWD2	ETV4
YWHAH	PARK2
PARK2	REL
YWHAH	SNCAIP
SNCAIP	CSNK2A1
YWHAZ	UBC
UBC	DAZAP2
CTNNB1	TCF7L2
CTNNB1	PPARD
CBL	MAPK8
MAPK8	ELK4
CTNNB1	TCF3
CREB1	CREM
CBL	SMAD3
YWHAH	CYFIP2
CYFIP2	SMAD4
TP53	ATF3
SMAD3	PAX6
YWHAZ	WWTR1
WWTR1	TEAD1
SNCAIP	VPS52
VPS52	TEAD4
ABL1	RB1
RFWD2	JUND
MAPK8	SPI1
PAK2	MYC
AJUBA	RARG
YWHAH	CDC25B
CDC25B	AR
YWHAZ	CDC25A
CDC25A	NFYA
SMAD3	NFYC
HNRNPK	NCL
YWHAH	RAF1
RAF1	RFXANK
HSP90AA1	EPAS1
CBL	HSPA8
YWHAZ	YWHAQ
YWHAQ	E2F1
YWHAZ	BCAR1
BCAR1	E2F2
RB1	E2F3
ABL1	FOS
YWHAZ	XRCC6
IRS1	INSR
INSR	STAT5A
INSR	STAT5B
HSP90AA1	STAT2
CBL	MAPK14
YWHAZ	FOXO3
CHRNA7	FYN
FYN	NR3C1
NR3C1	TP53
FYN	BCL3
BCL3	EP300
EP300	ATF4
NR3C1	CREB1
EP300	ATF2
BCL3	COPS5
FYN	ITCH
ITCH	PTCH1
PTCH1	ATF6B
FYN	CTNNB1
CTNNB1	ELAVL1
EP300	DDIT3
BCL3	FOS
FOS	CREB5
FYN	HSP90AA1
BCL3	NFKB1
CTNNB1	BRCA1
FYN	ENO1
CTNNB1	CREBBP
NR3C1	RELA
EP300	RARA
BCL3	RXRA
FYN	SNCA
FOS	CEBPA
BCL3	NFKB2
FYN	IL1B
IL1B	EGR1
BCL3	JUN
BCL3	STAT3
ENO1	YAP1
BCL3	CTBP1
CTBP1	PIAS2
CTNNB1	ESR1
BCL3	CTBP2
CTBP2	FLI1
BCL3	STAT1
NR3C1	ETS2
FYN	CSF1R
CSF1R	SOS1
CSF1R	GRB2
BCL3	NCOA1
NCOA1	RARB
FYN	GNB2L1
GNB2L1	TP63
TP63	ETV4
GRB2	REL
LEF1	DAZAP2
BCL3	KAT5
KAT5	SRF
BCL3	HDAC1
NR3C1	SMAD3
ITCH	SMAD2
SNCA	VPS52
CTBP2	TEAD3
FYN	FAS
FAS	RB1
FYN	PRKCQ
PRKCQ	JUND
FYN	VAV1
VAV1	SPI1
FYN	CDK1
CDK1	TFDP1
HSP90AA1	MYC
NCOA1	RARG
CTNNB1	AR
BCL3	GTF2A1
GTF2A1	NFYA
GRB2	NFYB
BCL3	TBP
TBP	NFYC
CTNNB1	APP
NR3C1	NCL
FYN	RAF1
BCL3	HSPA4
FYN	CDH1
CDH1	E2F1
CTNNB1	YWHAZ
FYN	FGFR2
FGFR2	PGR
FYN	JAK2
JAK2	STAT5A
STAT3	STAT6
CTNNB1	SOX2
SOX2	HOXA5
CTNNB1	FOXO3
CHRNA9	CHEK1
CHEK1	TP53
CHRNA9	EIF2AK3
EIF2AK3	NFE2L2
NFE2L2	ATF4
CHRNA9	POM121
POM121	BRCA1
BRCA1	CREB1
CHRNA9	RER1
RER1	SPF1
SPF1	ATF2
CHRNA9	KIF5B
KIF5B	COPS5
CHRNA9	ATF6B
KIF5B	PSMB5
PSMB5	RND1
RND1	CREB3L2
CHRNA9	PBXIP1
PBXIP1	MDFI
MDFI	PRKAB2
CHEK1	RELA
BRCA1	SP1
BRCA1	E2F4
NFE2L2	CREBBP
EIF2AK3	HSPA5
HSPA5	EP300
BRCA1	HIF1A
BRCA1	ARNT
CHEK1	RB1
RB1	PPARG
CHEK1	HSP90AA1
CHEK1	AKT1
AKT1	RARA
RELA	RXRA
MDFI	NR1H2
NR1H2	RXRB
CHEK1	CUL1
CUL1	RXRG
CHRNA9	KLC4
KLC4	APP
CHEK1	CDKN1A
RELA	NFKB2
RELA	EGR1
BRCA1	JUN
RB1	STAT3
BRCA1	POU2F1
CHRNA9	FAM189B
FAM189B	YAP1
POM121	PAXIP1
PAXIP1	PIAS2
CHRNA9	YKT6
YKT6	FKBP1A
FKBP1A	SMAD7
SMAD7	LEF1
BRCA1	ESR1
CHRNA9	MAVS
MAVS	STAT1
BRCA1	TFAP2A
HSPA5	NCK1
NCK1	SOS1
CHRNA9	KIF5A
KIF5A	DTNB
DTNB	ABI2
NFE2L2	NCOR2
NCOR2	RARB
RER1	HAP1
HAP1	HTT
BRCA1	ETS1
BRCA1	CEBPB
KLC4	NUCB1
NUCB1	REL
RER1	GAS1
GAS1	ATF1
KIF5B	TAX1BP1
TAX1BP1	DAZAP2
CHEK1	MEN1
MEN1	TCF7L2
BRCA1	CTNNB1
CHEK1	CSNK2A1
CSNK2A1	SRF
YKT6	SEC17
SEC17	TOP1
CREBBP	CREM
BRCA1	SMAD3
COPS5	SMAD4
RELA	ATF3
RER1	VPS52
COPS5	JUND
YKT6	ARF1
ARF1	SPI1
RB1	TFDP1
NFE2L2	MYC
BRCA1	AR
BRCA1	NFYA
YKT6	ACT1
ACT1	TAF11
TAF11	NFYC
CHRNA9	DNAJC30
DNAJC30	NDUFA7
NDUFA7	RFX5
COPS5	NCL
HSPA5	RAF1
FAM189B	HSPA8
BRCA1	E2F1
RB1	E2F2
YKT6	UBE2V1
UBE2V1	YWHAZ
BRCA1	STAT5A
ARF1	ELP2
ELP2	STAT5B
YKT6	TKT
TKT	STAT4
POM121	RBPMS
RBPMS	RBFOX2
RBFOX2	HOXA5
AKT1	FOXO3
CHRNB3	TYRO3
TYRO3	SRC
SRC	TP53
SRC	CREBBP
CREBBP	ATF4
CREBBP	CREB1
CREBBP	ATF2
SRC	HDAC3
SRC	GRB2
GRB2	RBM33
RBM33	ATF6B
SRC	SNCA
SNCA	Dynll1
Dynll1	CREB3L2
SRC	BCAR1
BCAR1	FXYD6
FXYD6	CREB3L1
TYRO3	PIK3R1
PIK3R1	BRCA1
RXRA	PPARA
SRC	STAT3
STAT3	SP1
STAT3	NFKB1
SRC	AR
AR	E2F4
PIK3R1	EP300
STAT3	HIF1A
CREBBP	PPARG
GRB2	HSP90AA1
STAT3	RELA
CREBBP	RARA
SRC	THRB
THRB	RXRB
THRB	RXRG
CREBBP	ELK1
STAT3	CDKN1A
STAT3	NFKB2
CREBBP	EGR1
STAT3	JUN
TYRO3	HDLBP
HDLBP	XRCC5
XRCC5	POU2F1
SRC	ENO1
AR	PIAS2
STAT3	SMAD1
SMAD1	LEF1
SRC	ESR1
SRC	STAT1
CREBBP	ETS2
GRB2	SOS1
STAT3	NCOA1
GRB2	HTT
CREBBP	ETS1
SRC	EGFR
EGFR	CEBPB
CREBBP	ATF1
SRC	PLSCR1
PLSCR1	DAZAP2
AR	TCF7L2
EGFR	CTNNB1
STAT3	HDAC2
CREBBP	SRF
CREBBP	TCF3
CREBBP	SMAD3
AR	SMAD4
CREBBP	SMAD2
AR	PAX6
GRB2	TRIM27
GRB2	AP4S1
AP4S1	TEAD3
STAT3	RB1
SRC	MDM2
HDAC3	SPI1
CREBBP	TFDP1
CREBBP	MYC
CREBBP	SP3
SRC	ARRB2
ARRB2	GAPDH
TYRO3	KRTAP10-7
KRTAP10-7	APP
SRC	EPS8
EPS8	RFXAP
SRC	RAF1
SRC	EGLN1
SRC	NEDD4
ESR1	E2F1
ARRB2	PTGES3
CREBBP	FOS
STAT3	PGR
EGFR	STAT5A
EGFR	STAT2
STAT3	TRIM28
SRC	CBL
MDM2	FOXO3
CHRNB4	Ubqln1
RARA	CCNA1
CREB3	CRH
CREB3	NPY
CREB1	CRH
CREB1	NPY
ATF2	CRH
ATF2	NPY
ATF6B	CRH
ATF6B	NPY
ATF4	CRH
ATF4	NPY
CREB3L2	CRH
CREB3L2	NPY
CREB3L1	CRH
CREB3L1	NPY
CREB5	CRH
CREB5	NPY
NR3C2	ATP1B1
CREB3	FOS
CREB1	FOS
ATF2	FOS
ATF6B	FOS
ATF4	FOS
CREB3L2	FOS
CREB3L1	FOS
CREB5	FOS
NFKB1	BIRC2
NFKB1	BIRC3
RELA	BIRC2
RELA	BIRC3
E2F1	CCNE2
E2F2	CCNE2
E2F3	CCNE2
SMAD2	CDKN1A
SMAD2	CDKN2B
SMAD3	CDKN1A
SMAD3	CDKN2B
SMAD4	CDKN1A
SMAD4	CDKN2B
TFDP1	CCNE2
TFDP2	CCNE2
TP53	CDKN1A
TP53	GADD45A
ZBTB17	CDKN2B
JUN	CDK5
ELK1	BIRC2
ELK1	BIRC3
ELK1	CCND3
JUN	CCND3
CREB3	PCNA
CREB1	PCNA
ATF2	PCNA
ATF6B	PCNA
ATF4	PCNA
CREB3L2	PCNA
TP53	CDKN1B
CREB3L1	PCNA
CREB5	PCNA
CREBBP	CDKN1A
CREBBP	CDKN1B
CREBBP	ENO2
CREBBP	GAPDH
CREBBP	ANGPT2
CREBBP	LDHA
CREBBP	SERPINE1
CREBBP	TIMP1
CREBBP	VEGFB
EP300	CDKN1A
EP300	CDKN1B
EP300	ENO2
EP300	GAPDH
EP300	ANGPT2
EP300	LDHA
EP300	SERPINE1
EP300	TIMP1
EP300	VEGFB
HIF1A	CDKN1A
HIF1A	CDKN1B
HIF1A	ENO2
HIF1A	GAPDH
HIF1A	ANGPT2
HIF1A	LDHA
HIF1A	SERPINE1
HIF1A	TIMP1
HIF1A	VEGFB
ARNT	CDKN1A
ARNT	CDKN1B
ARNT	ENO2
ARNT	GAPDH
ARNT	ANGPT2
ARNT	LDHA
ARNT	SERPINE1
ARNT	TIMP1
ARNT	VEGFB
YAP1	BIRC2
YAP1	ITGB2
YAP1	SERPINE1
YAP1	CCND3
WWTR1	ITGB2
WWTR1	SERPINE1
SMAD2	SERPINE1
SMAD3	SERPINE1
SMAD4	SERPINE1
LEF1	BIRC2
LEF1	CCND3
TCF7	BIRC2
TCF7	CCND3
TCF7L2	BIRC2
TCF7L2	CCND3
TEAD1	BIRC2
TEAD1	CCND3
TEAD4	BIRC2
TEAD4	CCND3
TEAD3	BIRC2
TEAD3	CCND3
TCF7L1	BIRC2
TCF7L1	CCND3
SOS1	SPRY1
SOS1	SPRY4
SOS1	CCND3
SOS2	SPRY1
SOS2	SPRY4
SOS2	CCND3
STAT1	CCND3
STAT2	CCND3
STAT3	CCND3
STAT4	CCND3
STAT5A	CCND3
STAT5B	CCND3
STAT6	CCND3
ELK1	FOS
ELK4	FOS
SRF	FOS
NFKB1	PTGS2
NFKB1	TNFAIP3
NFKB2	ICAM1
RELA	PTGS2
RELA	TNFAIP3
TP53	SESN1
TP53	CD82
TP53	SERPINE1
TP53	RRM2
TP53	TNFRSF10B
TP53	CCNG1
TP53	CCNG2
NFKB1	VEGFB
RELA	VEGFB
STAT1	VEGFB
STAT3	VEGFB
EPAS1	VEGFB
ETS1	VEGFB
FOS	VEGFB
AR	KLK3
JUN	VEGFB
MYC	CKS2
MYC	VEGFB
NFKB1	TRAF5
NFKB2	BIRC2
NFKB2	BIRC3
NFKB2	PTGS2
NFKB2	TRAF5
RELA	TRAF5
PIAS2	CDKN2B
FOXO3	CDKN1B
PPARA	DBI
PPARA	ACSL3
PPARG	FABP4
PPARG	ACSL3
RXRA	DBI
RXRA	FABP4
RXRA	ACSL3
RXRB	DBI
RXRB	FABP4
RXRB	ACSL3
RXRG	DBI
RXRG	FABP4
RXRG	ACSL3
CREBBP	CDKN2B
EP300	CDKN2B
SP1	CDKN2B
SPI1	CD14
CREB1	HLA-DMB
NFKB1	CEBPG
NFYA	HLA-DMB
NFYB	HLA-DMB
NFYC	HLA-DMB
RELA	CEBPG
RFX5	HLA-DMB
RFXAP	HLA-DMB
RFXANK	HLA-DMB
LEF1	MMP7
TCF7	MMP7
TCF7L2	MMP7
TCF7L1	MMP7
CREB1	CD55
TP53	HSP90AB1
NFIC	ALAS1
SP1	APEX1
ATF1	AQP3
CREB1	AQP3
ATF3	ASNS
ATF4	ASNS
TFDP1	CAV1
E2F4	CAV1
SP1	CAV1
TP53	CAV1
MYC	CCNB1
TFAP2A	CCNB1
USF2	CCNB1
SP1	CD14
SP3	CD14
EGR1	CD44
SP1	CD44
NFKB1	CD83
SP1	CD83
SP3	CD83
SP1	CD99
ATF2	CDKN1A
CEBPA	CDKN1A
ESR1	CDKN1A
ETS1	CDKN1A
FLI1	CDKN1A
JUN	CDKN1A
JUND	CDKN1A
PPARG	CDKN1A
SP1	CDKN1A
SP3	CDKN1A
STAT3	CDKN1A
TFAP2A	CDKN1A
RARA	CRABP2
RARB	CRABP2
RARG	CRABP2
ETS1	CSNK2A1
NFIC	CSNK2A1
NFKB1	CSNK2A1
CEBPB	CSRP1
REL	CSRP1
STAT3	CSRP1
NFKB1	FBP1
USF2	FBP1
CEBPA	FN1
CREB1	FN1
EGR1	FN1
NFKB1	FN1
RELA	FN1
ELK3	FOS
ESR1	FOS
ETS2	FOS
ETV4	FOS
FLI1	FOS
STAT1	FOS
STAT3	FOS
BRCA1	GADD45A
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
PPARG	GADD45A
RARA	GADD45A
NFIC	GOT1
CEBPA	GPX4
CREM	GPX4
TFAP2A	GPX4
ATF2	HLA-E
NFIC	HRAS
SP1	HRAS
SP1	HSPA8
CEBPA	ICAM1
CEBPB	ICAM1
CREB1	ICAM1
CREM	ICAM1
JUN	ICAM1
NFKB1	ICAM1
REL	ICAM1
RELA	ICAM1
SPI1	ICAM1
HIF1A	ITGB2
SPI1	ITGB2
NFKB1	KLK3
PGR	KLK3
SP3	KLK3
TP53	KLK3
SP1	KRT18
ATF1	LDHA
CREB1	LDHA
SP1	LDHA
HIF1A	MDK
RARA	MIF
RARB	MIF
RARG	MIF
JUN	MMP7
CEBPA	NFYB
MYC	NME1
TP53	NME1
E2F4	PCNA
BRCA1	PCNA
TP53	PCNA
PAX6	PDHX
ATF2	PLAT
CREB1	PLAT
CREM	PLAT
JUN	PLAT
JUND	PLAT
NFIC	PLAT
TFAP2A	PLAT
TP53	PLK1
CREB1	POLD2
JUN	POLD2
NFIC	POLD2
TFAP2A	POLD2
FLI1	POLR2G
ATF1	PPP2R4
ETS1	PPP2R4
NFKB1	PPP2R4
ATF1	PTGS2
ATF2	PTGS2
ATF4	PTGS2
CEBPB	PTGS2
CREB1	PTGS2
ETV4	PTGS2
PPARG	PTGS2
RARB	PTGS2
REL	PTGS2
TFAP2A	PTGS2
USF2	PTGS2
TP53	PTTG1
EGR1	SERPINE1
EPAS1	SERPINE1
ESR1	SERPINE1
PPARA	SERPINE1
PPARD	SERPINE1
PPARG	SERPINE1
SP1	SERPINE1
USF2	SERPINE1
ETS1	SPP1
ETS2	SPP1
ETV4	SPP1
JUN	SPP1
LEF1	SPP1
POU2F1	SPP1
SP1	SPP1
EGR1	TFPI2
JUN	TFPI2
NFIC	TFPI2
NFKB1	TFPI2
POU2F1	TFPI2
SP1	TFPI2
ATF1	TH
CREB1	TH
CREM	TH
HOXA5	TH
TFAP2A	TH
CREB1	TIMP1
ETS1	TIMP1
ETV4	TIMP1
FOS	TIMP1
JUN	TIMP1
JUND	TIMP1
SMAD3	TIMP1
SMAD4	TIMP1
SP1	TIMP1
STAT1	TIMP1
STAT3	TIMP1
TFAP2A	TIMP1
ERG	VIM
ETV4	VIM
ERG	VWF
ETS1	VWF
ETS2	VWF
NFIC	VWF
NFKB1	VWF
POU2F1	VWF
