HTR2A	CBL
CBL	CTNNB1
CTNNB1	SP1
CBL	GRB2
GRB2	EP300
EP300	TFAP2A
CBL	SMAD3
SMAD3	JUN
HTR2C	CALM1
CALM1	ESR1
ESR1	SP1
HTR2C	LIN7C
LIN7C	APC
APC	TFAP2A
HTR2C	DLG4
DLG4	MDM2
MDM2	JUN
SLC6A4	SNCA
SNCA	MAPK8
MAPK8	SP1
SNCA	APP
APP	MYC
MYC	TFAP2A
MAPK8	JUN
HTR1A	S1PR1
S1PR1	WWP2
WWP2	SMAD3
SMAD3	SP1
S1PR1	GNAI3
GNAI3	GNAI2
GNAI2	NPM1
NPM1	TFAP2A
S1PR1	TRIP6
TRIP6	CREB5
CREB5	JUN
SLC6A2	SNCA
SLC6A2	ACTB
ACTB	EP300
SLC6A3	TGFB1I1
TGFB1I1	SMAD3
SLC6A3	EPS15
EPS15	TFAP2A
ADRA1B	AP2M1
AP2M1	SFPQ
SFPQ	SP1
AP2M1	EPS15
AP2M1	AP1G1
AP1G1	JUN
ADRA2A	UCHL1
UCHL1	CTNNB1
ADRA2A	GNAI2
GNAI2	ITCH
ITCH	JUN
JUN	ALDOA
SP1	ALDOA
TFAP2A	GPX4
SP1	TAF7
TFAP2A	TAF7
