HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	MAPK1
MAPK1	SP1
ARRDC3	NEDD4
NEDD4	ERBB3
ERBB3	EGR1
ARRB2	AKT1
AKT1	CREB1
ARRB2	CAPN1
CAPN1	HIF1A
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	ALYREF
ALYREF	LEF1
ARRDC3	HGS
HGS	DAZAP2
DAZAP2	TCF7
DAZAP2	TCF7L2
DAZAP2	TCF7L1
ARRB2	YWHAQ
YWHAQ	YAP1
HGS	INSR
INSR	TEAD1
ARRDC3	OTUB2
OTUB2	TRIM27
TRIM27	TEAD4
ARRDC3	ADRB2
ADRB2	PHB2
PHB2	TEAD3
ARRB2	PRMT5
PRMT5	RELA
NEDD4	SMAD7
MAPK1	ELK1
ADRB2	STAT3
ARRDC3	ITCH
ITCH	TP53
NFKBIA	NFKB2
ARRB2	NPM1
NPM1	TFAP2A
ARRB2	UBC
UBC	ATF6
ITCH	JUN
ARRB2	HNRNPD
HNRNPD	MYC
MAPK1	STAT5A
INSR	STAT5B
ARRB2	STAT1
STAT1	STAT2
ADRB2	STAT4
ARRB2	EEF1A1
EEF1A1	STAT6
HSP90AA1	NFIC
TP53	ETS1
ARRB2	CSNK2A1
CSNK2A1	ATF1
NFKB1	BIRC2
NFKB1	BIRC3
RELA	BIRC2
RELA	BIRC3
LEF1	MYC
TCF7	MYC
TCF7L2	MYC
TCF7L1	MYC
ELK1	BIRC2
ELK1	BIRC3
ELK1	CCND3
JUN	CCND3
CREBBP	HMOX1
CREBBP	LDHA
EP300	HMOX1
EP300	LDHA
HIF1A	HMOX1
HIF1A	LDHA
ARNT	HMOX1
ARNT	LDHA
YAP1	BIRC2
YAP1	MYC
YAP1	CCND3
LEF1	BIRC2
LEF1	CCND3
TCF7	BIRC2
TCF7	CCND3
TCF7L2	BIRC2
TCF7L2	CCND3
TEAD1	BIRC2
TEAD1	MYC
TEAD1	CCND3
TEAD4	BIRC2
TEAD4	MYC
TEAD4	CCND3
TEAD3	BIRC2
TEAD3	MYC
TEAD3	CCND3
TCF7L1	BIRC2
TCF7L1	CCND3
STAT1	MYC
STAT1	CCND3
STAT2	MYC
STAT2	CCND3
STAT3	MYC
STAT3	CCND3
STAT4	MYC
STAT4	CCND3
STAT5A	MYC
STAT5A	CCND3
STAT5B	MYC
STAT5B	CCND3
STAT6	MYC
STAT6	CCND3
TP53	STEAP3
NFKB2	BIRC2
NFKB2	BIRC3
SP1	COL4A1
CREB1	ARG1
NFIC	ARG1
HIF1A	BNIP3
EGR1	CD44
SP1	CD44
STAT3	CSRP1
CREB1	GSTP1
CREB1	HMOX1
ETS1	HMOX1
NFIC	HMOX1
NFKB1	HMOX1
SMAD7	HMOX1
SP1	HMOX1
STAT3	HMOX1
TFAP2A	HMOX1
SP1	HSPA8
ATF1	LDHA
CREB1	LDHA
SP1	LDHA
MYC	MYC
JUN	MYC
NFKB1	MYC
RELA	MYC
SP1	MYC
TFAP2A	MYC
TP53	MYC
TP53	S100B
ATF6	XBP1
