ACHE	COL1A1
COL1A1	IGFBP3
IGFBP3	FN1
FN1	ELAVL1
ELAVL1	ELK4
FN1	CIRBP
CIRBP	SRF
IGFBP3	GTF3C1
GTF3C1	TOP1
TOP1	ELK3
IGFBP3	IGF1R
IGF1R	TP53
COL1A1	ITGB1
ITGB1	GNB2L1
GNB2L1	HIF1A
COL1A1	SPARC
SPARC	XRCC6
XRCC6	CREBBP
IGFBP3	CD44
CD44	EP300
COL1A1	UBL4A
UBL4A	HSP90AA1
HSP90AA1	ARNT
CD44	STAT3
UBL4A	TXN
TXN	NFKB1
TP53	ETS2
UBL4A	RAB1A
RAB1A	CREB1
UBL4A	APP
APP	ELK1
FN1	SMAD4
SMAD4	ATF2
ITGB1	PTK2
PTK2	STAT1
UBL4A	YWHAE
YWHAE	FOXO3
IGF1R	ESR1
UBL4A	NCL
NCL	SP1
ITGB1	NME1
NME1	GATA1
GATA1	FLI1
FN1	TRIB3
TRIB3	ATF4
ITGB1	RANBP9
RANBP9	COPS5
COPS5	CREB3
ELAVL1	CREB3L2
UBL4A	PGRMC1
PGRMC1	CREB3L1
COL1A1	PDGFB
PDGFB	MDFI
MDFI	CREB5
ITGB1	SEL1L
SEL1L	ERLEC1
ERLEC1	ATF6B
COL1A1	RNH1
RNH1	SDCBP
SDCBP	FOXP2
FOXP2	SP4
ESR1	ESR2
IGF1R	CSK
CSK	JUN
TP53	ETS1
IGF1R	RUVBL1
RUVBL1	LEF1
UBL4A	RPS27A
RPS27A	DAZAP2
DAZAP2	TCF7
COL1A1	NID1
NID1	FBLN1
FBLN1	TCF7L2
ITGB1	ILK
ILK	CTNNB1
CTNNB1	TCF7L1
ITGB1	TUBA1A
TUBA1A	MYC
UBL4A	KPNA2
KPNA2	RELA
HTR2A	CBL
CBL	MAPK8
MAPK8	ELK4
CBL	SMAD7
SMAD7	SRF
CBL	CTNNB1
CTNNB1	TCF3
TCF3	ELK3
CBL	YWHAZ
YWHAZ	TP53
CTNNB1	HIF1A
CTNNB1	CREBBP
CBL	GRB2
GRB2	EP300
EP300	ARNT
CBL	EGFR
EGFR	STAT3
CBL	HSPA4
HSPA4	NFKB1
EP300	ETS2
CBL	ABL1
ABL1	CREB1
MAPK8	ELK1
CBL	SMAD3
SMAD3	ATF2
EGFR	STAT1
CTNNB1	FOXO3
CTNNB1	ESR1
CTNNB1	SP1
CTNNB1	BRCA1
BRCA1	FLI1
EP300	ATF4
CTNNB1	COPS5
CTNNB1	ELAVL1
CBL	MAPK14
MAPK14	DDIT3
DDIT3	CREB3L1
GRB2	KRT15
KRT15	CREB5
GRB2	RBM33
RBM33	ATF6B
CBL	YWHAQ
YWHAQ	E2F1
E2F1	SP4
YWHAQ	ESR2
SMAD3	JUN
EP300	ETS1
CTNNB1	LEF1
CBL	UBC
UBC	DAZAP2
CTNNB1	TCF7L2
MAPK8	MYC
CBL	HSPA8
HSPA8	RELA
CREB3	FOS
CREB1	FOS
ATF2	FOS
ATF6B	FOS
ATF4	FOS
CREB3L2	FOS
CREB3L1	FOS
CREB5	FOS
JUN	CCND1
MYC	CCND1
LEF1	CCND1
TCF7	CCND1
TCF7L2	CCND1
TCF7L1	CCND1
ELK1	CCND1
TP53	CDKN1B
CREBBP	CDKN1B
EP300	CDKN1B
HIF1A	CDKN1B
ARNT	CDKN1B
STAT1	CCND1
STAT3	CCND1
ELK1	FOS
ELK4	FOS
SRF	FOS
TP53	SERPINB5
TP53	BAX
ETS1	CCND1
NFKB1	CCND1
RELA	CCND1
FOXO3	CDKN1B
NFKB1	CEBPG
RELA	CEBPG
LEF1	FOSL1
TCF7	FOSL1
TCF7L2	FOSL1
TCF7L1	FOSL1
SP1	COL4A1
HIF1A	ADM
ATF2	CCND1
CREB1	CCND1
ESR1	CCND1
SP1	CCND1
SP4	CCND1
TP53	CCND1
STAT3	CSRP1
MYC	CSTB
ELK3	FOS
ESR1	FOS
ESR2	FOS
ETS2	FOS
FLI1	FOS
STAT1	FOS
STAT3	FOS
ETS1	FOSL1
ETS2	FOSL1
JUN	FOSL1
SP1	FOSL1
NFKB1	IER3
TP53	PLK1
