GABRA1	PRKCD
PRKCD	TP53
PRKCD	APP
APP	SYVN1
SYVN1	ATF6
PRKCD	STAT3
STAT3	NFKB1
STAT3	RELA
PRKCD	EP300
EP300	SP3
EP300	PPARG
PRKCD	SP1
STAT3	JUN
EP300	CREBBP
STAT3	HIF1A
EP300	ARNT
EP300	TFAP2A
PRKCD	HSP90AA1
HSP90AA1	NR3C2
EP300	ETS1
EP300	SMAD3
HSP90AA1	PPARA
EP300	RXRA
APP	AKAP13
AKAP13	RXRB
PPARG	RXRG
EP300	SMAD4
PRKCD	ELAVL1
ELAVL1	CEBPA
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	UBC
UBC	ATF6
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TP53	RELA
TRAF6	STAT3
SDCBP2	PRPF40A
PRPF40A	SFPQ
SFPQ	SP3
ZCCHC10	PIN1
PIN1	PPARG
TP53	SP1
PIN1	JUN
TP53	CREBBP
TP53	EP300
TRAF6	HIF1A
HIF1A	ARNT
TP53	TFAP2A
TIFA	IRAK1
IRAK1	HSP90AA1
TP53	ETS1
TP53	SMAD3
PRPF40A	UBE2I
UBE2I	PPARA
UBE2I	RXRA
SDCBP2	C1orf35
C1orf35	APP
IRAK1	CUL1
CUL1	RXRG
ZCCHC10	SNIP1
SNIP1	SMAD4
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
GABRA4	APP
APP	MAPK8
MAPK8	TP53
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
MAPK8	STAT3
RELA	SP3
APP	RFX5
RFX5	PPARG
MAPK8	SP1
MAPK8	JUN
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	MCM7
MCM7	HIF1A
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
APP	MYC
MYC	TFAP2A
APP	C9orf41
C9orf41	NR3C2
APP	MAPK7
MAPK7	ETS1
GSK3B	SMAD3
AKAP13	PPARA
GSK3B	RXRA
MAPK8	NR4A1
NR4A1	RXRG
APP	CSNK1D
CSNK1D	SMAD4
MAPK8	CEBPA
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
NOD1	UBC
NOD1	COPS6
COPS6	NFKB1
NOD1	HSP90AA1
HSP90AA1	STAT3
UBC	E2F1
E2F1	SP3
UBC	SFPQ
SFPQ	PPARG
HSP90AA1	SP1
NOD1	CASP9
CASP9	JUN
NOD1	PSMA7
PSMA7	HIF1A
HSP90AA1	ARNT
NOD1	CFLAR
CFLAR	SMAD3
NOD1	CASP2
CASP2	RXRA
HSP90AA1	NR3C1
NR3C1	RXRB
UBC	CUL1
UBC	FHL2
FHL2	SMAD4
UBC	C1QBP
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	TP53
GSK3B	CREB1
CREB1	ATF6
GSK3B	RELA
GSK3B	BCL3
BCL3	STAT3
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP3
GSK3B	CTNNB1
CTNNB1	PPARG
CRX	SP1
GSK3B	JUN
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	GNB2L1
GNB2L1	HIF1A
PRKAB2	PIAS2
PIAS2	ARNT
GSK3B	HSP90AA1
RELA	PPARA
TRAK2	KLC1
KLC1	APP
PRKAB2	MDFI
MDFI	NR1H2
NR1H2	RXRG
PIAS2	SMAD4
PRKAB2	YY1AP1
YY1AP1	CEBPA
GABRB3	MEOX2
MEOX2	RELA
RELA	TP53
GABRB3	PRKACA
PRKACA	CREB1
RELA	NFKB1
RELA	STAT3
GABRB3	PRKCA
PRKCA	PPARG
RELA	SP1
RELA	JUN
RELA	CREBBP
PRKCA	EP300
RELA	HIF1A
PRKACA	HSP90AA1
MEOX2	TGFB1
TGFB1	SMAD3
RELA	RXRA
MEOX2	RARB
RARB	RXRB
RARB	RXRG
RELA	SMAD4
MEOX2	KAT5
KAT5	CEBPA
GABRD	UBQLN1
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	UBC
UBQLN1	APP
UBQLN1	MTOR
MTOR	STAT3
RAD23A	CREBBP
CREBBP	SP3
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	GAPDH
GAPDH	EP300
UBQLN1	RAD23B
RAD23B	HIF1A
UBQLN1	C1QTNF2
C1QTNF2	ARNT
UBQLN1	EPS15
EPS15	TFAP2A
HCVgp1	SMAD3
UBQLN1	UBQLN4
UBQLN4	RXRA
UBQLN1	UBE3A
UBE3A	RARA
RARA	RXRG
UBE3A	CEBPA
GABRE	CUX1
CUX1	EHMT2
EHMT2	TP53
GABRE	ALG9
ALG9	XBP1
XBP1	ATF6
GABRE	HLA-A
HLA-A	STAT3
CUX1	TLE4
TLE4	HDAC1
HDAC1	SP3
GABRE	GPAA1
GPAA1	PIN1
CUX1	CCNA1
CCNA1	SP1
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
CUX1	SATB1
SATB1	EP300
SATB1	PML
PML	ARNT
GABRE	FAM189B
FAM189B	HECW2
HECW2	TFAP2A
CUX1	CDK7
CDK7	HSP90AA1
PIN1	SMAD3
SATB1	UBE2I
GABRE	LSR
LSR	RARG
RARG	RXRA
RARG	RXRB
RARG	RXRG
FAM189B	WWP1
WWP1	SMAD4
CUX1	BIN1
BIN1	MYC
MYC	CEBPA
GABRG2	GABARAP
GABARAP	DVL2
DVL2	TP53
GABARAP	NEDD4
NEDD4	YY1
YY1	ATF6
GABARAP	TAX1BP1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
GABARAP	TBC1D15
TBC1D15	STAT3
GABARAP	ATG7
ATG7	EP300
NEDD4	PPARG
NEDD4	SMAD3
SMAD3	SP1
TAX1BP1	ITCH
ITCH	JUN
SMAD3	CREBBP
GABARAP	SQSTM1
SQSTM1	HIF1A
PPARG	TFAP2A
KEAP1	HSP90AA1
ATG7	SIRT1
SIRT1	PPARA
NEDD4	SRC
SRC	RXRA
PPARG	RXRB
SMAD3	SMAD4
SMAD3	CEBPA
TNFSF11	SRC
SRC	TP53
TNFSF11	EEF1A1
EEF1A1	GTF2I
GTF2I	ATF6
EEF1A1	ABCC2
ABCC2	NFKB1
TNFSF11	EZH2
EZH2	RELA
SRC	STAT3
EZH2	ESR1
ESR1	SP3
EZH2	PPARG
EEF1A1	HSP90AA1
EEF1A1	MDM2
MDM2	JUN
SRC	CREBBP
EEF1A1	DDX17
DDX17	EP300
EEF1A1	GNB2L1
EZH2	BRCA1
BRCA1	TFAP2A
BRCA1	ETS1
EEF1A1	HNRNPK
HNRNPK	SMAD3
TNFSF11	MED24
MED24	PPARA
EEF1A1	NUP214
NUP214	SMAD4
EZH2	ELAVL1
PPARA	CPT1C
PPARA	CPT1B
CREB3L2	BDNF
CREB3L3	NPY
CREB3L3	BDNF
CREB3L1	NPY
GLI2	WNT2B
GLI2	WNT9B
GLI3	WNT16
TCF7	BIRC5
CTNNB1	CCND2
MAPK10	SMAD4
CREBBP	PFKFB4
EP300	PFKFB4
HIF1A	PFKFB4
HIF1A	PFKL
HIF1A	PGF
TEAD3	CTGF
TCF7L2	MITF
JUN	VEGFB
NFKB2	PTGS2
PPARA	NR1H3
PPARG	SORBS1
RXRG	EHHADH
IRF7	IFNA8
MAPK3	IL1A
RFXAP	HLA-DPB1
RFXAP	HLA-DQA2
RFXAP	HLA-DRA
RFXAP	HLA-DRB4
RFXAP	HLA-DRB5
RFXAP	CD74
MAPK12	IL1A
MAPK12	IL1B
