GABRA1	PRKCD
PRKCD	STAT3
STAT3	JUN
PRKCD	SP1
STAT3	NFKB1
STAT3	RELA
STAT3	IL1RAP
IL1RAP	MYD88
PRKCD	EP300
EP300	ATF4
EP300	CREB1
STAT3	NFKB2
EP300	CEBPB
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	JUN
ZCCHC10	TP53
TP53	SP1
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TP53	RELA
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	MYD88
TIFA	IRAK1
IRAK1	BTRC
BTRC	ATF4
TP53	CREB1
TRAF6	STAT3
SDCBP2	PRPF40A
PRPF40A	HNRNPK
HNRNPK	CEBPB
GABRA4	APP
APP	MAPK8
MAPK8	JUN
MAPK8	SP1
APP	GSK3B
GSK3B	NFKB1
APP	EEF1D
EEF1D	RELA
APP	TIRAP
TIRAP	MYD88
APP	PSEN2
PSEN2	APH1A
APH1A	ATF4
APP	KAT5
KAT5	CREB1
APP	HGS
HGS	TSG101
TSG101	NFKB2
GSK3B	CEBPB
GABRB1	NOD1
NOD1	CASP9
CASP9	JUN
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	COPS6
COPS6	NFKB1
NOD1	RNF34
RNF34	TP53
NOD1	UBC
UBC	HDAC6
HDAC6	MYD88
UBC	BTRC
UBC	TSG101
NOD1	CASP8
CASP8	CEBPB
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	JUN
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
GSK3B	RELA
GSK3B	MDM2
MDM2	MYD88
RELA	ATF4
GSK3B	CREB1
PRKAB2	REL
REL	NFKB2
GABRB3	MEOX2
MEOX2	RELA
RELA	JUN
RELA	SP1
RELA	NFKB1
MEOX2	TRAF6
GABRB3	PRKACA
PRKACA	CREB1
RELA	NFKB2
RELA	CEBPB
GABRD	UBQLN1
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	APP
UBQLN1	PSEN2
UBQLN1	ATXN3
ATXN3	CREB1
UBQLN1	VCP
VCP	NFKB2
GABRE	HLA-A
HLA-A	STAT3
GABRE	CUX1
CUX1	CCNA1
CCNA1	SP1
GABRE	BSCL2
BSCL2	PLEKHF2
PLEKHF2	MBIP
MBIP	MYD88
CUX1	SATB1
SATB1	EP300
CUX1	RECQL5
RECQL5	CREB1
CUX1	BIN1
BIN1	MYC
MYC	CEBPB
GABRG2	GABARAP
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	SP1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
GABARAP	SQSTM1
SQSTM1	MYD88
NEDD4	BTRC
NEDD4	AKT1
AKT1	CREB1
TAX1BP1	TNFAIP3
TNFAIP3	NFKB2
SMAD3	CEBPB
TNFSF11	EEF1A1
EEF1A1	MDM2
MDM2	JUN
EEF1A1	HSP90AA1
EEF1A1	ABCC2
ABCC2	NFKB1
TNFSF11	EZH2
EZH2	RELA
EZH2	BRCA1
BRCA1	CREB1
EEF1A1	IKBKG
IKBKG	NFKB2
EEF1A1	HNRNPK
NPAS2	RORC
NPAS2	BHLHE41
NPAS2	BHLHE40
NPAS2	PER3
CLOCK	RORA
CLOCK	RORB
TCF7L2	MYC
MAPK14	IL8
SOS1	SPRY1
SOS1	MYC
USF1	APOC3
USF2	APOC3
SP2	CEACAM1
NFIC	COL1A1
NFKB1	COL1A1
CREB1	IFNG
NFKB1	TP53
PAX2	TP53
PAX5	TP53
PAX8	TP53
CREB1	TRH
STAT3	TRH
SMAD3	ZFP36
