GABRA1	PRKCD
PRKCD	TP53
PRKCD	EP300
EP300	TP73
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
ZCCHC10	PIN1
PIN1	TP73
GABRA4	APP
APP	MAPK8
MAPK8	TP53
APP	KAT5
KAT5	TP73
CHRNA4	YWHAH
YWHAH	YWHAZ
YWHAZ	TP53
YWHAH	ABL1
ABL1	TP73
CHRNA7	FYN
FYN	NR3C1
NR3C1	TP53
FYN	GNB2L1
GNB2L1	TP73
GRIA2	SDCBP
SDCBP	TRIM32
TRIM32	TP53
TRIM32	TP73
GRIK2	SDCBP
GABRB1	NOD1
NOD1	RNF34
RNF34	TP53
RNF34	CDC20
CDC20	TP73
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	TP53
TRAK2	PRKAB2
PRKAB2	GNB2L1
GABRB3	MEOX2
MEOX2	RELA
RELA	TP53
MEOX2	KAT5
GABRD	UBQLN1
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	APP
GABRE	CUX1
CUX1	EHMT2
EHMT2	TP53
GABRE	GPAA1
GPAA1	PIN1
GABRG2	GABARAP
GABARAP	DVL2
DVL2	TP53
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	TP73
GRIN1	GRIN2A
GRIN2A	SRC
SRC	TP53
GRIN1	SPTAN1
SPTAN1	FANCA
FANCA	DAXX
DAXX	TP73
SRC	CREBBP
CREBBP	TP73
GRIN2B	DLG1
DLG1	BTRC
BTRC	TP53
GRIN2B	DLG4
DLG4	MDM2
MDM2	TP73
GRIN2D	NEDD4
NEDD4	IGF1R
IGF1R	TP53
NEDD4	ABL1
GRIN3B	GRIN2A
GLI3	HHIP
SMAD2	CTGF
NFIC	TFPI2
