HTR2A	CBL
GIPC1	MCM7
MCM7	HIF1A
HIF1A	CREBBP
RDX	CTTN
CTTN	EP300
MCM7	RB1
RB1	ARNT
GIPC1	MYO6
MYO6	POLR2A
POLR2A	IRF3
DRD3	MPDZ
DRD3	EPB41L1
GIPC1	OGT
OGT	RELA
MCM7	FHL2
FHL2	CREB1
DRD4	ARRB2
ARRB2	NFKBIA
NFKBIA	NFKB2
ARRB2	CSK
CSK	CREBBP
DRD4	GRB2
DRD4	STUB1
STUB1	HIF1A
ARRB2	MAPK9
MAPK9	IRF3
ARRB2	STAT1
NFKBIA	NFKB1
STUB1	RELA
NFKBIA	RELB
ARRB2	AKT1
ADRA1B	AP2M1
AP2M1	EEF1A1
EEF1A1	IKBKG
IKBKG	NFKB2
AP2M1	APC
APC	CREBBP
AP2M1	CLTC
EP300	HIF1A
AP2M1	HSPA8
AP2M1	BCR
BCR	RAC1
RAC1	RELB
ADRA1D	GOPC
GOPC	RELA
ADRA1D	SNTB2
SNTB2	ABCA1
ABCA1	CREBBP
ADRA1D	DTNA
DTNA	ACTB
ACTB	EP300
RELA	HIF1A
GOPC	KPNA1
KPNA1	STAT1
RELA	NFKB1
ADRA1D	AMFR
AMFR	ATXN3
ATXN3	CREB1
ADRA2A	GNAI2
GNAI2	NUCB1
ADRA2A	UCHL1
UCHL1	CTNNB1
CTNNB1	EP300
UCHL1	HSP90AA1
ADRA2A	GNB1
GNB1	MTOR
UCHL1	COPS5
GNAI2	NPM1
NPM1	RELA
UCHL1	CDK1
CDK1	RELB
UCHL1	TP53
TP53	CREB1
ADRA2B	UCHL1
CTNNB1	BTRC
UCHL1	UBE2I
TP53	RELA
ADRA2C	UCHL1
CHRM1	GPRASP2
GPRASP2	TXN
TXN	NR3C1
GPRASP2	RPS6KA5
RPS6KA5	CREBBP
RPS6KA5	EP300
CHRM1	GPRASP1
GPRASP1	OPRD1
OPRD1	HSPA4
HSPA4	HIF1A
GPRASP2	AP1M1
AP1M1	BRCA1
BRCA1	ARNT
GPRASP2	AGO2
AGO2	HSP90AA1
GPRASP2	CCDC8
CCDC8	STAT1
TXN	NFKB1
GPRASP2	AGO1
AGO1	RELA
NFKB1	RELB
RPS6KA5	CREB1
CHRM2	SET
SET	NR3C1
NR3C1	CREBBP
SET	CCNB1
CCNB1	EP300
SET	TP53
TP53	HIF1A
CHRM2	Set
Set	Supt6
Supt6	POLR2A
SET	XPO1
CCNB1	RELA
SET	APP
CHRM3	SET
CHRM3	CSNK1A1
CSNK1A1	HSP90AA1
CSNK1A1	NFKBIA
FOS	MMP9
SMAD3	MYC
CREBBP	GAPDH
CREBBP	HK1
EP300	GAPDH
EP300	HK1
HIF1A	GAPDH
HIF1A	HK1
STAT5A	MYC
STAT5A	CCND1
STAT5A	SOCS5
STAT5B	SOCS4
STAT6	SOCS7
STAT6	MYC
STAT6	CCND2
STAT6	CCND3
TP53	RRM2B
RXRA	ACSBG2
RXRA	ACOX2
RXRB	ACADM
RXRB	APOC3
SMAD3	MMP9
