HTR2A	CBL
CBL	GRB2
GRB2	TSG101
TSG101	NFKB2
CBL	CTNNB1
CTNNB1	CREBBP
GRB2	EP300
CTNNB1	HIF1A
EP300	ARNT
CBL	MAPK8
MAPK8	IRF3
CBL	EGFR
EGFR	STAT1
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
GRB2	REL
REL	RELB
CBL	ABL1
ABL1	CREB1
DRD2	FLNA
FLNA	REL
REL	NFKB2
REL	CREBBP
REL	EP300
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
DRD2	CALM1
CALM1	HSP90AA1
HSP90AA1	ARNT
HSP90AA1	IRF3
DRD2	PAWR
PAWR	STAT1
REL	NFKB1
REL	RELA
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
HTR1A	S1PR1
S1PR1	GNAI3
GNAI3	RAP1GAP
RAP1GAP	BTRC
BTRC	NFKB2
S1PR1	TRIP6
TRIP6	SRC
SRC	CREBBP
S1PR1	WWP2
WWP2	SMAD3
SMAD3	EP300
SMAD3	HIF1A
GNAI3	YWHAQ
YWHAQ	NCOA1
NCOA1	ARNT
TRIP6	TRAF3IP2
TRAF3IP2	IRF3
GNAI3	XPO1
XPO1	STAT1
YWHAQ	E2F1
E2F1	NFKB1
TRIP6	UBE2C
UBE2C	RELA
GNAI3	NUCB1
NUCB1	REL
HTR1A	HTR1D
HTR1D	HTR1B
HTR1B	MDFI
MDFI	KAT5
KAT5	CREB1
KAT5	BCL3
BCL3	NFKB2
MDFI	MYOD1
MYOD1	CREBBP
KAT5	EP300
MDFI	VHL
VHL	HIF1A
MDFI	PIN1
PIN1	IRF3
EP300	STAT1
EP300	NFKB1
KAT5	RELA
BCL3	RELB
HTR1D	S1PR1
HTR1E	MEOX2
MEOX2	RELA
RELA	NFKB2
HTR1E	PSMC4
PSMC4	RBBP4
RBBP4	CREBBP
RELA	EP300
HTR1E	PSMC3
PSMC3	HIF1A
HIF1A	ARNT
MEOX2	PIN1
PSMC3	STAT1
PSMC4	PSMD10
PSMD10	NFKB1
RELA	RELB
MEOX2	KAT5
HTR2C	DLG4
DLG4	HGS
HGS	TSG101
HTR2C	CALM1
CALM1	ESR1
ESR1	CREBBP
DLG4	MDM2
MDM2	EP300
MDM2	HIF1A
HTR2C	MPDZ
MPDZ	KIT
KIT	STAT1
CALM1	DCUN1D1
DCUN1D1	NFKB1
MDM2	RELA
HGS	EHMT2
EHMT2	RELB
CALM1	AKT1
AKT1	CREB1
HTR6	ATM
ATM	RELA
HTR6	CLTC
CLTC	EP300
EP300	CREBBP
ATM	HIF1A
EP300	IRF3
HTR6	MTOR
MTOR	STAT1
HTR6	COPS5
COPS5	NFKB1
ATM	DAXX
DAXX	RELB
ATM	CREB1
HTR7	CUL3
CUL3	NFKB1
NFKB1	NFKB2
CUL3	CTNNB1
CUL3	GRB2
CUL3	HSP90AA1
CUL3	CUL1
CUL1	IRF3
CUL3	SMARCA4
SMARCA4	STAT1
CUL3	KPNA2
KPNA2	RELA
CUL3	DAXX
CUL3	ATF2
ATF2	CREB1
DRD1	RANBP9
RANBP9	NR3C1
NR3C1	NFKB2
RANBP9	ESR1
ESR1	EP300
ESR1	HIF1A
RANBP9	APP
APP	MAPK8
RANBP9	UBE2I
UBE2I	STAT1
NR3C1	NFKB1
ESR1	RELA
APP	GSK3B
GSK3B	RELB
NR3C1	CREB1
DRD5	GNA13
GNA13	MAP3K5
MAP3K5	TNFAIP3
TNFAIP3	NFKB2
MAP3K5	CREBBP
MAP3K5	EP300
DRD5	GNA12
GNA12	HSP90AA1
HSP90AA1	HIF1A
GNA13	PTK2B
PTK2B	EGFR
EP300	RELA
MAP3K5	DAXX
EP300	CREB1
DRD3	RDX
RDX	VCP
VCP	NFKB2
DRD3	GIPC1
