HPGDS	ARRDC3
ARRDC3	ARRB2
ARRB2	YWHAQ
YWHAQ	E2F1
ARRB2	TRIM28
TRIM28	E2F4
ARRDC3	ADRB2
ADRB2	SHMT2
SHMT2	E2F2
TRIM28	E2F3
ARRDC3	ITCH
ITCH	JUN
ARRB2	MAP2K4
MAP2K4	MAPK8
ARRB2	MAPK9
MAP2K4	MAPK10
ARRB2	MAPK1
MAPK1	SP1
ARRB2	CAPN1
CAPN1	HIF1A
ITCH	TP53
ARRB2	NFKBIA
NFKBIA	NFKB1
ARRB2	CDK3
CDK3	PPARA
ARRB2	C1QBP
C1QBP	CEBPA
ARRB2	CSK
CSK	CREBBP
ARRB2	HSPA5
HSPA5	EP300
ARRDC3	ARRB1
ARRB1	HSP90AA1
HSP90AA1	ARNT
ARRB2	PRMT5
PRMT5	RELA
MAPK1	RXRA
ARRDC3	NEDD4
NEDD4	PPARG
PPARG	RXRB
PPARG	RXRG
ARRDC3	NEDD4L
NEDD4L	PBX1
PBX1	PDX1
MAPK1	ATF2
EP300	USF2
ARRB2	MAPK3
ARRB1	MAPK14
NEDD4	MAPKAPK3
MAPKAPK3	MAPK11
ARRB2	VCP
VCP	MAPK13
ARRB2	AKT1
AKT1	CREB1
ARRB2	POLR2E
POLR2E	FOS
ARRB2	NPM1
NPM1	TFAP2A
AKT1	FOXO1
NEDD4	SMAD7
TP53	ETS1
ARRB2	IGF1R
IGF1R	ESR1
NEDD4	ERBB3
ERBB3	EGR1
ARRDC3	WWP1
WWP1	SMAD4
YWHAQ	YAP1
C1QBP	PRKCD
PRKCD	FLI1
ARRB2	STAT1
HSP90AA1	NFIC
NEDD4	SMAD3
ITCH	GLI1
AKT1	SKI
SKI	GLI2
ARRB2	RALGDS
RALGDS	KRAS
KRAS	GLI3
ARRB2	YWHAE
YWHAE	WWTR1
MAPK1	CEBPB
NFKBIA	NFKB2
SMAD3	PAX6
YWHAQ	FOXO3
TRIM28	MYB
ADRB2	HDAC6
HDAC6	NR1H4
ARRB2	TRAF6
TRAF6	MYD88
ARRDC3	HGS
HGS	INSR
INSR	TEAD1
ARRDC3	OTUB2
OTUB2	TRIM27
TRIM27	TEAD4
ADRB2	PHB2
PHB2	TEAD3
HGS	MAP3K10
MAP3K10	NEUROD1
ARRB2	SFPQ
SFPQ	HDAC1
HDAC1	NKX2-2
NEDD4	SMAD2
ARRB2	HNRNPD
HNRNPD	MYC
CREB3L1	PDYN
CREB5	ARC
NFKB1	BIRC3
GLI1	WNT16
GLI1	WNT4
GLI1	WNT1
GLI1	WNT9A
GLI1	WNT9B
GLI2	GLI1
GLI2	BMP4
GLI2	WNT3
GLI2	WNT6
GLI2	WNT7B
GLI2	WNT8B
ARNTL	NR1D1
MAPK13	IL8
RELA	IL8
MAPK12	CXCL1
NFAT5	TNF
CREBBP	FASLG
CREB3L4	IL8
EGR3	FASLG
NFKB1	IL6
MAPK10	JUN
CREB5	IL8
CREBBP	EGF
CREBBP	ENO3
CREBBP	FIGF
CREBBP	NOS3
CREBBP	PFKFB3
CREBBP	VEGFC
EP300	EGF
EP300	ENO3
EP300	FIGF
EP300	NOS3
EP300	PFKFB3
EP300	VEGFC
HIF1A	EGF
HIF1A	ENO3
HIF1A	FIGF
HIF1A	NOS3
HIF1A	PFKFB3
HIF1A	PGK1
HIF1A	HKDC1
ARNT	EGF
ARNT	FLT1
ARNT	LDHA
ARNT	SERPINE1
ARNT	ANGPT4
ARNT	PDK1
ARNT	PFKFB1
ARNT	PFKFB2
ARNT	PGF
ARNT	PGK1
YAP1	BIRC2
YAP1	SNAI2
WWTR1	BBC3
LEF1	BIRC2
LEF1	SNAI2
LEF1	SOX2
SOS1	CCND1
SOS2	CCND1
SOS2	CCND3
STAT1	SOCS4
STAT1	MYC
STAT1	PIM1
STAT1	SOCS3
STAT1	SOCS5
STAT5B	SOCS7
PAX6	IAPP
HNF1A	HNF4G
VDR	ATP2B1
PIK3CB	AKT2
RBPJL	HES1
TP53	RCHY1
TP53	PIDD
NFKB1	PGF
NFKB1	VEGFB
EPAS1	SLC2A1
ETS1	FIGF
ETS1	IL8
ETS1	MMP2
MYC	VEGFB
NFKB2	TRAF6
